Customer,CustomerId,CustomerNo,Description,Total_Amount_Excl_VAT,Unit_Price,PCToBCExchangeRate,Quantity,Rackpeople Markup,Rackpeople Markup Unit Price,Rackpeople Markup Total Price,Rackpeople Markup Diff
Grønbech & Sønner,a82c3173-ccc6-452e-b1ea-b073caf1ea9d,12069502,Microsoft 365 F1 - Microsoft 365 F1 - renew 4/4/2024-5/3/2024  April   ,18.84,15.07,1,1.00,3.75,15.64,15.64,0.57
Grønbech & Sønner,a82c3173-ccc6-452e-b1ea-b073caf1ea9d,12069502,Microsoft Teams Phone Standard - Microsoft Teams Phone Standard - cycleCharge  4/28/2024-5/27/2024  April   ,3186.3,44.72,1,57.00,3.75,46.40,2644.63,95.59
Grønbech & Sønner,a82c3173-ccc6-452e-b1ea-b073caf1ea9d,12069502,Power BI Pro - Power BI Pro - addQuantity 4/4/2024-4/30/2024  April   ,150.98,67.1,1,2.00,3.75,62.65,125.31,4.53
Grønbech & Sønner,a82c3173-ccc6-452e-b1ea-b073caf1ea9d,12069502,Power BI Pro - Power BI Pro - addQuantity 4/4/2024-4/30/2024  April   ,-75.49,67.1,1,1.00,3.75,-62.65,-62.65,-2.26
Grønbech & Sønner,a82c3173-ccc6-452e-b1ea-b073caf1ea9d,12069502,Microsoft Teams Phone Standard - Microsoft Teams Phone Standard - addQuantity  4/16/2024-4/28/2024  April   ,872.03,53.66,1,31.00,3.75,23.34,723.66,26.16
Grønbech & Sønner,a82c3173-ccc6-452e-b1ea-b073caf1ea9d,12069502,Microsoft 365 Business Premium - Microsoft 365 Business Premium - removeQuantity  4/2/2024-4/28/2024  April   ,12048,147.55,1,75.00,3.75,133.33,9999.68,361.43
Grønbech & Sønner,a82c3173-ccc6-452e-b1ea-b073caf1ea9d,12069502,Microsoft 365 Business Premium - Microsoft 365 Business Premium - cycleCharge  4/28/2024-5/27/2024  April   ,16445.9,122.96,1,107.00,3.75,127.57,13650.10,493.38
Grønbech & Sønner,a82c3173-ccc6-452e-b1ea-b073caf1ea9d,12069502,Exchange Online (Plan 2) - Exchange Online (Plan 2) - cycleCharge  4/28/2024-5/27/2024  April   ,55.9,44.72,1,1.00,3.75,46.40,46.40,1.68
Grønbech & Sønner,a82c3173-ccc6-452e-b1ea-b073caf1ea9d,12069502,Microsoft Teams Phone Standard - Microsoft Teams Phone Standard - renew  4/29/2024-5/28/2024  April   ,2146.56,53.66,1,32.00,3.75,55.67,1781.51,64.39
Grønbech & Sønner,a82c3173-ccc6-452e-b1ea-b073caf1ea9d,12069502,Microsoft Teams Phone Standard - Microsoft Teams Phone Standard - removeQuantity  4/18/2024-4/28/2024  April   ,714,53.66,1,30.00,3.75,19.75,592.62,21.42
Grønbech & Sønner,a82c3173-ccc6-452e-b1ea-b073caf1ea9d,12069502,Microsoft Teams Phone Standard - Microsoft Teams Phone Standard - addQuantity  4/19/2024-4/28/2024  April   ,-649.2,53.66,1,30.00,3.75,-17.96,-538.77,-19.47
Grønbech & Sønner,a82c3173-ccc6-452e-b1ea-b073caf1ea9d,12069502,Power BI Pro - Power BI Pro - addQuantity 4/25/2024-4/27/2024  April   ,196.04,55.92,1,29.00,3.75,5.61,162.77,5.88
Grønbech & Sønner,a82c3173-ccc6-452e-b1ea-b073caf1ea9d,12069502,Office 365 E3 - Office 365 E3 EEA (no Teams) - renew  4/4/2024-5/3/2024  April   ,206.53,165.22,1,1.00,3.75,171.42,171.42,6.20
Grønbech & Sønner,a82c3173-ccc6-452e-b1ea-b073caf1ea9d,12069502,Microsoft Teams Phone Standard - Microsoft Teams Phone Standard - removeQuantity  4/18/2024-4/28/2024  April   ,-737.8,53.66,1,31.00,3.75,-19.75,-612.37,-22.13
Grønbech & Sønner,a82c3173-ccc6-452e-b1ea-b073caf1ea9d,12069502,Visio Plan 2 - Visio Plan 2 - cycleCharge 4/28/2024-5/27/2024  April   ,314.4,83.84,1,3.00,3.75,86.98,260.95,9.43
Grønbech & Sønner,a82c3173-ccc6-452e-b1ea-b073caf1ea9d,12069502,Microsoft 365 Business Premium - Microsoft 365 Business Premium - renew  4/29/2024-5/28/2024  April   ,13833,147.55,1,75.00,3.75,153.08,11481.23,414.98
Grønbech & Sønner,a82c3173-ccc6-452e-b1ea-b073caf1ea9d,12069502,Microsoft Teams Phone Standard - Microsoft Teams Phone Standard - addQuantity  4/19/2024-4/28/2024  April   ,670.84,53.66,1,31.00,3.75,17.96,556.73,20.12
Grønbech & Sønner,a82c3173-ccc6-452e-b1ea-b073caf1ea9d,12069502,Power BI Pro - Power BI Pro - new 4/3/2024-4/30/2024  April   ,78.29,67.1,1,1.00,3.75,64.98,64.98,2.35
Grønbech & Sønner,a82c3173-ccc6-452e-b1ea-b073caf1ea9d,12069502,Visio Plan 2 - Visio Plan 2 - renew 4/29/2024-5/28/2024  April   ,377.28,100.61,1,3.00,3.75,104.38,313.15,11.32
Grønbech & Sønner,a82c3173-ccc6-452e-b1ea-b073caf1ea9d,12069502,Microsoft Teams Phone Standard - Microsoft Teams Phone Standard - addQuantity  4/22/2024-4/28/2024  April   ,484.8,53.66,1,32.00,3.75,12.57,402.38,14.54
