Customer,CustomerId,CustomerNo,Description,Total_Amount_Excl_VAT,Unit_Price,PCToBCExchangeRate,Quantity,Rackpeople Markup,Rackpeople Markup Unit Price,Rackpeople Markup Total Price,Rackpeople Markup Diff
Nordic Bioscience,80ed74fa-8f44-4a36-9520-c03e719ed98a,30799968,Microsoft 365 Business Premium - Microsoft 365 Business Premium - addQuantity  1/9/2024-1/27/2024  January   ,-7385.43,122.96,1,87.00,25.00,-84.89,-7385.21,-1477.04
Nordic Bioscience,80ed74fa-8f44-4a36-9520-c03e719ed98a,30799968,Microsoft Entra ID P1 - Microsoft Entra ID P1 - renew  1/3/2024-2/2/2024  January   ,150.84,40.22,1,3.00,25.00,50.28,150.83,30.17
Nordic Bioscience,80ed74fa-8f44-4a36-9520-c03e719ed98a,30799968,Microsoft 365 Audio Conferencing - Microsoft 365 Audio Conferencing - cycleCharge  1/28/2024-2/27/2024  January   ,588.9,15.7,1,30.00,25.00,19.63,588.75,117.75
Nordic Bioscience,80ed74fa-8f44-4a36-9520-c03e719ed98a,30799968,Project Plan 5 - Project Plan 5 - cycleCharge 1/19/2024-2/18/2024  January   ,384.2,307.36,1,1.00,25.00,384.20,384.20,76.84
Nordic Bioscience,80ed74fa-8f44-4a36-9520-c03e719ed98a,30799968,Microsoft Teams Shared Devices - Microsoft Teams Shared Devices - cycleCharge  1/28/2024-2/27/2024  January   ,704.2,40.24,1,14.00,25.00,50.30,704.20,140.84
Nordic Bioscience,80ed74fa-8f44-4a36-9520-c03e719ed98a,30799968,Microsoft 365 E3 - Microsoft 365 E3 - cycleCharge 1/28/2024-2/27/2024  January   ,2636,210.88,1,10.00,25.00,263.60,2636.00,527.20
Nordic Bioscience,80ed74fa-8f44-4a36-9520-c03e719ed98a,30799968,Project Online Essentials - Project Online Essentials - cycleCharge  1/28/2024-2/27/2024  January   ,44.1,35.28,1,1.00,25.00,44.10,44.10,8.82
Nordic Bioscience,80ed74fa-8f44-4a36-9520-c03e719ed98a,30799968,Microsoft 365 Business Premium - Microsoft 365 Business Premium - cycleCharge  1/28/2024-2/27/2024  January   ,12465,122.96,1,90.00,11,122.99,11068.92,1096.92
Nordic Bioscience,80ed74fa-8f44-4a36-9520-c03e719ed98a,30799968,Microsoft 365 Business Premium - Microsoft 365 Business Premium - addQuantity  1/9/2024-1/27/2024  January   ,7640.1,122.96,1,90.00,11,75.38,6784.21,672.31
Nordic Bioscience,80ed74fa-8f44-4a36-9520-c03e719ed98a,30799968,Microsoft Teams Rooms Pro - Microsoft Teams Rooms Pro - cycleCharge  1/1/2024-1/31/2024  January   ,2013.6,201.36,1,8.00,25.00,251.70,2013.60,402.72
