Customer,CustomerNo,Description,Quantity,Unit Price
AVS Danmark,79293210,Backup - Backup-Server i det lokale miljø -Det ,0.97,74.78
AVS Danmark,79293210,Blob Storage - Blob Storage - Varm LRS - Det ,0.04,0.02
AVS Danmark,79293210,Tables - Tables - LRS - new ,0.03,0.00
AVS Danmark,79293210,Filer - Filer - LRS - new ,5.00,2.32
AVS Danmark,79293210,Backup - Backup-Standard -Det vestlige Europa - ,1408.74,487.67
AVS Danmark,79293210,Tables - Tables - LRS - new ,0.00,0.00
AVS Danmark,79293210,Blob Storage - Blob Storage - Varm LRS - Det ,4415.54,750.63
AVS Danmark,79293210,VPN Gateway - VPN Gateway-VpnGw1  - new ,720.00,1057.07
AVS Danmark,79293210,Blob Storage - Blob Storage - Varm LRS - Det ,0.01,0.00
AVS Danmark,79293210,Blob Storage - Blob Storage - Varm LRS - Det ,0.32,0.01
AVS Danmark,79293210,Blob Storage - Blob Storage - Varm LRS - Det ,0.06,0.02
AVS Danmark,79293210,Backup - Backup-Standard -Det nordlige Europa - ,54.88,19.00
AVS Danmark,79293210,Generel blok-blob - Generel blok-blob - LRS - new ,0.01,0.00
AVS Danmark,79293210,Tables - Tables - LRS - new ,0.04,0.00
AVS Danmark,79293210,Blob Storage - Blob Storage - Varm LRS - Det ,0.03,0.00
AVS Danmark,79293210,Tables - Tables - LRS - new ,0.05,0.00
AVS Danmark,79293210,Tables - Tables - LRS - new ,0.01,0.00
AVS Danmark,79293210,Premium-filer - Premium-filer - LRS - Det vestlige ,100.00,148.36
AVS Danmark,79293210,Backup - Backup-Azure VM -Det nordlige Europa - ,0.97,74.78
AVS Danmark,79293210,Tables - Tables - LRS - new ,1.31,0.00
