Customer,CustomerId,CustomerNo,Description,Total_Amount_Excl_VAT,Unit_Price,PCToBCExchangeRate,Quantity,Rackpeople Markup,Rackpeople Markup Unit Price,Rackpeople Markup Total Price,Rackpeople Markup Diff
RackPeople ApS,74df0893-eb0e-4e6e-a68a-c5ddf3001c1f,99999003,Dynamics 365 Business Central Team Members (36 mo) ,168.8,21.1,n/a,8.00,0.00,21.10,168.80,168.80
RackPeople ApS,74df0893-eb0e-4e6e-a68a-c5ddf3001c1f,99999003,Dynamics 365 Business Central Team Members (36 mo) ,71.47,10.21,n/a,7.00,0.00,10.21,71.47,71.47
RackPeople ApS,74df0893-eb0e-4e6e-a68a-c5ddf3001c1f,99999003,Dynamics 365 Business Central Team Members (36 mo) ,87.12,10.89,n/a,8.00,0.00,10.89,87.12,87.12
RackPeople ApS,74df0893-eb0e-4e6e-a68a-c5ddf3001c1f,99999003,Dynamics 365 Business Central Team Members (36 mo) ,-147.7,-21.1,n/a,7.00,0.00,-21.10,-147.70,-147.70
RackPeople ApS,74df0893-eb0e-4e6e-a68a-c5ddf3001c1f,99999003,Dynamics 365 Business Central Essentials SMB ,863.8,123.4,n/a,7.00,0.00,123.40,863.80,863.80
RackPeople ApS,74df0893-eb0e-4e6e-a68a-c5ddf3001c1f,99999003,Dynamics 365 Business Central Essentials SMB ,358.26,59.71,n/a,6.00,0.00,59.71,358.26,358.26
RackPeople ApS,74df0893-eb0e-4e6e-a68a-c5ddf3001c1f,99999003,Dynamics 365 Business Central Essentials SMB ,445.83,63.69,n/a,7.00,0.00,63.69,445.83,445.83
RackPeople ApS,74df0893-eb0e-4e6e-a68a-c5ddf3001c1f,99999003,Dynamics 365 Business Central Essentials SMB ,-740.4,-123.4,n/a,6.00,0.00,-123.40,-740.40,-740.40
RackPeople ApS,74df0893-eb0e-4e6e-a68a-c5ddf3001c1f,99999003,Microsoft Teams Rooms Standard - Monthly - ,377.6,94.4,n/a,4.00,0.00,94.40,377.60,377.60
Forsyning Helsingør,8162953c-5783-4d47-a2df-8d670bce00c6,32059325,Project Plan 3 - Annually - Project Plan 3 - Cycle ,119.15,19.85,n/a,6.00,25.00,24.82,148.94,148.94
Forsyning Helsingør,8162953c-5783-4d47-a2df-8d670bce00c6,32059325,Project Plan 3 - Annually - Project Plan 3 - Cycle ,938.27,134.03,n/a,7.00,25.00,167.55,1172.84,1172.84
Forsyning Helsingør,8162953c-5783-4d47-a2df-8d670bce00c6,32059325,Project Plan 3 - Annually - Project Plan 3 - Cycle ,9556.44,1365.2,n/a,7.00,25.00,1706.51,11945.55,11945.55
Forsyning Helsingør,8162953c-5783-4d47-a2df-8d670bce00c6,32059325,Project Plan 3 - Annually - Project Plan 3 - Cycle ,-9114.61,-1519.1,n/a,6.00,25.00,-1898.88,-11393.26,-11393.26
NextM2M A/S,0b90961b-156b-4552-b0ce-8d0d58d793cf,32880053,Microsoft 365 Business Voice (uden ,60.4,60.4,n/a,1.00,25.00,75.50,75.50,75.50
NextM2M A/S,0b90961b-156b-4552-b0ce-8d0d58d793cf,32880053,Microsoft 365 Business Basic - Monthly - Microsoft ,302,30.2,n/a,10.00,25.00,37.75,377.50,377.50
NextM2M A/S,0b90961b-156b-4552-b0ce-8d0d58d793cf,32880053,Visio Plan 2 - Monthly - Visio Plan 2 - Cycle fee ,75.5,75.5,n/a,1.00,25.00,94.38,94.38,94.38
NextM2M A/S,0b90961b-156b-4552-b0ce-8d0d58d793cf,32880053,Microsoft 365 Business Voice (uden ,302,60.4,n/a,5.00,25.00,75.50,377.50,377.50
NextM2M A/S,0b90961b-156b-4552-b0ce-8d0d58d793cf,32880053,Microsoft 365 Business Premium - Monthly - ,775.6,110.8,n/a,7.00,25.00,138.50,969.50,969.50
NextM2M A/S,0b90961b-156b-4552-b0ce-8d0d58d793cf,32880053,Microsoft 365 Phone System - Virtual User - ,0,0,n/a,2.00,25.00,0.00,0.00,0.00
Hi3G Denmark ApS,2d535a89-0fcc-43a0-96c9-8f132da2377a,26123445,Dynamics 365 Sales Professional - Monthly - ,306.8,306.8,n/a,1.00,15.00,352.82,352.82,352.82
Hi3G Denmark ApS,2d535a89-0fcc-43a0-96c9-8f132da2377a,26123445,Microsoft 365 Business Basic - Monthly - Microsoft ,181.2,30.2,n/a,6.00,15.00,34.73,208.38,208.38
Hi3G Denmark ApS,2d535a89-0fcc-43a0-96c9-8f132da2377a,26123445,Microsoft 365 Business Voice (without calling ,241.6,60.4,n/a,4.00,15.00,69.46,277.84,277.84
Hi3G Denmark ApS,2d535a89-0fcc-43a0-96c9-8f132da2377a,26123445,Microsoft 365 Phone System - Virtual User - ,0,0,n/a,25.00,15.00,0.00,0.00,0.00
MARTINE LIE Interior Concepts ApS,9da00977-f4db-4b65-a9c5-1484661a71ee,36973382,Exchange Online (plan 1) - Monthly - Exchange ,20.1,20.1,n/a,1.00,25.00,25.13,25.13,25.13
MARTINE LIE Interior Concepts ApS,9da00977-f4db-4b65-a9c5-1484661a71ee,36973382,Microsoft 365 Business Premium - Monthly - ,664.8,110.8,n/a,6.00,25.00,138.50,831.00,831.00
CANEA ApS,39a6bac8-2eb8-4d1a-ac31-a295a7c21a97,32353924,Exchange Online (plan 1) - Monthly - Exchange ,321.6,20.1,n/a,16.00,25.00,25.13,402.00,402.00
CANEA ApS,39a6bac8-2eb8-4d1a-ac31-a295a7c21a97,32353924,Office 365 Business Premium - Monthly - Microsoft ,62.9,62.9,n/a,1.00,25.00,78.63,78.63,78.63
Kiltin,4ff5fd63-d494-42c9-91dd-f2905f6dcd98,15000848,Office 365 Business - Monthly - Microsoft 365 Apps ,420.8,52.6,n/a,8.00,25.00,65.75,526.00,526.00
Kiltin,4ff5fd63-d494-42c9-91dd-f2905f6dcd98,15000848,Office 365 Business - Monthly - Microsoft 365 Apps ,296.94,42.42,n/a,7.00,25.00,53.03,371.18,371.18
Kiltin,4ff5fd63-d494-42c9-91dd-f2905f6dcd98,15000848,Office 365 Business - Monthly - Microsoft 365 Apps ,81.45,10.18,n/a,8.00,25.00,12.73,101.81,101.81
Kiltin,4ff5fd63-d494-42c9-91dd-f2905f6dcd98,15000848,Office 365 Business - Monthly - Microsoft 365 Apps ,-368.2,-52.6,n/a,7.00,25.00,-65.75,-460.25,-460.25
NORDIC Shipping & Logistics,da072080-e4aa-4c80-845b-b4bd760ee5f6,31605725,OneDrive for Business (Plan 1) - Monthly - ,25.2,25.2,n/a,1.00,25.00,31.50,31.50,31.50
NORDIC Shipping & Logistics,da072080-e4aa-4c80-845b-b4bd760ee5f6,31605725,Exchange Online (plan 1) - Monthly - Exchange ,60.3,20.1,n/a,3.00,25.00,25.13,75.38,75.38
NORDIC Shipping & Logistics,da072080-e4aa-4c80-845b-b4bd760ee5f6,31605725,Office 365 Business Premium - Monthly - Microsoft ,377.4,62.9,n/a,6.00,25.00,78.63,471.75,471.75
