Customer,CustomerId,CustomerNo,Description,Total_Amount_Excl_VAT,Unit_Price,PCToBCExchangeRate,Quantity,Rackpeople Markup,Rackpeople Markup Unit Price,Rackpeople Markup Total Price,Rackpeople Markup Diff
Atcom Aps,b2ac3632-43cf-4480-bd28-0bff4090cae1,26097282,Visio Plan 2 - Visio Plan 2 - renew 10/28/2023-11/27/2023  October   ,377.28,100.61,1,3.00,18.75,119.47,358.42,56.59
Atcom Aps,b2ac3632-43cf-4480-bd28-0bff4090cae1,26097282,Microsoft 365 E5 - Microsoft 365 E5 - renew 10/28/2023-11/27/2023  October   ,1602.39,427.3,1,3.00,18.75,507.42,1522.26,240.36
Atcom Aps,b2ac3632-43cf-4480-bd28-0bff4090cae1,26097282,Exchange Online (Plan 1) - Exchange Online (Plan 1) - cycleCharge  10/28/2023-11/27/2023  October   ,50.4,20.16,1,2.00,25.00,25.20,50.40,10.08
Atcom Aps,b2ac3632-43cf-4480-bd28-0bff4090cae1,26097282,Microsoft Teams Phone Resource Account - Microsoft Teams Phone Resource Account - renew  10/21/2023-11/20/2023  October   ,0,0,1,5.00,18.75,0.00,0.00,0.00
Atcom Aps,b2ac3632-43cf-4480-bd28-0bff4090cae1,26097282,Microsoft 365 E5 - Microsoft 365 E5 - cycleCharge 10/28/2023-11/27/2023  October   ,5615.4,320.88,1,14.00,25.00,401.10,5615.40,1123.08
Atcom Aps,b2ac3632-43cf-4480-bd28-0bff4090cae1,26097282,Visio Plan 2 - Visio Plan 2 - cycleCharge 10/28/2023-11/27/2023  October   ,1132.8,75.52,1,12.00,25.00,94.40,1132.80,226.56
Atcom Aps,b2ac3632-43cf-4480-bd28-0bff4090cae1,26097282,Microsoft Teams Shared Devices - Microsoft Teams Shared Devices - cycleCharge  10/28/2023-11/27/2023  October   ,55.9,44.72,1,1.00,25.00,55.90,55.90,11.18
Langvad Arkitekter,83bb7a7b-662b-49a4-8d39-f536f1c3b792,77213813,Project Plan 3 - Project Plan 3 - cycleCharge 10/28/2023-11/27/2023  October   ,188.8,151.04,1,1.00,25.00,188.80,188.80,37.76
Langvad Arkitekter,83bb7a7b-662b-49a4-8d39-f536f1c3b792,77213813,Exchange Online (Plan 1) - Exchange Online (Plan 1) - cycleCharge  10/28/2023-11/27/2023  October   ,50.4,20.16,1,2.00,25.00,25.20,50.40,10.08
Langvad Arkitekter,83bb7a7b-662b-49a4-8d39-f536f1c3b792,77213813,Microsoft 365 Business Premium - Microsoft 365 Business Premium - cycleCharge  10/1/2023-10/31/2023  October   ,277,122.96,1,2.00,25.00,138.50,277.00,55.40
Delfi Technologies A/S,c959cf6c-f015-49bc-8a35-b9a1084f6bd6,12552688,Microsoft Entra ID P2 - Microsoft Entra ID P2 - cancelImmediate  11/1/2023-11/23/2023  October   ,-7280.52,50.32,1,156.00,6.25,-39.67,-6189.11,-364.07
Delfi Technologies A/S,c959cf6c-f015-49bc-8a35-b9a1084f6bd6,12552688,Power BI Pro - Power BI Pro - cycleCharge 10/23/2023-11/22/2023  October   ,314.5,50.32,1,5.00,25.00,62.90,314.50,62.90
Delfi Technologies A/S,c959cf6c-f015-49bc-8a35-b9a1084f6bd6,12552688,Microsoft Entra ID P2 - Microsoft Entra ID P2 - new  10/31/2023-11/23/2023  October   ,7597.2,50.32,1,156.00,6.25,41.40,6457.62,379.86
