Customer,CustomerNo,Description,Quantity,Unit Price
Delfi Technologies A/S,12552688,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 E3 - cycleCharge  9/23/2022-10/22/2022  September   ,6.00,1135.20
Delfi Technologies A/S,12552688,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Premium - addQuantity  9/29/2022-10/23/2022  September   ,123.00,-10419.71
Delfi Technologies A/S,12552688,Microsoft 365 Business Premium - Microsoft 365 Business Premium - renew  9/23/2022-10/22/2022  September   ,10.00,1412.70
Delfi Technologies A/S,12552688,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Premium - addQuantity  9/29/2022-10/23/2022  September   ,124.00,10504.43
Delfi Technologies A/S,12552688,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 F3 - cycleCharge  9/24/2022-10/23/2022  September   ,47.00,1909.11
Delfi Technologies A/S,12552688,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Premium - addQuantity  9/29/2022-10/23/2022  September   ,123.00,10419.71
Delfi Technologies A/S,12552688,Microsoft 365 New Commerce Promotional Offer Annual - Exchange Online (Plan 1) - cycleCharge  9/23/2022-10/22/2022  September   ,1.00,20.35
Delfi Technologies A/S,12552688,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Premium - addQuantity  9/29/2022-10/23/2022  September   ,121.00,-10250.29
Delfi Technologies A/S,12552688,Microsoft 365 New Commerce Promotional Offer Annual - Power BI Pro - cycleCharge  9/23/2022-10/22/2022  September   ,5.00,253.94
Delfi Technologies A/S,12552688,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Premium - cycleCharge  9/24/2022-10/23/2022  September   ,121.00,12300.86
