Customer,CustomerNo,Description,Quantity,Unit Price
Nordic Bioscience,30799968,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Phone System - addQuantity  10/6/2022-10/27/2022  October   ,33.00,-1008.60
Nordic Bioscience,30799968,Microsoft 365 New Commerce Promotional Offer Annual - Visio Plan 2 - addQuantity  10/3/2022-10/27/2022  October   ,15.00,-977.40
Nordic Bioscience,30799968,Microsoft 365 New Commerce Promotional Offer Annual - Common Area Phone - cycleCharge  10/28/2022-11/27/2022  October   ,14.00,583.39
Nordic Bioscience,30799968,Microsoft 365 New Commerce Promotional Offer Annual - Exchange Online (Plan 1) - cycleCharge  10/28/2022-11/27/2022  October   ,5.00,104.37
Nordic Bioscience,30799968,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft Defender for Office 365 (Plan 1) - cycleCharge  10/28/2022-11/27/2022  October   ,134.00,1399.25
Nordic Bioscience,30799968,Microsoft 365 New Commerce Promotional Offer Annual - Power BI Pro - cycleCharge  10/28/2022-11/27/2022  October   ,6.00,312.61
Nordic Bioscience,30799968,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Premium - cycleCharge  10/28/2022-11/27/2022  October   ,83.00,8656.17
Nordic Bioscience,30799968,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Phone System - Virtual User - cycleCharge  10/28/2022-11/27/2022  October   ,5.00,0.00
Nordic Bioscience,30799968,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 E5 - cycleCharge  10/28/2022-11/27/2022  October   ,2.00,594.29
Nordic Bioscience,30799968,Microsoft 365 New Commerce Promotional Offer Annual - Exchange Online (Plan 2) - cycleCharge  10/28/2022-11/27/2022  October   ,3.00,125.01
Nordic Bioscience,30799968,Power; Flow; AAD; AI; Intune; MCAS; Defender IN New Commerce Promotional Offer Annual - Enterprise Mobility + Security E5 - cycleCharge  10/28/2022-11/27/2022  October   ,2.00,171.48
Nordic Bioscience,30799968,Microsoft 365 Audio Conferencing Adoption Promo - Microsoft 365 Business Voice Adoption Promo - Microsoft 365 Audio Conferencing - cycleCharge  10/28/2022-11/27/2022  October   ,30.00,0.00
Nordic Bioscience,30799968,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft Teams Rooms Standard - cycleCharge  10/28/2022-11/27/2022  October   ,6.00,586.51
Nordic Bioscience,30799968,Microsoft 365 New Commerce Promotional Offer Annual - Visio Plan 2 - cycleCharge  10/28/2022-11/27/2022  October   ,16.00,1434.80
Nordic Bioscience,30799968,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Phone System - cycleCharge  10/28/2022-11/27/2022  October   ,34.00,1624.78
Nordic Bioscience,30799968,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Phone System - addQuantity  10/6/2022-10/27/2022  October   ,34.00,1191.70
Nordic Bioscience,30799968,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Standard - cycleCharge  10/28/2022-11/27/2022  October   ,139.00,9061.81
Nordic Bioscience,30799968,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 E3 - cycleCharge  10/28/2022-11/27/2022  October   ,10.00,1940.96
Nordic Bioscience,30799968,Microsoft 365 New Commerce Promotional Offer Annual - Project Online Essentials - cycleCharge  10/28/2022-11/27/2022  October   ,1.00,36.54
Nordic Bioscience,30799968,Azure Active Directory Premium P1 - Azure Active Directory Premium P1 - renew  10/3/2022-11/2/2022  October   ,1.00,39.56
Nordic Bioscience,30799968,Microsoft 365 New Commerce Promotional Offer Annual - Visio Plan 2 - addQuantity  10/3/2022-10/27/2022  October   ,16.00,1195.60
