Customer,CustomerNo,Description,Quantity,Unit Price
SBC-Teams GoWingu,99999006,Virtual Machines DSv2 Series - Reserved VM ,4.00,2146.66
SBC-Teams GoWingu,99999006,Virtual Machines BS Series - Virtual Machines BS ,672.00,94.07
SBC-Teams GoWingu,99999006,IP Addresses - IP Addresses - Standard IPv4 - new ,9408.00,274.36
SBC-Teams GoWingu,99999006,Files - Files - LRS - new ,0.10,0.01
SBC-Teams GoWingu,99999006,Standard Page Blob - Standard Page Blob - LRS - ,62.08,0.13
SBC-Teams GoWingu,99999006,Virtual Machines RI - Virtual Machines RI - new ,2704.15,0.00
SBC-Teams GoWingu,99999006,Premium SSD Managed Disks - Premium SSD Managed ,1.00,469.73
SBC-Teams GoWingu,99999006,Standard HDD Managed Disks - Standard HDD Managed ,7.14,2.08
SBC-Teams GoWingu,99999006,General Block Blob - General Block Blob - LRS - ,433.38,0.91
SBC-Teams GoWingu,99999006,Backup - Backup - Standard - EU West - new ,3.69,0.97
SBC-Teams GoWingu,99999006,Files - Files - LRS - new ,0.14,0.00
SBC-Teams GoWingu,99999006,Tables - Tables - LRS - new ,0.03,0.01
SBC-Teams GoWingu,99999006,Virtual Machines Dv2 Series - Virtual Machines Dv2 ,5.25,8.33
SBC-Teams GoWingu,99999006,Files - Files - LRS - new ,0.04,0.00
SBC-Teams GoWingu,99999006,Azure Active Directory Domain Services - Azure ,671.81,587.76
SBC-Teams GoWingu,99999006,Standard HDD Managed Disks - Standard HDD Managed ,859.28,2.51
SBC-Teams GoWingu,99999006,Standard SSD Managed Disks - Standard SSD Managed ,1.00,27.99
SBC-Teams GoWingu,99999006,Standard HDD Managed Disks - Standard HDD Managed ,6.00,53.75
SBC-Teams GoWingu,99999006,Rtn Preference: MGN - Rtn Preference: MGN - new ,84.36,0.00
SBC-Teams GoWingu,99999006,Tables - Tables - LRS - new ,2.86,0.01
SBC-Teams GoWingu,99999006,Load Balancer - Load Balancer - new ,7392.00,431.14
SBC-Teams GoWingu,99999006,Virtual Machines Dv2 Series - Virtual Machines Dv2 ,650.42,257.59
SBC-Teams GoWingu,99999006,Bandwidth Inter-Region - Bandwidth Inter-Region - ,36.09,4.21
SBC-Teams GoWingu,99999006,Load Balancer - Load Balancer - new ,1344.00,195.97
SBC-Teams GoWingu,99999006,General Block Blob - General Block Blob - LRS - ,0.01,0.00
SBC-Teams GoWingu,99999006,Bandwidth Inter-Region - Bandwidth Inter-Region - ,4.10,1.20
SBC-Teams GoWingu,99999006,Standard HDD Managed Disks - Standard HDD Managed ,3.00,52.63
SBC-Teams GoWingu,99999006,Backup - Backup - Azure VM - EU West - new ,0.45,26.34
SBC-Teams GoWingu,99999006,IP Addresses - IP Addresses - Basic IPv4 - new ,1344.00,28.22
SBC-Teams GoWingu,99999006,General Block Blob - General Block Blob - LRS - ,1.46,0.00
SBC-Teams GoWingu,99999006,Standard HDD Managed Disks - Standard HDD Managed ,1.55,0.45
SBC-Teams GoWingu,99999006,Standard SSD Managed Disks - Standard SSD Managed ,1036.58,12.09
SBC-Teams GoWingu,99999006,Azure App Service Free Plan - Azure App Service ,1.81,0.00
SBC-Teams GoWingu,99999006,Load Balancer - Load Balancer - new ,48.81,1.42
SBC-Teams GoWingu,99999006,Rtn Preference: MGN - Rtn Preference: MGN - new ,0.09,0.00
SBC-Teams GoWingu,99999006,Virtual Network Peering - Virtual Network Peering ,652.20,38.04
SBC-Teams GoWingu,99999006,VPN Gateway - VPN Gateway - Basic - new ,672.00,141.10
SBC-Teams GoWingu,99999006,Premium SSD Managed Disks - Premium SSD Managed ,3.00,101.61
SBC-Teams GoWingu,99999006,Standard Page Blob - Standard Page Blob - LRS - ,0.05,0.01
SBC-Teams GoWingu,99999006,Standard SSD Managed Disks - Standard SSD Managed ,1.00,14.00
SBC-Teams GoWingu,99999006,Virtual Network Peering - Virtual Network Peering ,791.23,46.15
SBC-Teams GoWingu,99999006,Standard Page Blob - Standard Page Blob - LRS - ,28.27,0.06
SBC-Teams GoWingu,99999006,Bandwidth Inter-Region - Bandwidth Inter-Region - ,5.00,0.00
