Customer,CustomerNo,Description,Quantity,Unit Price
Nordic Bioscience,30799968,Microsoft Teams Phone Standard - Microsoft Teams Phone Standard - addQuantity  3/3/2023-3/27/2023  March   ,36.00,-1435.76
Nordic Bioscience,30799968,Power BI Pro - Power BI Pro - addQuantity 3/14/2023-3/27/2023  March   ,7.00,-220.15
Nordic Bioscience,30799968,Microsoft 365 Business Standard - Microsoft 365 Business Standard - cycleCharge  3/28/2023-4/27/2023  March   ,139.00,10939.30
Nordic Bioscience,30799968,Project Online Essentials - Project Online Essentials - cycleCharge  3/28/2023-4/27/2023  March   ,1.00,44.10
Nordic Bioscience,30799968,Visio Plan 2 - Visio Plan 2 - cycleCharge 3/28/2023-4/27/2023  March   ,16.00,1510.40
Nordic Bioscience,30799968,Microsoft Teams Phone Standard - Microsoft Teams Phone Standard - addQuantity  3/24/2023-3/27/2023  March   ,37.00,-265.94
Nordic Bioscience,30799968,Microsoft 365 E5 - Microsoft 365 E5 - cycleCharge 3/28/2023-4/27/2023  March   ,2.00,802.20
Nordic Bioscience,30799968,Microsoft Teams Phone Resource Account - Microsoft Teams Phone Resource Account - cycleCharge  3/28/2023-4/27/2023  March   ,5.00,0.00
Nordic Bioscience,30799968,Microsoft Teams Phone Standard - Microsoft Teams Phone Standard - cycleCharge  3/28/2023-4/27/2023  March   ,38.00,1697.32
Nordic Bioscience,30799968,Microsoft Defender for Office 365 (Plan 1) - Microsoft Defender for Office 365 (Plan 1) - cycleCharge  3/28/2023-4/27/2023  March   ,134.00,1688.40
Nordic Bioscience,30799968,Microsoft Teams Rooms Pro - Microsoft Teams Rooms Pro - convert  3/1/2023-3/31/2023  March   ,8.00,2013.60
Nordic Bioscience,30799968,Microsoft Teams Rooms Pro - Microsoft Teams Rooms Pro - convert  3/1/2023-3/27/2023  March   ,8.00,-2330.00
Nordic Bioscience,30799968,Microsoft 365 Audio Conferencing - Microsoft 365 Audio Conferencing - cycleCharge  3/28/2023-4/27/2023  March   ,30.00,588.75
Nordic Bioscience,30799968,Microsoft 365 E3 - Microsoft 365 E3 - cycleCharge 3/28/2023-4/27/2023  March   ,10.00,2636.00
Nordic Bioscience,30799968,Microsoft Teams Rooms Pro - Microsoft Teams Rooms Pro - new  3/1/2023-3/27/2023  March   ,8.00,2330.00
Nordic Bioscience,30799968,Enterprise Mobility + Security E5 - Enterprise Mobility + Security E5 - cycleCharge  3/28/2023-4/27/2023  March   ,2.00,207.00
Nordic Bioscience,30799968,Exchange Online (Plan 2) - Exchange Online (Plan 2) - cycleCharge  3/28/2023-4/27/2023  March   ,3.00,150.90
Nordic Bioscience,30799968,Power BI Pro - Power BI Pro - addQuantity 3/14/2023-3/27/2023  March   ,9.00,283.05
Nordic Bioscience,30799968,Microsoft Teams Shared Devices - Microsoft Teams Shared Devices - cycleCharge  3/28/2023-4/27/2023  March   ,14.00,704.20
Nordic Bioscience,30799968,Azure Active Directory Premium P1 - Azure Active Directory Premium P1 - renew  3/3/2023-4/2/2023  March   ,1.00,45.36
Nordic Bioscience,30799968,Microsoft 365 Business Premium - Microsoft 365 Business Premium - cycleCharge  3/28/2023-4/27/2023  March   ,85.00,11772.50
Nordic Bioscience,30799968,Power BI Pro - Power BI Pro - cycleCharge 3/28/2023-4/27/2023  March   ,9.00,566.10
Nordic Bioscience,30799968,Exchange Online (Plan 1) - Exchange Online (Plan 1) - cycleCharge  3/28/2023-4/27/2023  March   ,5.00,126.00
Nordic Bioscience,30799968,Microsoft Teams Phone Standard - Microsoft Teams Phone Standard - addQuantity  3/3/2023-3/27/2023  March   ,37.00,1661.76
Nordic Bioscience,30799968,Microsoft Teams Phone Standard - Microsoft Teams Phone Standard - addQuantity  3/24/2023-3/27/2023  March   ,38.00,242.54
