Customer,CustomerNo,Description,Quantity,Unit Price
GOSH Copenhagen,89885019,Microsoft 365 Business Premium - Microsoft 365 Business Premium - cycleCharge  3/28/2023-4/27/2023  March   ,47.00,6509.50
GOSH Copenhagen,89885019,Power BI Pro - Power BI Pro - cycleCharge 3/28/2023-4/27/2023  March   ,13.00,817.70
GOSH Copenhagen,89885019,Microsoft 365 Business Basic - Microsoft 365 Business Basic - cycleCharge  3/28/2023-4/27/2023  March   ,12.00,453.60
GOSH Copenhagen,89885019,Microsoft 365 Business Basic - Microsoft 365 Business Basic - renew  3/28/2023-4/27/2023  March   ,2.00,79.11
GOSH Copenhagen,89885019,Azure Active Directory Premium P2 - Azure Active Directory Premium P2 - new  3/28/2023-2/29/2024  March   ,2.00,1097.15
GOSH Copenhagen,89885019,Microsoft 365 Business Standard - Microsoft 365 Business Standard - cycleCharge  3/28/2023-4/27/2023  March   ,9.00,708.30
GOSH Copenhagen,89885019,Microsoft 365 Business Premium - Microsoft 365 Business Premium - renew  3/28/2023-4/27/2023  March   ,4.00,664.80
GOSH Copenhagen,89885019,Microsoft Teams Phone Standard - Microsoft Teams Phone Standard - cycleCharge  3/28/2023-4/27/2023  March   ,46.00,2313.80
GOSH Copenhagen,89885019,Microsoft Teams Rooms Standard - Microsoft Teams Rooms Standard - cycleCharge  3/1/2023-3/31/2023  March   ,2.00,205.79
GOSH Copenhagen,89885019,Exchange Online (Plan 1) - Exchange Online (Plan 1) - renew  3/12/2023-4/11/2023  March   ,1.00,30.24
GOSH Copenhagen,89885019,Microsoft 365 Audio Conferencing - Microsoft 365 Audio Conferencing - cycleCharge  3/28/2023-4/27/2023  March   ,71.00,1393.38
GOSH Copenhagen,89885019,Exchange Online (Plan 2) - Exchange Online (Plan 2) - new  3/15/2023-4/14/2023  March   ,1.00,52.64
GOSH Copenhagen,89885019,Microsoft Teams Phone Standard - Microsoft Teams Phone Standard - renew  3/28/2023-4/27/2023  March   ,3.00,157.91
