Customer,CustomerNo,Description,Quantity,Unit Price
GOSH Copenhagen,89885019,Microsoft Teams Phone Standard - Microsoft Teams Phone Standard - renew  2/28/2023-3/27/2023  February   ,3.00,181.09
GOSH Copenhagen,89885019,Exchange Online (Plan 1) - Exchange Online (Plan 1) - renew  2/12/2023-3/11/2023  February   ,1.00,30.24
GOSH Copenhagen,89885019,Microsoft 365 Business Standard - Microsoft 365 Business Standard - renew  2/28/2023-3/27/2023  February   ,9.00,708.30
GOSH Copenhagen,89885019,Microsoft 365 Audio Conferencing - Microsoft 365 Audio Conferencing - renew  2/28/2023-3/27/2023  February   ,71.00,1393.38
GOSH Copenhagen,89885019,Microsoft Teams Rooms Standard - Microsoft Teams Rooms Standard - cycleCharge  2/1/2023-2/28/2023  February   ,2.00,205.79
GOSH Copenhagen,89885019,Microsoft 365 Business Premium - Microsoft 365 Business Premium - renew  2/28/2023-3/27/2023  February   ,4.00,664.80
GOSH Copenhagen,89885019,Microsoft 365 Business Premium - Microsoft 365 Business Premium - renew  2/28/2023-3/27/2023  February   ,47.00,6509.50
GOSH Copenhagen,89885019,Microsoft 365 Business Premium - Microsoft 365 Business Premium - addQuantity  2/7/2023-2/27/2023  February   ,4.00,392.71
GOSH Copenhagen,89885019,Microsoft 365 Business Basic - Microsoft 365 Business Basic - renew  2/28/2023-3/27/2023  February   ,2.00,90.73
GOSH Copenhagen,89885019,Power BI Pro - Power BI Pro - renew 2/28/2023-3/27/2023  February   ,13.00,817.70
GOSH Copenhagen,89885019,Microsoft 365 Business Basic - Microsoft 365 Business Basic - renew  2/28/2023-3/27/2023  February   ,12.00,453.60
GOSH Copenhagen,89885019,Microsoft Teams Phone Standard - Microsoft Teams Phone Standard - renew  2/28/2023-3/27/2023  February   ,46.00,2313.80
GOSH Copenhagen,89885019,Microsoft 365 Business Premium - Microsoft 365 Business Premium - addQuantity  2/7/2023-2/27/2023  February   ,3.00,-294.53
