Customer,CustomerNo,Description,Quantity,Unit Price
Norli Liv og Pension Livsforsikring A/S,64145711,Virtual Machines Dv3 Series Windows - Virtual ,743.93,1293.93
Norli Liv og Pension Livsforsikring A/S,64145711,Blob Storage - Blob Storage - Hot LRS - EU West - ,0.03,0.01
Norli Liv og Pension Livsforsikring A/S,64145711,Files - Files - LRS - new ,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,IP Addresses - IP Addresses - Basic IPv4 - new ,744.00,21.97
Norli Liv og Pension Livsforsikring A/S,64145711,Tables - Tables - GRS - new ,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Bandwidth Inter-Region - Bandwidth Inter-Region - ,0.46,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Premium SSD Managed Disks - Premium SSD Managed ,1.00,343.01
Norli Liv og Pension Livsforsikring A/S,64145711,Rtn Preference: MGN - Rtn Preference: MGN - new ,0.40,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Blob Storage - Blob Storage - Hot RA-GRS - EU West ,0.01,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Blob Storage - Blob Storage - Hot LRS - EU West - ,31.68,1.12
Norli Liv og Pension Livsforsikring A/S,64145711,Azure Active Directory Domain Services - Azure ,743.79,915.35
Norli Liv og Pension Livsforsikring A/S,64145711,Blob Storage - Blob Storage - Hot LRS - EU West - ,0.02,0.01
Norli Liv og Pension Livsforsikring A/S,64145711,Tables - Tables - LRS - new ,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Files - Files - LRS - new ,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Standard Page Blob v2 - Standard Page Blob v2 - ,26.85,0.12
Norli Liv og Pension Livsforsikring A/S,64145711,Load Balancer - Load Balancer - new ,17.25,0.71
Norli Liv og Pension Livsforsikring A/S,64145711,Premium SSD Managed Disks - Premium SSD Managed ,2.00,2439.48
Norli Liv og Pension Livsforsikring A/S,64145711,Tables - Tables - LRS - new ,1.70,0.01
Norli Liv og Pension Livsforsikring A/S,64145711,Network Watcher - Network Watcher - new ,1.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Logic Apps - Logic Apps - Consumption - new ,6097.00,1.25
Norli Liv og Pension Livsforsikring A/S,64145711,Azure Bastion - Azure Bastion - Basic - new ,0.08,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Tables - Tables - LRS - new ,0.01,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Standard Page Blob v2 - Standard Page Blob v2 - ,243.92,90.05
Norli Liv og Pension Livsforsikring A/S,64145711,Storage - Bandwidth - Storage - Bandwidth - ,0.08,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,General Block Blob - General Block Blob - GRS - ,0.03,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Tables - Tables - GRS - new ,1.35,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Bandwidth Inter-Region - Bandwidth Inter-Region - ,0.03,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Logic Apps - Logic Apps - Consumption - new ,0.21,0.20
Norli Liv og Pension Livsforsikring A/S,64145711,Tables - Tables - GRS - new ,0.01,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Queues - Queues - GRS - new ,0.02,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,SQL Server Developer Edition - SQL Server ,258.83,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Virtual Machines BS Series Windows - Virtual ,258.83,883.40
Norli Liv og Pension Livsforsikring A/S,64145711,Event Grid - Event Grid - new ,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Logic Apps - Logic Apps - Consumption - new ,227.00,0.23
Norli Liv og Pension Livsforsikring A/S,64145711,Tables - Tables - LRS - new ,0.12,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,IP Addresses - IP Addresses - Standard IPv4 - new ,3720.00,152.60
Norli Liv og Pension Livsforsikring A/S,64145711,Azure App Service Premium v2 Plan - Azure App ,497.08,815.64
Norli Liv og Pension Livsforsikring A/S,64145711,Load Balancer - Load Balancer - new ,744.00,152.60
