Customer,CustomerNo,Description,Quantity,Unit Price
BLS Capital Management,31179580,Storage - Bandwidth - Storage - Bandwidth - ,0.06,0.00
BLS Capital Management,31179580,Standard Page Blob v2 - Standard Page Blob v2 - ,1.38,0.97
BLS Capital Management,31179580,Backup - Backup - Standard - EU West - new ,431.15,179.70
BLS Capital Management,31179580,Tables - Tables - RA-GRS - new ,0.01,0.01
BLS Capital Management,31179580,Standard HDD Managed Disks - Standard HDD Managed ,1.00,14.29
BLS Capital Management,31179580,Bandwidth Inter-Region - Bandwidth Inter-Region - ,0.04,0.00
BLS Capital Management,31179580,Blob Storage - Blob Storage - Hot LRS - EU West - ,17.89,8.99
BLS Capital Management,31179580,Service Bus - Service Bus - Standard - new ,0.00,0.00
BLS Capital Management,31179580,Backup - Backup - On Premises Server - EU West - ,1.00,93.03
BLS Capital Management,31179580,Blob Storage - Blob Storage - Hot LRS - EU West - ,3.17,1.59
BLS Capital Management,31179580,Bandwidth Inter-Region - Bandwidth Inter-Region - ,0.63,0.12
BLS Capital Management,31179580,Service Bus - Service Bus - Standard - new ,37.00,4.63
BLS Capital Management,31179580,Tables - Tables - GRS - new ,0.90,0.00
BLS Capital Management,31179580,Tables - Tables - LRS - new ,0.91,0.00
BLS Capital Management,31179580,Premium SSD Managed Disks - Premium SSD Managed ,1.00,104.44
BLS Capital Management,31179580,Virtual Machines Dv2 Series Windows - Virtual ,1487.88,3682.07
BLS Capital Management,31179580,Premium SSD Managed Disks - Premium SSD Managed ,2.00,403.37
BLS Capital Management,31179580,Network Watcher - Network Watcher - new ,0.29,0.00
BLS Capital Management,31179580,Blob Storage - Blob Storage - Hot LRS - EU West - ,6.81,1.24
BLS Capital Management,31179580,Rtn Preference: MGN - Rtn Preference: MGN - new ,0.41,0.00
BLS Capital Management,31179580,Blob Storage - Blob Storage - Hot LRS - EU West - ,79.69,3.19
BLS Capital Management,31179580,Standard HDD Managed Disks - Standard HDD Managed ,160.82,0.75
BLS Capital Management,31179580,Virtual Machines BS Series - Virtual Machines BS ,743.98,332.24
BLS Capital Management,31179580,IP Addresses - IP Addresses - Basic IPv4 - new ,1488.00,49.84
BLS Capital Management,31179580,Standard Page Blob v2 - Standard Page Blob v2 - ,8.93,0.04
BLS Capital Management,31179580,Files - Files - LRS - new ,5.00,2.79
BLS Capital Management,31179580,Log Analytics - Log Analytics - Pay-as-you-go - EU ,0.18,0.00
BLS Capital Management,31179580,Blob Storage - Blob Storage - Hot LRS - EU West - ,0.12,0.00
BLS Capital Management,31179580,Tables - Tables - LRS - new ,0.01,0.00
BLS Capital Management,31179580,IP Addresses - IP Addresses - Standard IPv4 - new ,1488.00,69.22
BLS Capital Management,31179580,Key Vault - Key Vault - Premium - new ,0.01,0.00
BLS Capital Management,31179580,Storage - Bandwidth - Storage - Bandwidth - ,25.59,4.76
BLS Capital Management,31179580,Azure Active Directory Domain Services - Azure ,743.79,1037.97
BLS Capital Management,31179580,Standard Page Blob v2 - Standard Page Blob v2 - ,4.46,0.02
