Customer,CustomerNo,Description,Quantity,Unit Price
Grønbech & Sønner,12069502,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Phone System - addQuantity  9/7/2022-9/27/2022  September   ,86.00,-2784.25
Grønbech & Sønner,12069502,Microsoft Teams Phone Standard - Virtual User - Microsoft Teams Phone Standard - Virtual User - addQuantity  1/28/2022-12/9/2022  September   ,30.00,0.00
Grønbech & Sønner,12069502,Microsoft 365 New Commerce Promotional Offer Annual - Power BI Pro - addQuantity  9/29/2022-10/27/2022  September   ,13.00,750.91
Grønbech & Sønner,12069502,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Premium - cycleCharge  9/28/2022-10/27/2022  September   ,195.00,23322.00
Grønbech & Sønner,12069502,Microsoft 365 New Commerce Promotional Offer Annual - Power BI Pro - cycleCharge  9/28/2022-10/27/2022  September   ,10.00,597.50
Grønbech & Sønner,12069502,Microsoft 365 New Commerce Promotional Offer Annual - Office 365 E3 - cycleCharge  9/28/2022-10/27/2022  September   ,1.00,139.18
Grønbech & Sønner,12069502,Microsoft 365 New Commerce Promotional Offer Annual - Visio Plan 2 - cycleCharge  9/28/2022-10/27/2022  September   ,6.00,538.05
Grønbech & Sønner,12069502,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Phone System - cycleCharge  9/28/2022-10/27/2022  September   ,87.00,4157.51
Grønbech & Sønner,12069502,Microsoft 365 New Commerce Promotional Offer Annual - Exchange Online Kiosk - cycleCharge  9/28/2022-10/27/2022  September   ,1.00,11.98
Grønbech & Sønner,12069502,Microsoft 365 New Commerce Promotional Offer Annual - Power BI Pro - addQuantity  9/29/2022-10/27/2022  September   ,10.00,-577.63
Grønbech & Sønner,12069502,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft Teams Rooms Standard - cycleCharge  9/28/2022-10/27/2022  September   ,1.00,112.10
Grønbech & Sønner,12069502,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 F1 - cycleCharge  9/28/2022-10/27/2022  September   ,1.00,13.49
Grønbech & Sønner,12069502,Microsoft 365 New Commerce Promotional Offer Annual - Exchange Online (Plan 2) - cycleCharge  9/28/2022-10/27/2022  September   ,1.00,47.79
Grønbech & Sønner,12069502,Microsoft Teams Phone Resource Account - Microsoft Teams Phone Resource Account - addQuantity  9/6/2022-12/9/2022  September   ,32.00,0.00
Grønbech & Sønner,12069502,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Phone System - addQuantity  9/7/2022-9/27/2022  September   ,87.00,2816.63
