Customer,CustomerNo,Description,Quantity,Unit Price
BLS Capital Management,31179580,Standard SSD Managed Disks - Standard SSD Managed ,1.00,94.25
BLS Capital Management,31179580,Virtual Machines Av2 Series Windows - Virtual ,719.80,1936.20
BLS Capital Management,31179580,Storage - Bandwidth - Storage - Bandwidth - ,24.76,4.86
BLS Capital Management,31179580,Standard Page Blob - Standard Page Blob - LRS - ,4.32,0.02
BLS Capital Management,31179580,Bandwidth Inter-Region - Bandwidth Inter-Region - ,0.64,0.13
BLS Capital Management,31179580,General Block Blob - General Block Blob - LRS - ,77.27,0.27
BLS Capital Management,31179580,IP Addresses - IP Addresses - Standard IPv4 - new ,1440.00,70.68
BLS Capital Management,31179580,Standard HDD Managed Disks - Standard HDD Managed ,1.00,15.08
BLS Capital Management,31179580,Blob Storage - Blob Storage - Hot LRS - EU West - ,4.26,0.82
BLS Capital Management,31179580,Service Bus - Service Bus - Standard - new ,0.00,0.00
BLS Capital Management,31179580,Rtn Preference: MGN - Rtn Preference: MGN - new ,31.23,0.00
BLS Capital Management,31179580,Virtual Machines BS Series - Virtual Machines BS ,719.98,339.28
BLS Capital Management,31179580,Tables - Tables - LRS - new ,0.02,0.01
BLS Capital Management,31179580,Virtual Machines Dv2 Series Windows - Virtual ,1439.80,3759.87
BLS Capital Management,31179580,IP Addresses - IP Addresses - Basic IPv4 - new ,720.00,28.27
BLS Capital Management,31179580,Backup - Backup - Standard - EU West - new ,382.68,168.31
BLS Capital Management,31179580,Storage - Bandwidth - Storage - Bandwidth - ,0.06,0.00
BLS Capital Management,31179580,Files - Files - LRS - new ,5.00,2.94
BLS Capital Management,31179580,Blob Storage - Blob Storage - Hot LRS - EU West - ,0.10,0.00
BLS Capital Management,31179580,Network Watcher - Network Watcher - new ,0.41,0.00
BLS Capital Management,31179580,Blob Storage - Blob Storage - Hot LRS - EU West - ,26.32,13.95
BLS Capital Management,31179580,Tables - Tables - LRS - new ,1.32,0.00
BLS Capital Management,31179580,General Block Blob - General Block Blob - LRS - ,0.00,0.00
BLS Capital Management,31179580,General Block Blob - General Block Blob - LRS - ,0.00,0.00
BLS Capital Management,31179580,Premium SSD Managed Disks - Premium SSD Managed ,1.00,110.23
BLS Capital Management,31179580,Tables - Tables - GRS - new ,0.87,0.00
BLS Capital Management,31179580,Backup - Backup - On Premises Server - EU West - ,0.97,95.01
BLS Capital Management,31179580,Premium SSD Managed Disks - Premium SSD Managed ,2.00,425.71
BLS Capital Management,31179580,Standard SSD Managed Disks - Standard SSD Managed ,1.00,754.02
BLS Capital Management,31179580,IP Addresses - IP Addresses - Basic IPv4 - new ,1440.00,50.89
BLS Capital Management,31179580,Bandwidth Inter-Region - Bandwidth Inter-Region - ,0.14,0.00
BLS Capital Management,31179580,Standard Page Blob v2 - Standard Page Blob v2 - ,4.32,0.02
BLS Capital Management,31179580,Standard Page Blob - Standard Page Blob - LRS - ,8.64,0.03
BLS Capital Management,31179580,SQL Server Standard - SQL Server Standard - 1-4 ,719.80,2826.57
BLS Capital Management,31179580,Service Bus - Service Bus - Standard - new ,553.00,72.97
BLS Capital Management,31179580,Standard Page Blob v2 - Standard Page Blob v2 - ,1.38,1.02
BLS Capital Management,31179580,Standard HDD Managed Disks - Standard HDD Managed ,157.03,0.77
BLS Capital Management,31179580,Standard SSD Managed Disks - Standard SSD Managed ,1409.46,27.67
BLS Capital Management,31179580,Tables - Tables - RA-GRS - new ,0.01,0.01
BLS Capital Management,31179580,Blob Storage - Blob Storage - Hot LRS - EU West - ,77.27,3.26
BLS Capital Management,31179580,Log Analytics - Log Analytics - Pay-as-you-go - EU ,0.16,0.00
BLS Capital Management,31179580,Blob Storage - Blob Storage - Hot LRS - EU West - ,3.03,1.60
BLS Capital Management,31179580,Azure Active Directory Domain Services - Azure ,718.85,1058.57
BLS Capital Management,31179580,Standard Page Blob v2 - Standard Page Blob v2 - ,8.64,0.05
