Customer,CustomerNo,Description,Quantity,Unit Price
GoWingu ApS,99999001,Virtual Machines BS Series - Reserved VM Instance; ,1.00,92.37
GoWingu ApS,99999001,General Block Blob - General Block Blob - LRS - ,0.01,0.00
GoWingu ApS,99999001,Standard HDD Managed Disks - Standard HDD Managed ,0.69,24.17
GoWingu ApS,99999001,Log Analytics - Log Analytics - Pay-as-you-go - EU ,0.54,0.00
GoWingu ApS,99999001,Tables - Tables - LRS - new ,0.00,0.00
GoWingu ApS,99999001,Azure Database for MySQL Single Server Basic - ,9.99,6.54
GoWingu ApS,99999001,Tables - Tables - LRS - new ,0.45,0.00
GoWingu ApS,99999001,Network Watcher - Network Watcher - new ,1.00,0.00
GoWingu ApS,99999001,Azure App Service Premium v2 Plan - Azure App ,740.00,881.03
GoWingu ApS,99999001,Rtn Preference: MGN - Rtn Preference: MGN - new ,17.87,0.00
GoWingu ApS,99999001,Azure App Service Free Plan - Azure App Service ,10.89,0.00
GoWingu ApS,99999001,Azure Database for MySQL Single Server Basic - ,743.00,161.00
GoWingu ApS,99999001,SQL Database Single Standard - SQL Database Single ,61.96,178.48
GoWingu ApS,99999001,IP Addresses - IP Addresses - Standard IPv4 - new ,511.00,15.21
GoWingu ApS,99999001,SQL Database - LTR Backup Storage - SQL Database - ,0.61,0.20
GoWingu ApS,99999001,General Block Blob - General Block Blob - LRS - ,841.54,120.23
GoWingu ApS,99999001,Azure Database for MySQL Single Server - Backup ,33.77,22.11
GoWingu ApS,99999001,Bandwidth Inter-Region - Bandwidth Inter-Region - ,0.01,0.00
GoWingu ApS,99999001,Azure App Service Free Plan - Azure App Service ,10.00,0.00
GoWingu ApS,99999001,General Block Blob - General Block Blob - LRS - ,0.03,0.00
GoWingu ApS,99999001,Standard HDD Managed Disks - Standard HDD Managed ,331.54,0.99
GoWingu ApS,99999001,Virtual Machines RI - Virtual Machines RI - new ,512.80,0.00
GoWingu ApS,99999001,General Block Blob - General Block Blob - LRS - ,2.08,0.00
GoWingu ApS,99999001,Bandwidth Inter-Region - Bandwidth Inter-Region - ,0.01,0.00
GoWingu ApS,99999001,Windows Server Burst - Windows Server Burst - 2 ,512.80,24.42
