Customer,CustomerNo,Description,Quantity,Unit Price
BLS Capital Management,31179580,Microsoft Defender for Office 365 (Plan 1) - Microsoft Defender for Office 365 (Plan 1) - cycleCharge  1/18/2023-2/17/2023  January   ,36.00,453.60
BLS Capital Management,31179580,Dynamics 365 CRM New Commerce Promotional Offer Annual - Dynamics 365 Sales Enterprise Edition - cycleCharge  1/28/2023-2/27/2023  January   ,1.00,532.50
BLS Capital Management,31179580,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Phone System - Virtual User - cycleCharge  1/28/2023-2/27/2023  January   ,10.00,0.00
BLS Capital Management,31179580,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 E3 - cycleCharge  1/28/2023-2/27/2023  January   ,38.00,8458.33
BLS Capital Management,31179580,Power Automate per user plan - Power Automate per user plan - renew  1/28/2023-2/27/2023  January   ,1.00,106.20
BLS Capital Management,31179580,Microsoft 365 Audio Conferencing Adoption Promo - Microsoft 365 Business Voice Adoption Promo - Microsoft 365 Audio Conferencing - cycleCharge  1/28/2023-2/27/2023  January   ,32.00,0.00
BLS Capital Management,31179580,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Phone System - cycleCharge  1/28/2023-2/27/2023  January   ,28.00,1338.05
BLS Capital Management,31179580,Power Automate per user with attended RPA plan - Power Automate per user with attended RPA plan - renew  1/1/2023-1/31/2023  January   ,1.00,283.16
BLS Capital Management,31179580,Microsoft 365 E5 Compliance - Microsoft 365 E5 Compliance - cycleCharge  1/28/2023-2/27/2023  January   ,4.00,302.00
BLS Capital Management,31179580,Microsoft Teams Rooms Pro - Microsoft Teams Rooms Pro - cycleCharge  1/28/2023-2/27/2023  January   ,1.00,251.70
BLS Capital Management,31179580,Power Automate unattended RPA add-on - Power Automate unattended RPA add-on - renew  1/1/2023-1/31/2023  January   ,1.00,1062.00
BLS Capital Management,31179580,Microsoft 365 New Commerce Promotional Offer Annual - Exchange Online (Plan 2) - cycleCharge  1/28/2023-2/27/2023  January   ,14.00,669.03
