Customer,CustomerNo,Description,Quantity,Unit Price
Nordic Bioscience,30799968,Microsoft 365 Business Premium - Microsoft 365 Business Premium - renew  2/28/2023-3/27/2023  February   ,85.00,11772.50
Nordic Bioscience,30799968,Exchange Online (Plan 1) - Exchange Online (Plan 1) - renew  2/28/2023-3/27/2023  February   ,5.00,126.00
Nordic Bioscience,30799968,Power BI Pro - Power BI Pro - renew 2/28/2023-3/27/2023  February   ,7.00,440.30
Nordic Bioscience,30799968,Exchange Online (Plan 2) - Exchange Online (Plan 2) - renew  2/28/2023-3/27/2023  February   ,3.00,150.90
Nordic Bioscience,30799968,Visio Plan 2 - Visio Plan 2 - renew 2/28/2023-3/27/2023  February   ,16.00,1510.40
Nordic Bioscience,30799968,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft Teams Rooms Standard - addQuantity  2/22/2023-2/27/2023  February   ,8.00,173.60
Nordic Bioscience,30799968,Microsoft Defender for Office 365 (Plan 1) - Microsoft Defender for Office 365 (Plan 1) - renew  2/28/2023-3/27/2023  February   ,134.00,1688.40
Nordic Bioscience,30799968,Enterprise Mobility + Security E5 - Enterprise Mobility + Security E5 - renew  2/28/2023-3/27/2023  February   ,2.00,207.00
Nordic Bioscience,30799968,Project Online Essentials - Project Online Essentials - renew  2/28/2023-3/27/2023  February   ,1.00,44.10
Nordic Bioscience,30799968,Microsoft Teams Phone Resource Account - Microsoft Teams Phone Resource Account - renew  2/28/2023-3/27/2023  February   ,5.00,0.00
Nordic Bioscience,30799968,Microsoft 365 Audio Conferencing - Microsoft 365 Audio Conferencing - renew  2/28/2023-3/27/2023  February   ,30.00,588.75
Nordic Bioscience,30799968,Azure Active Directory Premium P1 - Azure Active Directory Premium P1 - renew  2/3/2023-3/2/2023  February   ,1.00,40.28
Nordic Bioscience,30799968,Microsoft Teams Rooms Standard - Microsoft Teams Rooms Standard - renew  2/28/2023-3/27/2023  February   ,8.00,944.00
Nordic Bioscience,30799968,Microsoft Teams Phone Standard - Microsoft Teams Phone Standard - renew  2/28/2023-3/27/2023  February   ,36.00,1607.99
Nordic Bioscience,30799968,Microsoft Teams Rooms Standard - Microsoft Teams Rooms Standard - cancelImmediate  3/1/2023-3/27/2023  February   ,8.00,-944.00
Nordic Bioscience,30799968,Microsoft Teams Shared Devices - Microsoft Teams Shared Devices - renew  2/28/2023-3/27/2023  February   ,14.00,704.20
Nordic Bioscience,30799968,Microsoft 365 Business Standard - Microsoft 365 Business Standard - renew  2/28/2023-3/27/2023  February   ,139.00,10939.30
Nordic Bioscience,30799968,Microsoft 365 E3 - Microsoft 365 E3 - renew 2/28/2023-3/27/2023  February   ,10.00,2636.00
Nordic Bioscience,30799968,Microsoft 365 E5 - Microsoft 365 E5 - renew 2/28/2023-3/27/2023  February   ,2.00,802.20
Nordic Bioscience,30799968,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft Teams Rooms Standard - addQuantity  2/22/2023-2/27/2023  February   ,7.00,-134.89
