Customer,CustomerId,CustomerNo,Description,Quantity,Unit Price
Grønbech & Sønner,a82c3173-ccc6-452e-b1ea-b073caf1ea9d,12069502,Microsoft Copilot for Microsoft 365 - Microsoft Copilot for Microsoft 365 - new  1/18/2024-2/27/2024  January   ,2.00,635.70
Grønbech & Sønner,a82c3173-ccc6-452e-b1ea-b073caf1ea9d,12069502,Exchange Online (Plan 2) - Exchange Online (Plan 2) - cycleCharge  1/28/2024-2/27/2024  January   ,1.00,50.30
Grønbech & Sønner,a82c3173-ccc6-452e-b1ea-b073caf1ea9d,12069502,Microsoft Teams Phone Standard - Microsoft Teams Phone Standard - cycleCharge  1/28/2024-2/27/2024  January   ,87.00,4376.10
Grønbech & Sønner,a82c3173-ccc6-452e-b1ea-b073caf1ea9d,12069502,Microsoft 365 F1 - Microsoft 365 F1 - cycleCharge 1/28/2024-2/27/2024  January   ,1.00,14.20
Grønbech & Sønner,a82c3173-ccc6-452e-b1ea-b073caf1ea9d,12069502,Exchange Online Kiosk - Exchange Online Kiosk - cycleCharge  1/28/2024-2/27/2024  January   ,1.00,12.60
Grønbech & Sønner,a82c3173-ccc6-452e-b1ea-b073caf1ea9d,12069502,Office 365 E3 - Office 365 E3 - cycleCharge 1/28/2024-2/27/2024  January   ,1.00,168.40
Grønbech & Sønner,a82c3173-ccc6-452e-b1ea-b073caf1ea9d,12069502,Microsoft Teams Rooms Standard - Microsoft Teams Rooms Standard - cycleCharge  1/28/2024-2/27/2024  January   ,1.00,118.00
Grønbech & Sønner,a82c3173-ccc6-452e-b1ea-b073caf1ea9d,12069502,Microsoft 365 Business Premium - Microsoft 365 Business Premium - cycleCharge  1/28/2024-2/27/2024  January   ,195.00,27007.50
Grønbech & Sønner,a82c3173-ccc6-452e-b1ea-b073caf1ea9d,12069502,Visio Plan 2 - Visio Plan 2 - cycleCharge 1/28/2024-2/27/2024  January   ,6.00,566.40
Grønbech & Sønner,a82c3173-ccc6-452e-b1ea-b073caf1ea9d,12069502,Power BI Pro - Power BI Pro - cycleCharge 1/28/2024-2/27/2024  January   ,28.00,1761.20
