Customer,CustomerNo,Description,Quantity,Unit Price
RackPeople ApS,99999003,General Block Blob - General Block Blob - LRS - ,0.55,0.00
RackPeople ApS,99999003,Bandwidth Inter-Region - Bandwidth Inter-Region - ,0.05,0.00
RackPeople ApS,99999003,Azure App Service Free Plan - Azure App Service ,10.00,0.00
RackPeople ApS,99999003,Tables - Tables - LRS - new ,13.71,3.75
RackPeople ApS,99999003,Azure App Service Premium v2 Plan - Azure App ,744.00,904.64
RackPeople ApS,99999003,Azure App Service Standard Plan - Azure App ,1488.00,904.64
RackPeople ApS,99999003,Files - Files - LRS - new ,86.20,0.79
RackPeople ApS,99999003,General Block Blob - General Block Blob - LRS - ,3.11,0.01
RackPeople ApS,99999003,Tables - Tables - LRS - new ,8.57,0.02
RackPeople ApS,99999003,Log Analytics - Log Analytics - Pay-as-you-go - EU ,5.00,0.00
RackPeople ApS,99999003,Log Analytics - Log Analytics - Pay-as-you-go - EU ,8.14,136.53
RackPeople ApS,99999003,Functions - Functions - new ,291896.88,28.39
RackPeople ApS,99999003,Functions - Functions - new ,100000.00,0.00
RackPeople ApS,99999003,Service Bus - Service Bus - Standard - new ,0.00,0.00
RackPeople ApS,99999003,Service Bus - Service Bus - Hybrid Connections - ,1486.77,121.12
RackPeople ApS,99999003,Service Bus - Service Bus - Hybrid Connections - ,0.37,0.00
RackPeople ApS,99999003,Tables - Tables - LRS - new ,1.72,0.00
RackPeople ApS,99999003,Functions - Functions - new ,1096.00,0.01
RackPeople ApS,99999003,SQL Database Single Standard - SQL Database Single ,31.00,91.20
RackPeople ApS,99999003,General Block Blob - General Block Blob - LRS - ,0.18,0.03
RackPeople ApS,99999003,Tables - Tables - LRS - new ,26.79,0.06
RackPeople ApS,99999003,Files - Files - LRS - new ,79.85,0.73
RackPeople ApS,99999003,Azure App Service Free Plan - Azure App Service ,2.00,0.00
RackPeople ApS,99999003,Files - Files - LRS - new ,0.15,0.05
RackPeople ApS,99999003,SQL Database Single Basic - SQL Database Single ,62.00,60.69
RackPeople ApS,99999003,Rtn Preference: MGN - Rtn Preference: MGN - new ,0.28,0.00
RackPeople ApS,99999003,Functions - Functions - new ,400000.00,0.00
RackPeople ApS,99999003,Files - Files - LRS - new ,59.81,5.45
RackPeople ApS,99999003,General Block Blob - General Block Blob - LRS - ,190.68,0.42
