Customer,CustomerNo,Description,Quantity,Unit Price
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft 365 F3 - Microsoft 365 F3 - addQuantity 1/5/2023-1/31/2023  January   ,6.00,262.88
Norli Liv og Pension Livsforsikring A/S,64145711,Exchange Online (Plan 1) - Exchange Online (Plan 1) - cycleCharge  1/10/2023-2/9/2023  January   ,12.00,302.40
Norli Liv og Pension Livsforsikring A/S,64145711,Power BI Pro - Power BI Pro - addQuantity 1/10/2023-1/31/2023  January   ,1.00,-44.64
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft 365 F3 - Microsoft 365 F3 - cycleCharge 1/1/2023-1/31/2023  January   ,5.00,251.50
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft Defender for Cloud Apps - Microsoft Defender for Cloud Apps - renew  1/4/2023-2/3/2023  January   ,1.00,26.40
Norli Liv og Pension Livsforsikring A/S,64145711,Windows 365 Enterprise - Windows 365 Enterprise 4 vCPU; 16 GB; 512 GB - cycleCharge  1/12/2023-2/11/2023  January   ,2.00,1312.93
Norli Liv og Pension Livsforsikring A/S,64145711,Power BI Pro - Power BI Pro - addQuantity 1/24/2023-1/31/2023  January   ,4.00,64.95
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft Defender for Office 365 (Plan 1) - Microsoft Defender for Office 365 (Plan 1) - cycleCharge  1/1/2023-1/31/2023  January   ,98.00,1234.80
Norli Liv og Pension Livsforsikring A/S,64145711,Power BI Pro - Power BI Pro - cycleCharge 1/1/2023-1/31/2023  January   ,1.00,62.90
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft 365 E3 - Microsoft 365 E3 - cycleCharge 1/12/2023-2/11/2023  January   ,104.00,27414.40
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft Teams Phone Resource Account - Microsoft Teams Phone Resource Account - cycleCharge  1/28/2023-2/27/2023  January   ,50.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Power BI Premium Per User - Power BI Premium Per User - cycleCharge  1/12/2023-2/11/2023  January   ,1.00,125.90
Norli Liv og Pension Livsforsikring A/S,64145711,Power BI Pro - Power BI Pro - addQuantity 1/10/2023-1/31/2023  January   ,3.00,133.91
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft Teams Rooms Standard - Microsoft Teams Rooms Standard - cycleCharge  1/1/2023-1/31/2023  January   ,1.00,118.00
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft 365 F3 - Microsoft 365 F3 - addQuantity 1/5/2023-1/31/2023  January   ,5.00,-219.06
Norli Liv og Pension Livsforsikring A/S,64145711,Power BI Pro - Power BI Pro - addQuantity 1/24/2023-1/31/2023  January   ,3.00,-48.71
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft Teams Phone Standard - Microsoft Teams Phone Standard - renew  1/28/2023-2/27/2023  January   ,53.00,3199.21
