Customer,CustomerNo,Description,Quantity,Unit Price
RackPeople ApS,32476007,Azure App Service Free Plan - Azure App Service ,9.22,0.00
RackPeople ApS,32476007,Service Bus - Service Bus - Standard - new ,0.00,0.00
RackPeople ApS,32476007,Bandwidth Inter-Region - Bandwidth Inter-Region - ,0.34,0.00
RackPeople ApS,32476007,Functions - Functions - new ,35040.00,0.00
RackPeople ApS,32476007,Tables - Tables - LRS - new ,26.90,0.06
RackPeople ApS,32476007,Tables - Tables - LRS - new ,0.94,0.00
RackPeople ApS,32476007,SQL Database Single Standard - SQL Database Single ,31.00,98.46
RackPeople ApS,32476007,General Block Blob - General Block Blob - LRS - ,2.90,0.01
RackPeople ApS,32476007,General Block Blob - General Block Blob - LRS - ,142.93,0.34
RackPeople ApS,32476007,Tables - Tables - LRS - new ,12.56,3.71
RackPeople ApS,32476007,General Block Blob - General Block Blob - LRS - ,0.38,0.00
RackPeople ApS,32476007,General Block Blob - General Block Blob - LRS - ,0.12,0.02
RackPeople ApS,32476007,Functions - Functions - new ,400000.00,0.00
RackPeople ApS,32476007,SQL Database Single Basic - SQL Database Single ,62.00,65.52
RackPeople ApS,32476007,Tables - Tables - LRS - new ,8.10,0.02
RackPeople ApS,32476007,Rtn Preference: MGN - Rtn Preference: MGN - new ,0.35,0.00
RackPeople ApS,32476007,Log Analytics - Log Analytics - Pay-as-you-go - EU ,5.00,0.00
RackPeople ApS,32476007,Functions - Functions - new ,236313.62,24.82
RackPeople ApS,32476007,Azure App Service Standard Plan - Azure App ,904.46,593.64
RackPeople ApS,32476007,Service Bus - Service Bus - Hybrid Connections - ,0.39,0.00
RackPeople ApS,32476007,Files - Files - LRS - new ,38.46,3.79
RackPeople ApS,32476007,Files - Files - LRS - new ,58.58,0.58
RackPeople ApS,32476007,Service Bus - Service Bus - Hybrid Connections - ,1485.08,130.61
RackPeople ApS,32476007,Files - Files - LRS - new ,50.67,0.50
RackPeople ApS,32476007,Log Analytics - Log Analytics - Pay-as-you-go - EU ,2.64,47.87
RackPeople ApS,32476007,Azure App Service Premium v2 Plan - Azure App ,744.00,976.64
RackPeople ApS,32476007,Files - Files - LRS - new ,0.11,0.04
