Customer,CustomerNo,Description,Quantity,Unit Price
ECO-LOCAXION IVS,39993775,Office 365 E3 - Office 365 E3 - addQuantity 3/23/2023-3/31/2023  March   ,3.00,117.33
ECO-LOCAXION IVS,39993775,Project Plan 3 - Project Plan 3 - addQuantity 3/23/2023-3/31/2023  March   ,1.00,-54.81
ECO-LOCAXION IVS,39993775,Office 365 E3 - Office 365 E3 - cycleCharge 3/1/2023-3/31/2023  March   ,2.00,336.80
ECO-LOCAXION IVS,39993775,Project Plan 3 - Project Plan 3 - addQuantity 3/23/2023-3/31/2023  March   ,2.00,87.70
ECO-LOCAXION IVS,39993775,Project Plan 3 - Project Plan 3 - cycleCharge 3/1/2023-3/31/2023  March   ,1.00,188.80
ECO-LOCAXION IVS,39993775,Visio Plan 2 - Visio Plan 2 - addQuantity 3/23/2023-3/31/2023  March   ,2.00,43.86
ECO-LOCAXION IVS,39993775,Office 365 E3 - Office 365 E3 - addQuantity 3/23/2023-3/31/2023  March   ,2.00,-97.78
ECO-LOCAXION IVS,39993775,Office 365 E1 - Office 365 E1 - new 3/27/2023-4/26/2023  March   ,1.00,60.38
ECO-LOCAXION IVS,39993775,Visio Plan 2 - Visio Plan 2 - cycleCharge 3/1/2023-3/31/2023  March   ,1.00,94.40
ECO-LOCAXION IVS,39993775,Office 365 E1 - Office 365 E1 - cancelImmediate 3/27/2023-4/26/2023  March   ,1.00,-60.38
ECO-LOCAXION IVS,39993775,Visio Plan 2 - Visio Plan 2 - addQuantity 3/23/2023-3/31/2023  March   ,1.00,-27.41
