Customer,CustomerNo,Description,Quantity,Unit Price
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft Defender for Cloud Apps - Microsoft Defender for Cloud Apps - renew  2/4/2023-3/3/2023  February   ,1.00,26.40
Norli Liv og Pension Livsforsikring A/S,64145711,Exchange Online (Plan 1) - Exchange Online (Plan 1) - addQuantity  2/23/2023-3/9/2023  February   ,12.00,-162.00
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft Defender for Office 365 (Plan 1) - Microsoft Defender for Office 365 (Plan 1) - addQuantity  2/16/2023-2/28/2023  February   ,100.00,585.00
Norli Liv og Pension Livsforsikring A/S,64145711,Exchange Online (Plan 1) - Exchange Online (Plan 1) - cycleCharge  2/10/2023-3/9/2023  February   ,12.00,302.40
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft 365 E3 - Microsoft 365 E3 - addQuantity 2/6/2023-2/11/2023  February   ,107.00,5459.68
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft 365 E3 - Microsoft 365 E3 - addQuantity 2/15/2023-3/11/2023  February   ,108.00,25419.15
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft 365 E3 - Microsoft 365 E3 - addQuantity 2/15/2023-3/11/2023  February   ,109.00,25654.51
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft Defender for Office 365 (Plan 1) - Microsoft Defender for Office 365 (Plan 1) - addQuantity  2/16/2023-2/28/2023  February   ,99.00,-579.15
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft 365 E3 - Microsoft 365 E3 - addQuantity 2/23/2023-3/11/2023  February   ,110.00,17604.13
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft 365 E3 - Microsoft 365 E3 - addQuantity 2/6/2023-2/11/2023  February   ,106.00,-5408.65
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft Teams Phone Standard - Microsoft Teams Phone Standard - addQuantity  2/15/2023-2/27/2023  February   ,55.00,1392.19
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft Defender for Office 365 (Plan 1) - Microsoft Defender for Office 365 (Plan 1) - addQuantity  2/15/2023-2/28/2023  February   ,99.00,623.70
Norli Liv og Pension Livsforsikring A/S,64145711,Exchange Online (Plan 1) - Exchange Online (Plan 1) - addQuantity  2/23/2023-3/9/2023  February   ,13.00,175.50
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft Defender for Office 365 (Plan 1) - Microsoft Defender for Office 365 (Plan 1) - cycleCharge  2/1/2023-2/28/2023  February   ,98.00,1234.80
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft 365 E3 - Microsoft 365 E3 - cycleCharge 2/12/2023-3/11/2023  February   ,107.00,28205.20
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft 365 E3 - Microsoft 365 E3 - addQuantity 2/15/2023-3/11/2023  February   ,107.00,-25183.79
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft Teams Phone Resource Account - Microsoft Teams Phone Resource Account - cycleCharge  2/28/2023-3/27/2023  February   ,50.00,0.00
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft 365 E3 - Microsoft 365 E3 - addQuantity 2/15/2023-3/11/2023  February   ,108.00,-25419.15
Norli Liv og Pension Livsforsikring A/S,64145711,Power BI Premium Per User - Power BI Premium Per User - cycleCharge  2/12/2023-3/11/2023  February   ,1.00,125.90
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft 365 E3 - Microsoft 365 E3 - addQuantity 2/6/2023-2/11/2023  February   ,105.00,-5357.63
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft Teams Phone Standard - Microsoft Teams Phone Standard - addQuantity  2/15/2023-2/27/2023  February   ,54.00,-1366.88
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft Teams Phone Standard - Microsoft Teams Phone Standard - addQuantity  2/6/2023-2/27/2023  February   ,54.00,2313.23
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft 365 F3 - Microsoft 365 F3 - cycleCharge 2/1/2023-2/28/2023  February   ,6.00,301.80
Norli Liv og Pension Livsforsikring A/S,64145711,Power BI Pro - Power BI Pro - cycleCharge 2/1/2023-2/28/2023  February   ,4.00,251.60
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft 365 E3 - Microsoft 365 E3 - addQuantity 2/6/2023-2/11/2023  February   ,106.00,5408.65
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft Teams Rooms Standard - Microsoft Teams Rooms Standard - cycleCharge  2/1/2023-2/28/2023  February   ,1.00,118.00
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft 365 E3 - Microsoft 365 E3 - addQuantity 2/23/2023-3/11/2023  February   ,109.00,-17445.45
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft Defender for Office 365 (Plan 1) - Microsoft Defender for Office 365 (Plan 1) - addQuantity  2/15/2023-2/28/2023  February   ,98.00,-617.40
Norli Liv og Pension Livsforsikring A/S,64145711,Microsoft 365 E3 - Microsoft 365 E3 - addQuantity 2/6/2023-2/11/2023  February   ,105.00,5357.63
