Customer,CustomerNo,Description,Quantity,Unit Price
Kiltin,15000848,Tables - Tables - LRS - new ,0.45,0.00
Kiltin,15000848,Tables - Tables - LRS - new ,0.02,0.00
Kiltin,15000848,Tables - Tables - LRS - new ,0.02,0.00
Kiltin,15000848,Blob Storage - Blob Storage - Hot LRS - EU West - ,0.03,0.02
Kiltin,15000848,Tables - Tables - LRS - new ,0.01,0.00
Kiltin,15000848,Blob Storage - Blob Storage - Cool LRS - EU West - ,311.92,42.99
Kiltin,15000848,Rtn Preference: MGN - Rtn Preference: MGN - new ,3.02,0.00
Kiltin,15000848,Blob Storage - Blob Storage - Cool LRS - EU West - ,0.03,0.04
Kiltin,15000848,Blob Storage - Blob Storage - Cool LRS - EU West - ,0.02,0.00
Kiltin,15000848,Rtn Preference: MGN - Rtn Preference: MGN - new ,0.05,0.00
Kiltin,15000848,Tables - Tables - LRS - new ,0.00,0.00
Kiltin,15000848,Blob Storage - Blob Storage - Cool LRS - EU West - ,3.02,0.42
Kiltin,15000848,Blob Storage - Blob Storage - Hot LRS - EU West - ,0.17,0.01
