Customer,CustomerNo,Description,Quantity,Unit Price
GoWingu ApS,99999001,Virtual Machines BS Series - Reserved VM Instance; ,1.00,90.51
GoWingu ApS,99999001,Azure App Service Free Plan - Azure App Service ,8.97,0.00
GoWingu ApS,99999001,General Block Blob - General Block Blob - LRS - ,0.03,0.00
GoWingu ApS,99999001,Azure Database for MySQL Single Server Basic - ,9.03,5.79
GoWingu ApS,99999001,General Block Blob - General Block Blob - LRS - ,0.01,0.00
GoWingu ApS,99999001,Azure Database for MySQL Single Server - Backup ,30.11,19.32
GoWingu ApS,99999001,Virtual Machines RI - Virtual Machines RI - new ,672.00,0.00
GoWingu ApS,99999001,SQL Database Single Standard - SQL Database Single ,56.00,158.05
GoWingu ApS,99999001,Bandwidth Inter-Region - Bandwidth Inter-Region - ,0.02,0.00
GoWingu ApS,99999001,Standard HDD Managed Disks - Standard HDD Managed ,468.66,1.37
GoWingu ApS,99999001,Azure App Service Free Plan - Azure App Service ,10.00,0.00
GoWingu ApS,99999001,Azure App Service Premium v2 Plan - Azure App ,672.00,783.90
GoWingu ApS,99999001,Rtn Preference: MGN - Rtn Preference: MGN - new ,49.96,0.00
GoWingu ApS,99999001,General Block Blob - General Block Blob - LRS - ,1.92,0.00
GoWingu ApS,99999001,SQL Database - LTR Backup Storage - SQL Database - ,0.56,0.18
GoWingu ApS,99999001,Bandwidth Inter-Region - Bandwidth Inter-Region - ,0.03,0.00
GoWingu ApS,99999001,Network Watcher - Network Watcher - new ,1.00,0.00
GoWingu ApS,99999001,General Block Blob - General Block Blob - LRS - ,866.41,121.28
GoWingu ApS,99999001,Tables - Tables - LRS - new ,0.00,0.00
GoWingu ApS,99999001,Tables - Tables - LRS - new ,0.41,0.00
GoWingu ApS,99999001,Azure Database for MySQL Single Server Basic - ,672.00,142.67
GoWingu ApS,99999001,Log Analytics - Log Analytics - Pay-as-you-go - EU ,0.47,0.00
GoWingu ApS,99999001,Standard HDD Managed Disks - Standard HDD Managed ,1.00,34.34
GoWingu ApS,99999001,Windows Server Burst - Windows Server Burst - 2 ,672.00,31.36
GoWingu ApS,99999001,IP Addresses - IP Addresses - Standard IPv4 - new ,672.00,19.60
