Customer,CustomerNo,Description,Quantity,Unit Price
AVS Danmark,79293210,Tables - Tables - LRS - new ,0.02,0.00
AVS Danmark,79293210,Backup - Backup-Server i det lokale miljø -Det ,0.97,74.68
AVS Danmark,79293210,VPN Gateway - VPN Gateway-VpnGw1  - new ,720.00,1055.69
AVS Danmark,79293210,Backup - Backup-Standard -Det nordlige Europa - ,54.88,18.97
AVS Danmark,79293210,Tables - Tables - LRS - new ,0.01,0.00
AVS Danmark,79293210,Backup - Backup-Azure VM -Det nordlige Europa - ,0.97,74.68
AVS Danmark,79293210,Tables - Tables - LRS - new ,1.31,0.00
AVS Danmark,79293210,Blob Storage - Blob Storage - Varm LRS - Det ,0.01,0.00
AVS Danmark,79293210,Blob Storage - Blob Storage - Varm LRS - Det ,0.04,0.01
AVS Danmark,79293210,Tables - Tables - LRS - new ,0.03,0.00
AVS Danmark,79293210,Backup - Backup-Standard -Det vestlige Europa - ,1444.43,499.37
AVS Danmark,79293210,Premium-filer - Premium-filer - LRS - Det vestlige ,100.00,148.17
AVS Danmark,79293210,Tables - Tables - LRS - new ,0.03,0.00
AVS Danmark,79293210,Filer - Filer - LRS - new ,0.00,0.00
AVS Danmark,79293210,Filer - Filer - LRS - new ,5.00,2.31
AVS Danmark,79293210,Blob Storage - Blob Storage - Varm LRS - Det ,0.03,0.01
AVS Danmark,79293210,Blob Storage - Blob Storage - Varm LRS - Det ,0.02,0.00
AVS Danmark,79293210,Blob Storage - Blob Storage - Varm LRS - Det ,0.21,0.01
AVS Danmark,79293210,Blob Storage - Blob Storage - Varm LRS - Det ,4398.52,746.76
AVS Danmark,79293210,Generel blok-blob - Generel blok-blob - LRS - new ,0.01,0.00
AVS Danmark,79293210,Filer - Filer - LRS - new ,0.00,0.00
