Customer,CustomerId,CustomerNo,Description,Total_Amount_Excl_VAT,Unit_Price,PCToBCExchangeRate,Quantity,Rackpeople Markup,Rackpeople Markup Unit Price,Rackpeople Markup Total Price,Rackpeople Markup Diff
Mads & Vitus,a980a661-6969-4f10-8dd3-e57bbffcc853,28689942,Microsoft 365 Business Standard - Microsoft 365 Business Standard - cycleCharge  3/23/2024-4/22/2024  March   ,436.5,69.84,1,5.00,25.00,87.30,436.50,87.30
Mads & Vitus,a980a661-6969-4f10-8dd3-e57bbffcc853,28689942,Microsoft Teams Phone Standard - Microsoft Teams Phone Standard - cycleCharge  3/23/2024-4/22/2024  March   ,223.6,44.72,1,4.00,25.00,55.90,223.60,44.72
Nord Tech Industrisystemer,4d2f8663-043f-4798-8507-84849bbedfda,18175509,Microsoft 365 Business Basic - Microsoft 365 Business Basic - renew  3/17/2024-4/16/2024  March   ,167.6,33.52,1,4.00,7.0,35.87,143.47,9.39
Nord Tech Industrisystemer,4d2f8663-043f-4798-8507-84849bbedfda,18175509,Visio Plan 2 - Visio Plan 2 - renew 3/17/2024-4/16/2024  March   ,104.8,83.84,1,1.00,7.0,89.71,89.71,5.87
Nord Tech Industrisystemer,4d2f8663-043f-4798-8507-84849bbedfda,18175509,Microsoft Teams Phone Standard - Microsoft Teams Phone Standard - renew  3/12/2024-4/11/2024  March   ,1341.6,44.72,1,24.00,7.0,47.85,1148.41,75.13
Nord Tech Industrisystemer,4d2f8663-043f-4798-8507-84849bbedfda,18175509,Microsoft 365 Business Premium - Microsoft 365 Business Premium - removeQuantity  3/18/2024-4/16/2024  March   ,4164.72,122.96,1,28.00,7.0,127.32,3564.94,233.22
Nord Tech Industrisystemer,4d2f8663-043f-4798-8507-84849bbedfda,18175509,Microsoft 365 Business Premium - Microsoft 365 Business Premium - removeQuantity  3/18/2024-4/16/2024  March   ,-4764.7,122.96,1,31.00,7.0,-131.57,-4078.58,-266.82
Nord Tech Industrisystemer,4d2f8663-043f-4798-8507-84849bbedfda,18175509,Dynamics 365 Business Central Essentials - Dynamics 365 Business Central Essentials - cycleCharge  3/1/2024-3/31/2024  March   ,385.44,308.35,1,1.00,25.00,385.44,385.44,77.09
Nord Tech Industrisystemer,4d2f8663-043f-4798-8507-84849bbedfda,18175509,Exchange Online (Plan 2) - Exchange Online (Plan 2) - renew  3/17/2024-4/16/2024  March   ,55.9,44.72,1,1.00,7.0,47.85,47.85,3.13
Nord Tech Industrisystemer,4d2f8663-043f-4798-8507-84849bbedfda,18175509,Microsoft 365 Business Premium - Microsoft 365 Business Premium - renew  3/17/2024-4/16/2024  March   ,4764.7,122.96,1,31.00,7.0,131.57,4078.58,266.82
Norli Liv og Pension Livsforsikring A/S,de34bd08-db28-470e-87de-c5a5a40f06e8,64145711,Microsoft Teams Phone Standard - Microsoft Teams Phone Standard - renew  3/28/2024-4/27/2024  March   ,2750.28,53.66,1,41.00,25.0,67.08,2750.08,550.02
Norli Liv og Pension Livsforsikring A/S,de34bd08-db28-470e-87de-c5a5a40f06e8,64145711,Microsoft Defender for Office 365 (Plan 1) - Microsoft Defender for Office 365 (Plan 1) - cycleCharge  3/1/2024-3/31/2024  March   ,2198,11.2,1,157.00,25.00,14.00,2198.00,439.60
Norli Liv og Pension Livsforsikring A/S,de34bd08-db28-470e-87de-c5a5a40f06e8,64145711,Exchange Online (Plan 1) - Exchange Online (Plan 1) - addQuantity  3/1/2024-3/9/2024  March   ,181.86,22.32,1,21.00,25.00,8.66,181.91,36.38
Norli Liv og Pension Livsforsikring A/S,de34bd08-db28-470e-87de-c5a5a40f06e8,64145711,Microsoft Teams Phone Resource Account - Microsoft Teams Phone Resource Account - cycleCharge  3/28/2024-4/27/2024  March   ,0,0,1,50.00,25.00,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,de34bd08-db28-470e-87de-c5a5a40f06e8,64145711,Exchange Online (Plan 1) - Exchange Online (Plan 1) - cycleCharge  3/10/2024-4/9/2024  March   ,585.9,22.32,1,21.00,25.00,27.90,585.90,117.18
Norli Liv og Pension Livsforsikring A/S,de34bd08-db28-470e-87de-c5a5a40f06e8,64145711,Exchange Online (Plan 1) - Exchange Online (Plan 1) - addQuantity  3/13/2024-4/9/2024  March   ,554.4,22.32,1,22.00,25.00,25.20,554.40,110.88
Norli Liv og Pension Livsforsikring A/S,de34bd08-db28-470e-87de-c5a5a40f06e8,64145711,Power BI Premium Per User - Power BI Premium Per User - cycleCharge  3/12/2024-4/11/2024  March   ,139.7,111.76,1,1.00,25.00,139.70,139.70,27.94
Norli Liv og Pension Livsforsikring A/S,de34bd08-db28-470e-87de-c5a5a40f06e8,64145711,Exchange Online (Plan 1) - Exchange Online (Plan 1) - addQuantity  3/13/2024-4/9/2024  March   ,-529.2,22.32,1,21.00,25.00,-25.20,-529.20,-105.84
Norli Liv og Pension Livsforsikring A/S,de34bd08-db28-470e-87de-c5a5a40f06e8,64145711,Microsoft 365 F3 - Microsoft 365 F3 - cycleCharge 3/1/2024-3/31/2024  March   ,335.4,44.72,1,6.00,25.00,55.90,335.40,67.08
Norli Liv og Pension Livsforsikring A/S,de34bd08-db28-470e-87de-c5a5a40f06e8,64145711,Visio Plan 2 - Visio Plan 2 - renew 3/1/2024-3/31/2024  March   ,377.28,100.61,1,3.00,25.00,125.76,377.29,75.46
Norli Liv og Pension Livsforsikring A/S,de34bd08-db28-470e-87de-c5a5a40f06e8,64145711,Windows 365 Enterprise - Windows 365 Enterprise 4 vCPU; 16 GB; 512 GB - cycleCharge  3/12/2024-4/11/2024  March   ,2185.68,582.85,1,3.00,25.00,728.56,2185.69,437.14
