Customer,CustomerNo,Description,Quantity,Unit Price
AVS Danmark,79293210,Backup - Backup-Standard -Det nordlige Europa - ,56.71,18.60
AVS Danmark,79293210,VPN Gateway - VPN Gateway-VpnGw1  - new ,744.00,1035.13
AVS Danmark,79293210,Backup - Backup-Standard -Det vestlige Europa - ,1479.40,485.33
AVS Danmark,79293210,Backup - Backup-Server i det lokale miljø -Det ,1.00,73.23
AVS Danmark,79293210,Premium-filer - Premium-filer - LRS - Det vestlige ,100.00,140.60
AVS Danmark,79293210,Blob Storage - Blob Storage - Varm LRS - Det ,0.02,0.00
AVS Danmark,79293210,Tables - Tables - LRS - new ,0.91,0.00
AVS Danmark,79293210,Filer - Filer - LRS - new ,5.00,2.20
AVS Danmark,79293210,Tables - Tables - LRS - new ,0.01,0.00
AVS Danmark,79293210,Backup - Backup-Azure VM -Det nordlige Europa - ,1.00,73.23
AVS Danmark,79293210,Generel blok-blob - Generel blok-blob - LRS - new ,0.02,0.00
