Customer,CustomerNo,Description,Quantity,Unit Price
New Co,99999002,General Block Blob - General Block Blob - LRS - ,0.02,0.00
New Co,99999002,Files - Files - LRS - new ,10.01,3.61
New Co,99999002,Blob Storage - Blob Storage - Hot LRS - EU North - ,0.01,0.00
New Co,99999002,Azure App Service Basic Plan - Linux - Azure App ,744.00,80.38
New Co,99999002,Files - Files - LRS - new ,0.14,0.00
New Co,99999002,Azure App Service Free Plan - Linux - Azure App ,1.00,0.00
New Co,99999002,Blob Storage - Blob Storage - Hot LRS - US East - ,0.04,0.00
New Co,99999002,Azure App Service Standard Plan - Azure App ,1488.00,893.13
New Co,99999002,Blob Storage - Blob Storage - Hot LRS - EU North - ,0.06,0.00
New Co,99999002,SQL Database Single/Elastic Pool General Purpose - ,41.60,31.59
New Co,99999002,Rtn Preference: MGN - Rtn Preference: MGN - new ,0.02,0.00
New Co,99999002,Files - Files - LRS - new ,1.54,0.01
New Co,99999002,SQL Database Single/Elastic Pool General Purpose - ,1488.00,1386.68
New Co,99999002,SQL Database Single/Elastic Pool General Purpose - ,1488.00,892.82
New Co,99999002,Service Bus - Service Bus - Hybrid Connections - ,741.67,59.65
New Co,99999002,Tables - Tables - LRS - new ,3.63,0.01
New Co,99999002,Azure App Service Free Plan - Azure App Service ,5.00,0.00
New Co,99999002,Geographic Numbers - Geographic Numbers - DK - US ,7.00,34.45
New Co,99999002,Service Bus - Service Bus - Standard - new ,0.00,0.00
New Co,99999002,Tables - Tables - LRS - new ,0.03,0.01
New Co,99999002,Files - Files - LRS - new ,0.70,0.06
New Co,99999002,Blob Storage - Blob Storage - Hot LRS - EU West - ,0.04,0.00
New Co,99999002,General Block Blob - General Block Blob - LRS - ,0.01,0.00
