Customer,CustomerNo,Description,Quantity,Unit Price
Grønbech & Sønner,12069502,Microsoft 365 New Commerce Promotional Offer Annual - Power BI Pro - addQuantity  12/5/2022-12/27/2022  December   ,15.00,-687.19
Grønbech & Sønner,12069502,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Phone System - cycleCharge  12/28/2022-1/27/2023  December   ,87.00,4157.51
Grønbech & Sønner,12069502,Microsoft 365 New Commerce Promotional Offer Annual - Exchange Online Kiosk - cycleCharge  12/28/2022-1/27/2023  December   ,1.00,11.98
Grønbech & Sønner,12069502,Microsoft Teams Phone Resource Account - Microsoft Teams Phone Resource Account - renew  12/10/2022-12/9/2023  December   ,32.00,0.00
Grønbech & Sønner,12069502,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft Teams Rooms Standard - cycleCharge  12/28/2022-1/27/2023  December   ,1.00,112.10
Grønbech & Sønner,12069502,Microsoft 365 New Commerce Promotional Offer Annual - Visio Plan 2 - cycleCharge  12/28/2022-1/27/2023  December   ,6.00,538.05
Grønbech & Sønner,12069502,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 F1 - cycleCharge  12/28/2022-1/27/2023  December   ,1.00,13.49
Grønbech & Sønner,12069502,Microsoft 365 New Commerce Promotional Offer Annual - Power BI Pro - addQuantity  12/5/2022-12/27/2022  December   ,16.00,733.00
Grønbech & Sønner,12069502,Microsoft 365 New Commerce Promotional Offer Annual - Office 365 E3 - cycleCharge  12/28/2022-1/27/2023  December   ,1.00,139.18
Grønbech & Sønner,12069502,Microsoft 365 New Commerce Promotional Offer Annual - Power BI Pro - cycleCharge  12/28/2022-1/27/2023  December   ,16.00,956.00
Grønbech & Sønner,12069502,Microsoft 365 New Commerce Promotional Offer Annual - Exchange Online (Plan 2) - cycleCharge  12/28/2022-1/27/2023  December   ,1.00,47.79
Grønbech & Sønner,12069502,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Premium - cycleCharge  12/28/2022-1/27/2023  December   ,195.00,23322.00
