Customer,CustomerId,CustomerNo,Description,Total_Amount_Excl_VAT,Unit_Price,PCToBCExchangeRate,Quantity,Rackpeople Markup,Rackpeople Markup Unit Price,Rackpeople Markup Total Price,Rackpeople Markup Diff
RackPeople ApS,74df0893-eb0e-4e6e-a68a-c5ddf3001c1f,99999003,Dynamics 365 Business Central Team Members (36 mo) ,168.8,21.1,n/a,8.00,0.00,21.10,168.80,168.80
RackPeople ApS,74df0893-eb0e-4e6e-a68a-c5ddf3001c1f,99999003,Dynamics 365 Business Central Essentials SMB ,863.8,123.4,n/a,7.00,0.00,123.40,863.80,863.80
RackPeople ApS,74df0893-eb0e-4e6e-a68a-c5ddf3001c1f,99999003,Microsoft Teams Rooms Standard - Monthly - ,377.6,94.4,n/a,4.00,0.00,94.40,377.60,377.60
Forsyning Helsingør,8162953c-5783-4d47-a2df-8d670bce00c6,32059325,Microsoft 365 Business Premium - Annually - ,19579.73,91.06,n/a,215.00,25.00,113.84,24474.66,24474.66
Forsyning Helsingør,8162953c-5783-4d47-a2df-8d670bce00c6,32059325,Microsoft 365 Business Premium - Annually - ,3952.37,18.21,n/a,217.00,25.00,22.77,4940.46,4940.46
Forsyning Helsingør,8162953c-5783-4d47-a2df-8d670bce00c6,32059325,Microsoft 365 Business Premium - Annually - ,193666.26,892.47,n/a,217.00,25.00,1115.59,242082.83,242082.83
Forsyning Helsingør,8162953c-5783-4d47-a2df-8d670bce00c6,32059325,Microsoft 365 Business Premium - Annually - ,-215376.99,-1001.75,n/a,215.00,25.00,-1252.19,-269221.24,-269221.24
Forsyning Helsingør,8162953c-5783-4d47-a2df-8d670bce00c6,32059325,Microsoft Teams Phone Standard - Annually - ,6989.01,33.12,n/a,211.00,25.00,41.40,8736.26,8736.26
Forsyning Helsingør,8162953c-5783-4d47-a2df-8d670bce00c6,32059325,Microsoft Teams Phone Standard - Annually - ,1411.05,6.62,n/a,213.00,25.00,8.28,1763.81,1763.81
Forsyning Helsingør,8162953c-5783-4d47-a2df-8d670bce00c6,32059325,Microsoft Teams Phone Standard - Annually - ,69141.55,324.6,n/a,213.00,25.00,405.76,86426.94,86426.94
Forsyning Helsingør,8162953c-5783-4d47-a2df-8d670bce00c6,32059325,Microsoft Teams Phone Standard - Annually - ,-76879.15,-364.35,n/a,211.00,25.00,-455.45,-96098.94,-96098.94
NextM2M A/S,0b90961b-156b-4552-b0ce-8d0d58d793cf,32880053,Microsoft 365 Business Voice (uden ,60.4,60.4,n/a,1.00,25.00,75.50,75.50,75.50
NextM2M A/S,0b90961b-156b-4552-b0ce-8d0d58d793cf,32880053,Microsoft 365 Business Basic - Monthly - Microsoft ,302,30.2,n/a,10.00,25.00,37.75,377.50,377.50
NextM2M A/S,0b90961b-156b-4552-b0ce-8d0d58d793cf,32880053,Visio Plan 2 - Monthly - Visio Plan 2 - Cycle fee ,75.5,75.5,n/a,1.00,25.00,94.38,94.38,94.38
