Customer,CustomerNo,Description,Quantity,Unit Price
BLS Capital Management,31179580,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 E3 - addQuantity  12/14/2022-12/27/2022  December   ,37.00,-3843.38
BLS Capital Management,31179580,Microsoft Defender for Office 365 (Plan 1) - Microsoft Defender for Office 365 (Plan 1) - addQuantity  12/14/2022-12/17/2022  December   ,35.00,-58.63
BLS Capital Management,31179580,Microsoft 365 E5 Compliance - Microsoft 365 E5 Compliance - addQuantity  12/6/2022-12/27/2022  December   ,3.00,-166.09
BLS Capital Management,31179580,Power Automate unattended RPA add-on - Power Automate unattended RPA add-on - renew  12/1/2022-12/31/2022  December   ,1.00,1062.00
BLS Capital Management,31179580,Microsoft 365 E5 Compliance - Microsoft 365 E5 Compliance - cycleCharge  12/28/2022-1/27/2023  December   ,4.00,302.00
BLS Capital Management,31179580,Microsoft 365 E5 Compliance - Microsoft 365 E5 Compliance - addQuantity  12/6/2022-12/27/2022  December   ,4.00,221.45
BLS Capital Management,31179580,Power Automate per user with attended RPA plan - Power Automate per user with attended RPA plan - renew  12/1/2022-12/31/2022  December   ,1.00,283.16
BLS Capital Management,31179580,Microsoft 365 Audio Conferencing Adoption Promo - Microsoft 365 Business Voice Adoption Promo - Microsoft 365 Audio Conferencing - cycleCharge  12/28/2022-1/27/2023  December   ,32.00,0.00
BLS Capital Management,31179580,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Phone System - Virtual User - cycleCharge  12/28/2022-1/27/2023  December   ,10.00,0.00
BLS Capital Management,31179580,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 E3 - addQuantity  12/14/2022-12/27/2022  December   ,38.00,3947.25
BLS Capital Management,31179580,Dynamics 365 CRM New Commerce Promotional Offer Annual - Dynamics 365 Sales Enterprise Edition - cycleCharge  12/28/2022-1/27/2023  December   ,1.00,532.50
BLS Capital Management,31179580,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 E3 - cycleCharge  12/28/2022-1/27/2023  December   ,38.00,8458.33
BLS Capital Management,31179580,Microsoft Defender for Office 365 (Plan 1) - Microsoft Defender for Office 365 (Plan 1) - cycleCharge  12/18/2022-1/17/2023  December   ,36.00,453.60
BLS Capital Management,31179580,Microsoft Teams Room Pro - Microsoft Teams Rooms Pro - cycleCharge  12/28/2022-1/27/2023  December   ,1.00,251.70
BLS Capital Management,31179580,Microsoft Defender for Office 365 (Plan 1) - Microsoft Defender for Office 365 (Plan 1) - addQuantity  12/14/2022-12/17/2022  December   ,36.00,60.30
BLS Capital Management,31179580,Microsoft 365 New Commerce Promotional Offer Annual - Exchange Online (Plan 2) - cycleCharge  12/28/2022-1/27/2023  December   ,14.00,669.03
BLS Capital Management,31179580,Power Automate per user plan - Power Automate per user plan - renew  12/28/2022-1/27/2023  December   ,1.00,106.20
BLS Capital Management,31179580,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Phone System - cycleCharge  12/28/2022-1/27/2023  December   ,28.00,1338.05
