Customer,CustomerNo,Description,Quantity,Unit Price
Delfi Technologies A/S,12552688,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Premium - addQuantity  11/22/2022-11/23/2022  November   ,126.00,-826.01
Delfi Technologies A/S,12552688,Microsoft 365 New Commerce Promotional Offer Annual - Power BI Pro - cycleCharge  11/23/2022-12/22/2022  November   ,5.00,253.94
Delfi Technologies A/S,12552688,Microsoft 365 New Commerce Promotional Offer Annual - Exchange Online (Plan 1) - cycleCharge  11/23/2022-12/22/2022  November   ,1.00,20.35
Delfi Technologies A/S,12552688,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 E3 - cycleCharge  11/23/2022-12/22/2022  November   ,6.00,1135.20
Delfi Technologies A/S,12552688,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Premium - cycleCharge  11/24/2022-12/23/2022  November   ,128.00,13012.48
Delfi Technologies A/S,12552688,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Premium - addQuantity  11/22/2022-11/23/2022  November   ,128.00,839.12
Delfi Technologies A/S,12552688,Microsoft 365 Business Premium - Microsoft 365 Business Premium - renew  11/23/2022-12/22/2022  November   ,10.00,1412.70
Delfi Technologies A/S,12552688,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 F3 - cycleCharge  11/24/2022-12/23/2022  November   ,47.00,1909.11
Delfi Technologies A/S,12552688,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Premium - addQuantity  11/11/2022-11/23/2022  November   ,126.00,5371.07
Delfi Technologies A/S,12552688,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Premium - addQuantity  11/11/2022-11/23/2022  November   ,124.00,-5285.81
