Customer,CustomerNo,Description,Quantity,Unit Price
BLS Capital Management,31179580,Microsoft Defender for Office 365 (Plan 1) - Microsoft Defender for Office 365 (Plan 1) - addQuantity  11/8/2022-11/17/2022  November   ,33.00,134.06
BLS Capital Management,31179580,Microsoft 365 New Commerce Promotional Offer Annual - Exchange Online (Plan 2) - cycleCharge  11/28/2022-12/27/2022  November   ,14.00,669.03
BLS Capital Management,31179580,Microsoft Defender for Office 365 (Plan 1) - Microsoft Defender for Office 365 (Plan 1) - cycleCharge  11/18/2022-12/17/2022  November   ,33.00,415.80
BLS Capital Management,31179580,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 E3 - addQuantity  11/8/2022-11/27/2022  November   ,35.00,5026.00
BLS Capital Management,31179580,Power Automate unattended RPA add-on - Power Automate unattended RPA add-on - renew  11/1/2022-11/30/2022  November   ,1.00,1062.00
BLS Capital Management,31179580,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 E3 - addQuantity  11/24/2022-11/27/2022  November   ,37.00,1062.83
BLS Capital Management,31179580,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Phone System - cycleCharge  11/28/2022-12/27/2022  November   ,28.00,1338.05
BLS Capital Management,31179580,Power Automate per user with attended RPA plan - Power Automate per user with attended RPA plan - renew  11/1/2022-11/30/2022  November   ,1.00,283.16
BLS Capital Management,31179580,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Phone System - Virtual User - cycleCharge  11/28/2022-12/27/2022  November   ,10.00,0.00
BLS Capital Management,31179580,Microsoft 365 E5 Compliance - Microsoft 365 E5 Compliance - cycleCharge  11/28/2022-12/27/2022  November   ,3.00,226.50
BLS Capital Management,31179580,Microsoft Defender for Office 365 (Plan 1) - Microsoft Defender for Office 365 (Plan 1) - addQuantity  11/24/2022-12/17/2022  November   ,35.00,352.63
BLS Capital Management,31179580,Microsoft Defender for Office 365 (Plan 1) - Microsoft Defender for Office 365 (Plan 1) - addQuantity  11/24/2022-12/17/2022  November   ,33.00,-332.48
BLS Capital Management,31179580,Microsoft 365 Audio Conferencing Adoption Promo - Microsoft 365 Business Voice Adoption Promo - Microsoft 365 Audio Conferencing - cycleCharge  11/28/2022-12/27/2022  November   ,32.00,0.00
BLS Capital Management,31179580,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 E3 - addQuantity  11/24/2022-11/27/2022  November   ,35.00,-1005.38
BLS Capital Management,31179580,Dynamics 365 CRM New Commerce Promotional Offer Annual - Dynamics 365 Sales Enterprise Edition - cycleCharge  11/28/2022-12/27/2022  November   ,1.00,532.50
BLS Capital Management,31179580,Power Automate per user plan - Power Automate per user plan - renew  11/28/2022-12/27/2022  November   ,1.00,106.20
BLS Capital Management,31179580,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 E3 - cycleCharge  11/28/2022-12/27/2022  November   ,37.00,8235.74
BLS Capital Management,31179580,Microsoft Teams Room Pro - Microsoft Teams Rooms Pro - cycleCharge  11/28/2022-12/27/2022  November   ,1.00,251.70
BLS Capital Management,31179580,Microsoft Defender for Office 365 (Plan 1) - Microsoft Defender for Office 365 (Plan 1) - addQuantity  11/8/2022-11/17/2022  November   ,32.00,-130.00
BLS Capital Management,31179580,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 E3 - addQuantity  11/8/2022-11/27/2022  November   ,34.00,-4882.40
