Customer,CustomerNo,Description,Quantity,Unit Price
New Co,99999002,Azure App Service Free Plan - Linux - Azure App ,0.90,0.00
New Co,99999002,Geographic Numbers - Geographic Numbers - DK - US ,7.00,33.48
New Co,99999002,Files - Files - LRS - new ,1.34,0.01
New Co,99999002,Tables - Tables - LRS - new ,3.27,0.01
New Co,99999002,Tables - Tables - LRS - new ,0.00,0.00
New Co,99999002,General Block Blob - General Block Blob - LRS - ,0.01,0.00
New Co,99999002,SQL Database Single/Elastic Pool General Purpose - ,37.57,27.72
New Co,99999002,Blob Storage - Blob Storage - Hot LRS - EU West - ,0.03,0.00
New Co,99999002,General Block Blob - General Block Blob - LRS - ,0.02,0.00
New Co,99999002,Files - Files - LRS - new ,10.01,3.50
New Co,99999002,Azure App Service Free Plan - Azure App Service ,4.52,0.00
New Co,99999002,SQL Database Single/Elastic Pool General Purpose - ,1344.00,783.63
New Co,99999002,Service Bus - Service Bus - Standard - new ,0.00,0.00
New Co,99999002,Azure App Service Basic Plan - Linux - Azure App ,672.00,70.55
New Co,99999002,Rtn Preference: MGN - Rtn Preference: MGN - new ,0.02,0.00
New Co,99999002,Files - Files - LRS - new ,0.61,0.05
New Co,99999002,Tables - Tables - LRS - new ,0.03,0.01
New Co,99999002,Files - Files - LRS - new ,0.12,0.00
New Co,99999002,Service Bus - Service Bus - Hybrid Connections - ,671.83,52.51
New Co,99999002,Azure App Service Standard Plan - Azure App ,1344.00,783.90
New Co,99999002,SQL Database Single/Elastic Pool General Purpose - ,1344.00,1217.09
New Co,99999002,Blob Storage - Blob Storage - Hot LRS - EU North - ,0.01,0.00
New Co,99999002,Blob Storage - Blob Storage - Hot LRS - EU North - ,0.05,0.00
New Co,99999002,Blob Storage - Blob Storage - Hot LRS - US East - ,0.04,0.00
