Customer,CustomerNo,Description,Quantity,Unit Price
New Co,99999002,SQL Database Single/Elastic Pool General Purpose - ,1486.00,884.30
New Co,99999002,General Block Blob - General Block Blob - LRS - ,0.02,0.00
New Co,99999002,SQL Database Single/Elastic Pool General Purpose - ,41.60,31.33
New Co,99999002,Blob Storage - Blob Storage - Hot LRS - EU North - ,0.06,0.00
New Co,99999002,Azure App Service Basic Plan - Linux - Azure App ,743.00,79.61
New Co,99999002,Blob Storage - Blob Storage - Hot LRS - EU West - ,0.04,0.00
New Co,99999002,Files - Files - LRS - new ,0.68,0.06
New Co,99999002,SQL Database Single/Elastic Pool General Purpose - ,1484.00,1371.59
New Co,99999002,Voice and Video Calling - Voice and Video Calling ,46.65,1.11
New Co,99999002,Service Bus - Service Bus - Standard - new ,0.00,0.00
New Co,99999002,General Block Blob - General Block Blob - LRS - ,0.01,0.00
New Co,99999002,Files - Files - LRS - new ,0.14,0.00
New Co,99999002,Azure App Service Standard Plan - Azure App ,1480.00,881.03
New Co,99999002,Tables - Tables - LRS - new ,3.62,0.01
New Co,99999002,Blob Storage - Blob Storage - Hot LRS - EU North - ,0.01,0.00
New Co,99999002,Tables - Tables - LRS - new ,0.00,0.00
New Co,99999002,Service Bus - Service Bus - Hybrid Connections - ,742.89,59.26
New Co,99999002,Blob Storage - Blob Storage - Hot LRS - US East - ,0.04,0.00
New Co,99999002,Geographic Numbers - Geographic Numbers - DK - US ,7.00,34.17
New Co,99999002,Files - Files - LRS - new ,1.49,0.01
New Co,99999002,Azure App Service Free Plan - Linux - Azure App ,1.00,0.00
New Co,99999002,Rtn Preference: MGN - Rtn Preference: MGN - new ,0.15,0.00
New Co,99999002,Azure App Service Free Plan - Azure App Service ,4.98,0.00
New Co,99999002,Files - Files - LRS - new ,10.01,3.58
New Co,99999002,Tables - Tables - LRS - new ,0.03,0.01
