Customer,CustomerId,CustomerNo,Description,Total_Amount_Excl_VAT,Unit_Price,PCToBCExchangeRate,Quantity,Rackpeople Markup,Rackpeople Markup Unit Price,Rackpeople Markup Total Price,Rackpeople Markup Diff
Nordic Bioscience,80ed74fa-8f44-4a36-9520-c03e719ed98a,30799968,Microsoft 365 Business Premium - Microsoft 365 Business Premium - addQuantity  4/20/2023-4/27/2023  April   ,-3037.9,110.8,1,85.00,11,-31.73,-2697.47,-267.32
Nordic Bioscience,80ed74fa-8f44-4a36-9520-c03e719ed98a,30799968,Microsoft Teams Phone Standard - Microsoft Teams Phone Standard - addQuantity  4/18/2023-4/27/2023  April   ,-616.36,40.24,1,38.00,11,-14.41,-547.50,-54.26
Nordic Bioscience,80ed74fa-8f44-4a36-9520-c03e719ed98a,30799968,Microsoft Teams Phone Standard - Microsoft Teams Phone Standard - addQuantity  4/18/2023-4/27/2023  April   ,632.97,44.72,1,39.00,25.00,16.23,632.78,126.56
Nordic Bioscience,80ed74fa-8f44-4a36-9520-c03e719ed98a,30799968,Project Online Essentials - Project Online Essentials - cycleCharge  4/28/2023-5/27/2023  April   ,44.1,35.28,1,1.00,25.00,44.10,44.10,8.82
Nordic Bioscience,80ed74fa-8f44-4a36-9520-c03e719ed98a,30799968,Enterprise Mobility + Security E5 - Enterprise Mobility + Security E5 - cycleCharge  4/28/2023-5/27/2023  April   ,207,82.8,1,2.00,25.00,103.50,207.00,41.40
Nordic Bioscience,80ed74fa-8f44-4a36-9520-c03e719ed98a,30799968,Microsoft Teams Phone Standard - Microsoft Teams Phone Standard - addQuantity  4/28/2023-5/27/2023  April   ,-1961.7,44.72,1,39.00,25.00,-50.30,-1961.70,-392.34
Nordic Bioscience,80ed74fa-8f44-4a36-9520-c03e719ed98a,30799968,Microsoft 365 Audio Conferencing - Microsoft 365 Audio Conferencing - cycleCharge  4/28/2023-5/27/2023  April   ,588.9,15.7,1,30.00,25.00,19.63,588.75,117.75
Nordic Bioscience,80ed74fa-8f44-4a36-9520-c03e719ed98a,30799968,Power BI Pro - Power BI Pro - cycleCharge 4/28/2023-5/27/2023  April   ,566.1,50.32,1,9.00,25.00,62.90,566.10,113.22
Nordic Bioscience,80ed74fa-8f44-4a36-9520-c03e719ed98a,30799968,Microsoft 365 Business Standard - Microsoft 365 Business Standard - cycleCharge  4/28/2023-5/27/2023  April   ,10939.3,62.96,1,139.00,25.00,78.70,10939.30,2187.86
Nordic Bioscience,80ed74fa-8f44-4a36-9520-c03e719ed98a,30799968,Microsoft Teams Phone Standard - Microsoft Teams Phone Standard - addQuantity  4/28/2023-5/27/2023  April   ,2012,44.72,1,40.00,25.00,50.30,2012.00,402.40
Nordic Bioscience,80ed74fa-8f44-4a36-9520-c03e719ed98a,30799968,Microsoft Teams Rooms Pro - Microsoft Teams Rooms Pro - cycleCharge  4/1/2023-4/30/2023  April   ,2013.6,201.36,1,8.00,25.00,251.70,2013.60,402.72
Nordic Bioscience,80ed74fa-8f44-4a36-9520-c03e719ed98a,30799968,Microsoft Teams Phone Resource Account - Microsoft Teams Phone Resource Account - cycleCharge  4/28/2023-5/27/2023  April   ,0,0,1,5.00,25.00,0.00,0.00,0.00
Nordic Bioscience,80ed74fa-8f44-4a36-9520-c03e719ed98a,30799968,Microsoft 365 Business Premium - Microsoft 365 Business Premium - addQuantity  4/20/2023-4/27/2023  April   ,3073.64,122.96,1,86.00,25.00,35.74,3073.43,614.69
Nordic Bioscience,80ed74fa-8f44-4a36-9520-c03e719ed98a,30799968,Microsoft 365 E3 - Microsoft 365 E3 - cycleCharge 4/28/2023-5/27/2023  April   ,2636,210.88,1,10.00,25.00,263.60,2636.00,527.20
Nordic Bioscience,80ed74fa-8f44-4a36-9520-c03e719ed98a,30799968,Exchange Online (Plan 1) - Exchange Online (Plan 1) - cycleCharge  4/28/2023-5/27/2023  April   ,126,20.16,1,5.00,25.00,25.20,126.00,25.20
