Customer,CustomerNo,Description,Quantity,Unit Price
SBC-Teams GoWingu,29270015,Virtual Machines DSv2 Series - Reserved VM ,4.00,2237.57
SBC-Teams GoWingu,29270015,Rtn Preference: MGN - Rtn Preference: MGN - new ,0.08,0.00
SBC-Teams GoWingu,29270015,Files - Files - LRS - new ,0.02,0.00
SBC-Teams GoWingu,29270015,Standard HDD Managed Disks - Standard HDD Managed ,969.26,2.95
SBC-Teams GoWingu,29270015,Standard SSD Managed Disks - Standard SSD Managed ,1.00,29.18
SBC-Teams GoWingu,29270015,Standard Page Blob - Standard Page Blob - LRS - ,68.70,0.15
SBC-Teams GoWingu,29270015,IP Addresses - IP Addresses - Basic IPv4 - new ,1488.00,32.57
SBC-Teams GoWingu,29270015,Bandwidth Inter-Region - Bandwidth Inter-Region - ,43.35,5.27
SBC-Teams GoWingu,29270015,Load Balancer - Load Balancer - new ,8184.00,497.55
SBC-Teams GoWingu,29270015,Virtual Network Peering - Virtual Network Peering ,842.31,51.21
SBC-Teams GoWingu,29270015,Load Balancer - Load Balancer - new ,87.35,2.66
SBC-Teams GoWingu,29270015,Standard HDD Managed Disks - Standard HDD Managed ,1.55,0.47
SBC-Teams GoWingu,29270015,General Block Blob - General Block Blob - LRS - ,1.60,0.00
SBC-Teams GoWingu,29270015,Backup - Backup - Azure VM - EU West - new ,0.50,30.40
SBC-Teams GoWingu,29270015,Standard SSD Managed Disks - Standard SSD Managed ,1124.54,13.67
SBC-Teams GoWingu,29270015,Standard HDD Managed Disks - Standard HDD Managed ,6.00,56.03
SBC-Teams GoWingu,29270015,Rtn Preference: MGN - Rtn Preference: MGN - new ,100.00,0.00
SBC-Teams GoWingu,29270015,Standard Page Blob - Standard Page Blob - LRS - ,0.04,0.01
SBC-Teams GoWingu,29270015,Files - Files - LRS - new ,0.01,0.00
SBC-Teams GoWingu,29270015,Backup - Backup - Standard - EU West - new ,4.09,1.11
SBC-Teams GoWingu,29270015,Premium SSD Managed Disks - Premium SSD Managed ,3.00,105.91
SBC-Teams GoWingu,29270015,General Block Blob - General Block Blob - LRS - ,0.01,0.00
SBC-Teams GoWingu,29270015,Premium SSD Managed Disks - Premium SSD Managed ,1.00,489.62
SBC-Teams GoWingu,29270015,Standard SSD Managed Disks - Standard SSD Managed ,1.00,14.59
SBC-Teams GoWingu,29270015,Load Balancer - Load Balancer - new ,1488.00,226.16
SBC-Teams GoWingu,29270015,General Block Blob - General Block Blob - LRS - ,479.69,1.05
SBC-Teams GoWingu,29270015,Virtual Machines RI - Virtual Machines RI - new ,2977.50,0.00
SBC-Teams GoWingu,29270015,Virtual Machines Dv2 Series - Virtual Machines Dv2 ,741.93,306.27
SBC-Teams GoWingu,29270015,Standard HDD Managed Disks - Standard HDD Managed ,3.00,54.86
SBC-Teams GoWingu,29270015,Virtual Network Peering - Virtual Network Peering ,793.48,48.24
SBC-Teams GoWingu,29270015,IP Addresses - IP Addresses - Standard IPv4 - new ,10416.00,316.62
SBC-Teams GoWingu,29270015,Tables - Tables - LRS - new ,0.03,0.01
SBC-Teams GoWingu,29270015,Standard Page Blob - Standard Page Blob - LRS - ,31.29,0.07
SBC-Teams GoWingu,29270015,Azure Active Directory Domain Services - Azure ,743.79,678.29
SBC-Teams GoWingu,29270015,Standard HDD Managed Disks - Standard HDD Managed ,7.14,2.17
SBC-Teams GoWingu,29270015,Bandwidth Inter-Region - Bandwidth Inter-Region - ,5.00,0.00
SBC-Teams GoWingu,29270015,VPN Gateway - VPN Gateway - Basic - new ,744.00,162.84
SBC-Teams GoWingu,29270015,Virtual Machines Dv2 Series - Virtual Machines Dv2 ,0.25,0.41
SBC-Teams GoWingu,29270015,Bandwidth Inter-Region - Bandwidth Inter-Region - ,5.95,1.81
SBC-Teams GoWingu,29270015,Azure App Service Free Plan - Azure App Service ,2.00,0.00
SBC-Teams GoWingu,29270015,Files - Files - LRS - new ,0.01,0.00
SBC-Teams GoWingu,29270015,Rtn Preference: MGN - Rtn Preference: MGN - new ,7.51,3.97
SBC-Teams GoWingu,29270015,Tables - Tables - LRS - new ,3.17,0.01
SBC-Teams GoWingu,29270015,Virtual Machines BS Series - Virtual Machines BS ,744.00,108.56
SBC-Teams GoWingu,29270015,General Block Blob - General Block Blob - LRS - ,0.00,0.00
