Customer,CustomerId,CustomerNo,Description,Total_Amount_Excl_VAT,Unit_Price,PCToBCExchangeRate,Quantity,Rackpeople Markup,Rackpeople Markup Unit Price,Rackpeople Markup Total Price,Rackpeople Markup Diff
Forsyning Helsingør,8162953c-5783-4d47-a2df-8d670bce00c6,32059325,Microsoft Defender for Identity - Microsoft Defender for Identity - addQuantity  5/2/2023-3/13/2024  May   ,-72641.22,332.16,1,202.00,25.0,-359.61,-72641.73,-14528.35
Forsyning Helsingør,8162953c-5783-4d47-a2df-8d670bce00c6,32059325,Microsoft Defender for Identity - Microsoft Defender for Identity - addQuantity  5/2/2023-3/13/2024  May   ,73720.05,368.64,1,205.00,25.00,359.61,73720.56,14744.11
Forsyning Helsingør,8162953c-5783-4d47-a2df-8d670bce00c6,32059325,Microsoft Defender for Identity - Microsoft Defender for Identity - addQuantity  5/24/2023-3/13/2024  May   ,-68603.25,368.64,1,205.00,25.00,-334.65,-68603.25,-13720.65
Forsyning Helsingør,8162953c-5783-4d47-a2df-8d670bce00c6,32059325,Microsoft Defender for Identity - Microsoft Defender for Identity - addQuantity  5/24/2023-3/13/2024  May   ,69607.2,368.64,1,208.00,25.0,334.65,69607.20,13921.44
Norli Liv og Pension Livsforsikring A/S,de34bd08-db28-470e-87de-c5a5a40f06e8,64145711,Windows 365 Enterprise - Windows 365 Enterprise 4 vCPU; 16 GB; 512 GB - removeQuantity  5/24/2023-6/11/2023  May   ,1339.62,582.85,1,3.00,25.0,446.54,1339.61,267.92
Norli Liv og Pension Livsforsikring A/S,de34bd08-db28-470e-87de-c5a5a40f06e8,64145711,Microsoft Teams Phone Resource Account - Microsoft Teams Phone Resource Account - cycleCharge  5/28/2023-6/27/2023  May   ,0,0,1,50.00,25.00,0.00,0.00,0.00
Norli Liv og Pension Livsforsikring A/S,de34bd08-db28-470e-87de-c5a5a40f06e8,64145711,Power BI Pro - Power BI Pro - renew 5/1/2023-5/31/2023  May   ,279.6,55.92,1,4.00,25.00,69.90,279.60,55.92
Norli Liv og Pension Livsforsikring A/S,de34bd08-db28-470e-87de-c5a5a40f06e8,64145711,Windows 365 Enterprise - Windows 365 Enterprise 4 vCPU; 16 GB; 512 GB - addQuantity  5/22/2023-6/11/2023  May   ,-1480.59,582.85,1,3.00,25.0,-493.54,-1480.61,-296.12
Norli Liv og Pension Livsforsikring A/S,de34bd08-db28-470e-87de-c5a5a40f06e8,64145711,Microsoft 365 E3 - Microsoft 365 E3 - cycleCharge 5/12/2023-6/11/2023  May   ,33450.9,224.88,1,119.00,25.00,281.10,33450.90,6690.18
Norli Liv og Pension Livsforsikring A/S,de34bd08-db28-470e-87de-c5a5a40f06e8,64145711,Exchange Online (Plan 1) - Exchange Online (Plan 1) - renew  5/10/2023-6/9/2023  May   ,362.7,22.32,1,13.00,25.0,27.90,362.70,72.54
Norli Liv og Pension Livsforsikring A/S,de34bd08-db28-470e-87de-c5a5a40f06e8,64145711,Visio Plan 2 - Visio Plan 2 - removeQuantity 5/23/2023-5/31/2023  May   ,-73.02,100.61,1,2.00,25.0,-36.51,-73.03,-14.61
Norli Liv og Pension Livsforsikring A/S,de34bd08-db28-470e-87de-c5a5a40f06e8,64145711,Microsoft Defender for Cloud Apps - Microsoft Defender for Cloud Apps - renew  5/4/2023-6/3/2023  May   ,29.28,23.42,1,1.00,25.00,29.28,29.28,5.86
Norli Liv og Pension Livsforsikring A/S,de34bd08-db28-470e-87de-c5a5a40f06e8,64145711,Microsoft 365 F3 - Microsoft 365 F3 - renew 5/1/2023-5/31/2023  May   ,335.4,44.72,1,6.00,25.00,55.90,335.40,67.08
Norli Liv og Pension Livsforsikring A/S,de34bd08-db28-470e-87de-c5a5a40f06e8,64145711,Windows 365 Enterprise - Windows 365 Enterprise 4 vCPU; 16 GB; 512 GB - addQuantity  5/22/2023-6/11/2023  May   ,1974.16,582.85,1,4.00,25.0,493.54,1974.15,394.83
Norli Liv og Pension Livsforsikring A/S,de34bd08-db28-470e-87de-c5a5a40f06e8,64145711,Visio Plan 1 - Visio Plan 1 - new 5/15/2023-5/31/2023  May   ,45.92,33.5,1,2.00,25.0,22.96,45.93,9.19
