Customer,CustomerNo,Description,Quantity,Unit Price
GoWingu ApS,75555555,Rtn Preference: MGN - Rtn Preference: MGN - new ,16.31,0.00
GoWingu ApS,75555555,Azure App Service Free Plan - Azure App Service ,5.00,0.00
GoWingu ApS,75555555,SQL Database - LTR Backup Storage - SQL Database - ,0.60,0.22
GoWingu ApS,75555555,Azure Database for MySQL Single Server - Backup ,34.32,24.78
GoWingu ApS,75555555,Azure Database for MySQL Single Server Basic - ,10.00,7.22
GoWingu ApS,75555555,General Block Blob - General Block Blob - LRS - ,2.41,0.01
GoWingu ApS,75555555,Log Analytics - Log Analytics - Pay-as-you-go - EU ,0.51,0.00
GoWingu ApS,75555555,General Block Blob - General Block Blob - LRS - ,745.35,117.41
GoWingu ApS,75555555,Tables - Tables - LRS - new ,0.00,0.00
GoWingu ApS,75555555,Tables - Tables - LRS - new ,0.45,0.00
GoWingu ApS,75555555,Azure App Service Free Plan - Azure App Service ,10.00,0.00
GoWingu ApS,75555555,Azure Database for MySQL Single Server Basic - ,744.00,177.75
GoWingu ApS,75555555,Azure App Service Premium v2 Plan - Azure App ,744.00,976.64
GoWingu ApS,75555555,SQL Database Single Standard - SQL Database Single ,62.00,196.92
GoWingu ApS,75555555,General Block Blob - General Block Blob - LRS - ,0.01,0.00
GoWingu ApS,75555555,General Block Blob - General Block Blob - LRS - ,0.03,0.00
