Customer,Description,Total_Amount_Excl_VAT,Unit_Price,PCToBCExchangeRate,Quantity,Rackpeople Markup,Rackpeople Markup Unit Price,Rackpeople Markup Total Price,Rackpeople Markup Diff
CTGlobal,General Block Blob - General Block Blob - LRS - New  2/1/2021-2/28/2021  February   ,0,0.024,6.15145,0.02,6.00,0.13,0.00,0.00
CTGlobal,Logic Apps - Logic Apps - Consumption - New 2/1/2021-2/28/2021  February   ,0,0.000025,6.15145,12.00,6.00,0.00,0.00,0.00
CTGlobal,Blob Storage - Blob Storage - Hot LRS - EU West - New  2/1/2021-2/28/2021  February   ,0,0.054,6.15145,0.00,6.00,0.30,0.00,0.00
CTGlobal,Log Analytics - Log Analytics - Pay-as-you-go - EU North - New  2/1/2021-2/28/2021  February   ,0,2.76,6.15145,0.47,6.00,0.00,0.00,0.00
CTGlobal,General Block Blob - General Block Blob - LRS - New  2/1/2021-2/28/2021  February   ,0,0.00036,6.15145,0.04,6.00,0.00,0.00,0.00
CTGlobal,Queues - Queues - LRS - New 2/1/2021-2/28/2021  February   ,0,0.00036,6.15145,0.00,6.00,0.00,0.00,0.00
CTGlobal,Logic Apps - Logic Apps - Consumption - New 2/1/2021-2/28/2021  February   ,25.95,0.000125,6.15145,39801.00,6.00,0.00,27.57,1.62
CTGlobal,Azure App Service Premium v2 Plan - Azure App Service Premium v2 Plan - P2 v2 - EU West - New  2/1/2021-2/28/2021  February   ,2810.96,0.4,6.15145,1344.00,6.00,2.22,2979.62,168.66
CTGlobal,SQL Database Single Standard - SQL Database Single Standard - S0 - Secondary Active - New  2/1/2021-2/28/2021  February   ,141.66,0.4839,6.15145,56.00,6.00,2.68,150.19,8.53
CTGlobal,Azure Repos and Boards (Basic) - Azure Repos and Boards (Basic) - New  2/1/2021-2/28/2021  February   ,21.22,6,6.15145,0.68,6.00,33.25,22.53,1.31
CTGlobal,Standard HDD Managed Disks - Standard HDD Managed Disks - S10 LRS - EU North - New  2/1/2021-2/28/2021  February   ,30.75,5.888,6.15145,1.00,6.00,32.63,32.63,1.88
CTGlobal,Bandwidth - Bandwidth - New 2/1/2021-2/28/2021  February   ,806.27,0.087,6.15145,1772.50,6.00,0.48,854.69,48.42
CTGlobal,Traffic Manager - Traffic Manager - Azure Endpoint - New  2/1/2021-2/28/2021  February   ,6.76,0.36,6.15145,3.61,6.00,2.00,7.21,0.45
CTGlobal,Azure App Service Standard Plan - Azure App Service Standard Plan - S1 - New  2/1/2021-2/28/2021  February   ,1756.85,0.1,6.15145,3360.00,6.00,0.55,1862.27,105.42
CTGlobal,Traffic Manager - Traffic Manager - Traffic View - New  2/1/2021-2/28/2021  February   ,0.67,2,6.15145,0.07,6.00,11.08,0.74,0.07
CTGlobal,Tables - Tables - LRS - New 2/1/2021-2/28/2021  February   ,48.71,0.045,6.15145,207.21,6.00,0.25,51.68,2.97
CTGlobal,Tables - Tables - GRS - New 2/1/2021-2/28/2021  February   ,0,0.00036,6.15145,0.00,6.00,0.00,0.00,0.00
CTGlobal,Azure App Service Free Plan - Azure App Service Free Plan - F1 - New  2/1/2021-2/28/2021  February   ,0,0,6.15145,10.00,6.00,0.00,0.00,0.00
CTGlobal,Queues - Queues - LRS - New 2/1/2021-2/28/2021  February   ,0,0.00036,6.15145,0.00,6.00,0.00,0.00,0.00
CTGlobal,Blob Storage - Blob Storage - Hot LRS - EU West - New  2/1/2021-2/28/2021  February   ,0,0.054,6.15145,0.01,6.00,0.30,0.00,0.00
CTGlobal,Azure Monitor - Azure Monitor - Alerts - New 2/1/2021-2/28/2021  February   ,0,0.1,6.15145,5.95,6.00,0.00,0.00,0.00
CTGlobal,General Block Blob - General Block Blob - LRS - New  2/1/2021-2/28/2021  February   ,0,0.00036,6.15145,0.02,6.00,0.00,0.00,0.00
CTGlobal,General Block Blob - General Block Blob - LRS - New  2/1/2021-2/28/2021  February   ,0,0.00036,6.15145,20.39,6.00,0.00,0.04,0.04
CTGlobal,Tables - Tables - LRS - New 2/1/2021-2/28/2021  February   ,0,0.00036,6.15145,0.00,6.00,0.00,0.00,0.00
CTGlobal,Blob Storage - Blob Storage - Hot LRS - EU West - New  2/1/2021-2/28/2021  February   ,0,0.0043,6.15145,0.05,6.00,0.02,0.00,0.00
CTGlobal,Tables - Tables - GRS - New 2/1/2021-2/28/2021  February   ,0,0.00036,6.15145,0.81,6.00,0.00,0.00,0.00
CTGlobal,Files - Files - LRS - New 2/1/2021-2/28/2021  February   ,0,0.0015,6.15145,0.00,6.00,0.01,0.00,0.00
CTGlobal,Bandwidth - Bandwidth - New 2/1/2021-2/28/2021  February   ,0,0,6.15145,0.00,6.00,0.00,0.00,0.00
CTGlobal,Process Automation - Process Automation - Basic - New  2/1/2021-2/28/2021  February   ,0,0.002,6.15145,20.58,6.00,0.00,0.00,0.00
CTGlobal,Log Analytics - Log Analytics - Pay-as-you-go - EU West - New  2/1/2021-2/28/2021  February   ,0,2.99,6.15145,5.00,6.00,0.00,0.00,0.00
CTGlobal,Logic Apps - Logic Apps - Consumption - New 2/1/2021-2/28/2021  February   ,0.12,0.12,6.15145,0.23,6.00,0.67,0.15,0.03
