Customer,Description,Total_Amount_Excl_VAT,Unit_Price,PCToBCExchangeRate,Quantity,Rackpeople Markup,Rackpeople Markup Unit Price,Rackpeople Markup Total Price,Rackpeople Markup Diff
CTGlobal,Files - Files - LRS - New 4/1/2021-4/30/2021  April   ,0,0.015,6.3218,0.00,6.00,0.09,0.00,0.00
CTGlobal,General Block Blob - General Block Blob - LRS - New  4/1/2021-4/30/2021  April   ,0,0.00036,6.3218,0.00,6.00,0.00,0.00,0.00
CTGlobal,Storage - Bandwidth - Storage - Bandwidth - Geo-Replication - EU West - New  4/1/2021-4/30/2021  April   ,0,0,6.3218,0.05,6.00,0.00,0.00,0.00
CTGlobal,Blob Storage - Blob Storage - Hot LRS - EU West - New  4/1/2021-4/30/2021  April   ,1.45,0.0196,6.3218,14.08,6.00,0.11,1.57,0.12
CTGlobal,Standard HDD Managed Disks - Standard HDD Managed Disks - S30 LRS - EU North - New  4/1/2021-4/30/2021  April   ,220.06,40.96,6.3218,1.00,6.00,233.31,233.32,13.26
CTGlobal,SQL Database Single Standard - SQL Database Single Standard - S0 - New  4/1/2021-4/30/2021  April   ,232.76,0.4839,6.3218,89.54,6.00,2.76,246.80,14.04
CTGlobal,SQL Database Single Standard - SQL Database Single Standard - S2 - New  4/1/2021-4/30/2021  April   ,767.21,2.42,6.3218,59.00,6.00,13.78,813.27,46.06
CTGlobal,Traffic Manager - Traffic Manager - Traffic View - New  4/1/2021-4/30/2021  April   ,0.69,2,6.3218,0.07,6.00,11.39,0.77,0.08
CTGlobal,Traffic Manager - Traffic Manager - Azure Endpoint - New  4/1/2021-4/30/2021  April   ,5.56,0.36,6.3218,2.90,6.00,2.05,5.95,0.39
CTGlobal,Azure App Service Standard Plan - Azure App Service Standard Plan - S1 - New  4/1/2021-4/30/2021  April   ,1547.57,0.1,6.3218,2880.00,6.00,0.57,1640.43,92.86
CTGlobal,Azure Monitor - Azure Monitor - Alerts - New 4/1/2021-4/30/2021  April   ,4.1,0.1,6.3218,7.70,6.00,0.57,4.38,0.28
CTGlobal,SQL Database Single Standard - SQL Database Single Standard - S0 - Secondary Active - New  4/1/2021-4/30/2021  April   ,77.94,0.4839,6.3218,30.00,6.00,2.76,82.69,4.75
CTGlobal,Tables - Tables - LRS - New 4/1/2021-4/30/2021  April   ,50.06,0.045,6.3218,207.21,6.00,0.26,53.11,3.05
CTGlobal,Tables - Tables - GRS - New 4/1/2021-4/30/2021  April   ,0,0.00036,6.3218,0.87,6.00,0.00,0.00,0.00
CTGlobal,Bandwidth - Bandwidth - New 4/1/2021-4/30/2021  April   ,0,0,6.3218,0.00,6.00,0.00,0.00,0.00
CTGlobal,Blob Storage - Blob Storage - Hot LRS - EU West - New  4/1/2021-4/30/2021  April   ,0,0.054,6.3218,0.00,6.00,0.31,0.00,0.00
CTGlobal,Files - Files - LRS - New 4/1/2021-4/30/2021  April   ,0,0.0015,6.3218,0.00,6.00,0.01,0.00,0.00
CTGlobal,General Block Blob - General Block Blob - LRS - New  4/1/2021-4/30/2021  April   ,0,0.00036,6.3218,0.00,6.00,0.00,0.00,0.00
CTGlobal,Tables - Tables - RA-GRS - New 4/1/2021-4/30/2021  April   ,0,0.075,6.3218,0.01,6.00,0.43,0.00,0.00
CTGlobal,SignalR - SignalR - New 4/1/2021-4/30/2021  April   ,0,0,6.3218,67.62,6.00,0.00,0.00,0.00
CTGlobal,Queues - Queues - LRS - New 4/1/2021-4/30/2021  April   ,0,0.00036,6.3218,0.00,6.00,0.00,0.00,0.00
CTGlobal,Azure App Service Shared Plan - Azure App Service Shared Plan - New  4/1/2021-4/30/2021  April   ,50.25,0.013,6.3218,720.00,6.00,0.07,53.31,3.06
CTGlobal,Azure Defender for SQL - Azure Defender for SQL - Standard - New  4/1/2021-4/30/2021  April   ,77.94,15,6.3218,0.97,6.00,85.44,82.68,4.74
CTGlobal,Azure Pipelines - Azure Pipelines - Microsoft-hosted CI/CD - New  4/1/2021-4/30/2021  April   ,623.96,40,6.3218,2.90,6.00,227.84,661.46,37.50
CTGlobal,Traffic Manager - Traffic Manager - Azure Endpoint - New  4/1/2021-4/30/2021  April   ,0.12,0.54,6.3218,0.07,6.00,2.14,0.15,0.03
CTGlobal,Logic Apps - Logic Apps - Consumption - New 4/1/2021-4/30/2021  April   ,0.12,0.12,6.3218,0.24,6.00,0.68,0.17,0.05
CTGlobal,Azure Repos and Boards (Basic) - Azure Repos and Boards (Basic) - New  4/1/2021-4/30/2021  April   ,62.39,6,6.3218,1.94,6.00,34.18,66.15,3.76
CTGlobal,Logic Apps - Logic Apps - Consumption - New 4/1/2021-4/30/2021  April   ,28.7,0.000125,6.3218,42800.00,6.00,0.00,30.47,1.77
CTGlobal,Bandwidth - Bandwidth - New 4/1/2021-4/30/2021  April   ,59.42,0.087,6.3218,127.12,6.00,0.50,62.99,3.57
CTGlobal,Azure App Service Premium v2 Plan - Azure App Service Premium v2 Plan - P3 v2 - EU West - New  4/1/2021-4/30/2021  April   ,6190.3,0.8,6.3218,1440.00,6.00,4.56,6561.72,371.42
CTGlobal,Log Analytics - Log Analytics - Pay-as-you-go - EU West - New  4/1/2021-4/30/2021  April   ,617.51,2.99,6.3218,38.44,6.00,17.03,654.62,37.11
CTGlobal,Tables - Tables - LRS - New 4/1/2021-4/30/2021  April   ,0,0.00036,6.3218,1.77,6.00,0.00,0.00,0.00
CTGlobal,General Block Blob - General Block Blob - LRS - New  4/1/2021-4/30/2021  April   ,0,0.00036,6.3218,0.00,6.00,0.00,0.00,0.00
CTGlobal,Bandwidth Inter-Region - Bandwidth Inter-Region - Intra Continent - Europe - New  4/1/2021-4/30/2021  April   ,0,0.02,6.3218,0.00,6.00,0.11,0.00,0.00
CTGlobal,Logic Apps - Logic Apps - Consumption - New 4/1/2021-4/30/2021  April   ,0,0.000025,6.3218,17.00,6.00,0.00,0.00,0.00
CTGlobal,Queues - Queues - LRS - New 4/1/2021-4/30/2021  April   ,0,0.00036,6.3218,0.00,6.00,0.00,0.00,0.00
CTGlobal,General Block Blob - General Block Blob - LRS - New  4/1/2021-4/30/2021  April   ,0,0.024,6.3218,0.03,6.00,0.14,0.00,0.00
CTGlobal,Log Analytics - Log Analytics - Pay-as-you-go - EU North - New  4/1/2021-4/30/2021  April   ,0,2.76,6.3218,0.50,6.00,0.00,0.00,0.00
CTGlobal,Process Automation - Process Automation - Basic - New  4/1/2021-4/30/2021  April   ,0,0.002,6.3218,20.80,6.00,0.00,0.00,0.00
CTGlobal,Blob Storage - Blob Storage - Hot LRS - EU West - New  4/1/2021-4/30/2021  April   ,0,0.0043,6.3218,0.04,6.00,0.02,0.00,0.00
