Customer,Description,Total_Amount_Excl_VAT,Unit_Price,PCToBCExchangeRate,Quantity,Rackpeople Markup,Rackpeople Markup Unit Price,Rackpeople Markup Total Price,Rackpeople Markup Diff
Rackepeople Consulting ApS,Bandwidth - Bandwidth - new 5/1/2021-5/31/2021  May   ,0,0.087,6.1507,5.00,0.00,0.00,0.00,0.00
Rackepeople Consulting ApS,Tables - Tables - LRS - new 5/1/2021-5/31/2021  May   ,0,0.00036,6.1507,0.46,0.00,0.00,0.00,0.00
Rackepeople Consulting ApS,Tables - Tables - LRS - new 5/1/2021-5/31/2021  May   ,0,0.00036,6.1507,0.69,0.00,0.00,0.00,0.00
Rackepeople Consulting ApS,Blob Storage - Blob Storage - Hot LRS - EU North - new  5/1/2021-5/31/2021  May   ,347.45,0.05,6.1507,1329.21,0.00,0.26,347.46,0.01
Rackepeople Consulting ApS,Files - Files - LRS - new 5/1/2021-5/31/2021  May   ,0,0.0015,6.1507,0.00,0.00,0.01,0.00,0.00
Rackepeople Consulting ApS,Queues v2 - Queues v2 - LRS - EU North - new 5/1/2021-5/31/2021  May   ,0,0.004,6.1507,0.00,0.00,0.02,0.00,0.00
Rackepeople Consulting ApS,Blob Storage - Blob Storage - Hot LRS - EU North - new  5/1/2021-5/31/2021  May   ,29.64,0.004,6.1507,1417.78,0.00,0.02,29.65,0.01
Rackepeople Consulting ApS,Bandwidth - Bandwidth - new 5/1/2021-5/31/2021  May   ,11.56,0.087,6.1507,25.50,0.00,0.45,11.60,0.04
Rackepeople Consulting ApS,Tables - Tables - LRS - new 5/1/2021-5/31/2021  May   ,0,0.00036,6.1507,0.00,0.00,0.00,0.00,0.00
Rackepeople Consulting ApS,Bandwidth - Bandwidth - new 5/1/2021-5/31/2021  May   ,0,0,6.1507,3729.90,0.00,0.00,0.00,0.00
Rackepeople Consulting ApS,Files - Files - LRS - new 5/1/2021-5/31/2021  May   ,0,0.015,6.1507,0.00,0.00,0.08,0.00,0.00
Rackepeople Consulting ApS,Tables - Tables - LRS - new 5/1/2021-5/31/2021  May   ,0,0.00036,6.1507,3.67,0.00,0.00,0.01,0.01
Rackepeople Consulting ApS,Blob Storage - Blob Storage - Hot LRS - EU North - new  5/1/2021-5/31/2021  May   ,0,0.05,6.1507,0.13,0.00,0.26,0.03,0.03
Rackepeople Consulting ApS,Tables - Tables - LRS - new 5/1/2021-5/31/2021  May   ,0,0.045,6.1507,0.01,0.00,0.24,0.00,0.00
Rackepeople Consulting ApS,Tables - Tables - LRS - new 5/1/2021-5/31/2021  May   ,0,0.00036,6.1507,0.93,0.00,0.00,0.00,0.00
Rackepeople Consulting ApS,Blob Storage - Blob Storage - Hot LRS - EU North - new  5/1/2021-5/31/2021  May   ,2035.51,0.022,6.1507,17697.64,0.00,0.12,2035.55,0.04
Rackepeople Consulting ApS,Blob Storage - Blob Storage - Hot LRS - EU North - new  5/1/2021-5/31/2021  May   ,0,0.004,6.1507,1.15,0.00,0.02,0.02,0.02
Rackepeople Consulting ApS,Queues v2 - Queues v2 - LRS - EU North - new 5/1/2021-5/31/2021  May   ,0,0.004,6.1507,0.00,0.00,0.02,0.00,0.00
SBC-Teams GoWingu,Bandwidth Inter-Region - Bandwidth Inter-Region - Inter Continent - Intercontinental - new  5/1/2021-5/31/2021  May   ,0.12,0.05,6.1507,0.64,0.00,0.26,0.17,0.05
SBC-Teams GoWingu,Virtual Network Peering - Virtual Network Peering - new  5/1/2021-5/31/2021  May   ,5.1,0.01,6.1507,97.90,0.00,0.05,5.12,0.02
