Customer,Description,Total_Amount_Excl_VAT,Unit_Price,PCToBCExchangeRate,Quantity,Rackpeople Markup,Rackpeople Markup Unit Price,Rackpeople Markup Total Price,Rackpeople Markup Diff
AVS Danmark,SQL Database; enkeltstående Standard - SQL Database; enkeltstående Standard – S0 - new  9/1/2021-9/30/2021  September   ,77.79,0.4839,6.3097,30.00,22.00,3.17,94.99,17.20
AVS Danmark,SQL Database; enkeltstående Standard - SQL Database; enkeltstående Standard – S2 - new  9/1/2021-9/30/2021  September   ,389.37,2.42,6.3097,30.00,22.00,15.83,475.03,85.66
AVS Danmark,Plan til Azure App Service Standard - Plan til Azure App Service Standard - S1 - new  9/1/2021-9/30/2021  September   ,386.15,0.1,6.3097,720.00,22.00,0.65,471.11,84.96
AVS Danmark,Båndbredde mellem områder - Båndbredde mellem områder - Mellem kontinenter - Interkontinental - new  9/1/2021-9/30/2021  September   ,0,0.05,6.3097,0.36,22.00,0.00,0.00,0.00
AVS Danmark,Virtual Machines i Dav4-serien - Virtual Machines i Dav4-serien - D4a v4 - Det nordlige Europa - new  9/1/2021-9/30/2021  September   ,1652.57,0.214,6.3097,1439.87,22.00,1.40,2016.15,363.58
AVS Danmark,Bandwidth - Bandwidth - new 9/1/2021-9/30/2021  September   ,0,0.087,6.3097,5.00,22.00,0.00,0.00,0.00
AVS Danmark,Blob Storage - Blob Storage - Varm LRS - Det nordlige Europa - new  9/1/2021-9/30/2021  September   ,505.59,0.022,6.3097,4285.41,22.00,0.14,616.88,111.29
AVS Danmark,Premium SSD-administrerede diske - Premium SSD-administrerede diske-Snapshots -Det nordlige Europa - new  9/1/2021-9/30/2021  September   ,1.76,0.132,6.3097,2.54,22.00,0.86,2.19,0.43
AVS Danmark,Backup - Backup-Azure VM og server i det lokale miljø - new  9/1/2021-9/30/2021  September   ,103.79,10,6.3097,1.94,22.00,65.43,126.64,22.85
AVS Danmark,Premium SSD-administrerede diske - Premium SSD-administrerede diske-P10 -Det nordlige Europa - new  9/1/2021-9/30/2021  September   ,422.81,19.71,6.3097,4.00,22.00,128.97,515.90,93.09
AVS Danmark,Premium-filer - Premium-filer - LRS - Det vestlige Europa - new  9/1/2021-9/30/2021  September   ,102.97,0.192,6.3097,100.00,22.00,1.26,125.63,22.66
AVS Danmark,Tabeller - Tabeller - LRS - new 9/1/2021-9/30/2021  September   ,0,0.00036,6.3097,1.82,22.00,0.00,0.00,0.00
AVS Danmark,IP-adresser - IP-adresser-Standard  - new 9/1/2021-9/30/2021  September   ,19.3,0.005,6.3097,720.00,22.00,0.03,23.56,4.26
AVS Danmark,VPN Gateway - VPN Gateway-VpnGw1  - new 9/1/2021-9/30/2021  September   ,733.69,0.19,6.3097,720.00,22.00,1.24,895.10,161.41
AVS Danmark,Azure Hybrid Benefit til SQL Server - Azure Hybrid Benefit til SQL Server - Standard-udgave - new  9/1/2021-9/30/2021  September   ,0,0,6.3097,719.90,22.00,0.00,0.00,0.00
AVS Danmark,Filer - Filer - LRS - new 9/1/2021-9/30/2021  September   ,1.57,0.06,6.3097,5.01,22.00,0.39,1.97,0.40
AVS Danmark,Blob Storage - Blob Storage - Varm LRS - Det nordlige Europa - new  9/1/2021-9/30/2021  September   ,19.68,0.05,6.3097,73.50,22.00,0.33,24.05,4.37
AVS Danmark,Tabeller - Tabeller - LRS - new 9/1/2021-9/30/2021  September   ,0,0.00036,6.3097,0.08,22.00,0.00,0.00,0.00
AVS Danmark,Bandwidth - Bandwidth - new 9/1/2021-9/30/2021  September   ,43.41,0.087,6.3097,93.11,22.00,0.57,53.00,9.59
AVS Danmark,Båndbredde mellem områder - Båndbredde mellem områder - På kontinenter - Europa - new  9/1/2021-9/30/2021  September   ,0.75,0.02,6.3097,7.51,22.00,0.13,0.98,0.23
AVS Danmark,Tabeller - Tabeller - LRS - new 9/1/2021-9/30/2021  September   ,0,0.045,6.3097,0.01,22.00,0.29,0.00,0.00
AVS Danmark,Blob Storage - Blob Storage - Varm LRS - Det nordlige Europa - new  9/1/2021-9/30/2021  September   ,0,0.004,6.3097,0.41,22.00,0.03,0.01,0.01
AVS Danmark,IP-adresser - IP-adresser-Basis  - new 9/1/2021-9/30/2021  September   ,15.39,0.004,6.3097,720.00,22.00,0.03,18.84,3.45
AVS Danmark,Azure Defender for SQL - Azure Defender for SQL - Standard - new  9/1/2021-9/30/2021  September   ,77.79,15,6.3097,0.97,22.00,98.15,94.98,17.19
AVS Danmark,Blob Storage - Blob Storage - Varm LRS - Det nordlige Europa - new  9/1/2021-9/30/2021  September   ,0,0.05,6.3097,0.09,22.00,0.33,0.03,0.03
AVS Danmark,Premium SSD-administrerede diske - Premium SSD-administrerede diske-P6 -Det nordlige Europa - new  9/1/2021-9/30/2021  September   ,109.47,10.207,6.3097,2.00,22.00,66.79,133.58,24.11
AVS Danmark,Plan til Azure App Service Gratis - Plan til Azure App Service Gratis - F1 - new  9/1/2021-9/30/2021  September   ,0,0,6.3097,0.97,22.00,0.00,0.00,0.00
AVS Danmark,Tabeller - Tabeller - LRS - new 9/1/2021-9/30/2021  September   ,0,0.00036,6.3097,0.13,22.00,0.00,0.00,0.00
AVS Danmark,Backup - Backup-Standard  - new 9/1/2021-9/30/2021  September   ,352.14,0.0448,6.3097,1465.79,22.00,0.29,429.67,77.53
AVS Danmark,Tabeller - Tabeller - LRS - new 9/1/2021-9/30/2021  September   ,0,0.00036,6.3097,0.05,22.00,0.00,0.00,0.00
AVS Danmark,Filer - Filer - LRS - new 9/1/2021-9/30/2021  September   ,0,0.0015,6.3097,0.00,22.00,0.01,0.00,0.00
AVS Danmark,Bandwidth - Bandwidth - new 9/1/2021-9/30/2021  September   ,0,0,6.3097,38.25,22.00,0.00,0.00,0.00
AVS Danmark,SQL Server Developer Edition - SQL Server Developer Edition - new  9/1/2021-9/30/2021  September   ,0,0,6.3097,719.97,22.00,0.00,0.00,0.00
AVS Danmark,Blob Storage - Blob Storage - Varm LRS - Det nordlige Europa - new  9/1/2021-9/30/2021  September   ,1.57,0.004,6.3097,74.12,22.00,0.03,1.94,0.37
AVS Danmark,Tabeller - Tabeller - LRS - new 9/1/2021-9/30/2021  September   ,0,0.00036,6.3097,0.01,22.00,0.00,0.00,0.00
CTGlobal,Files - Files - LRS - new 9/1/2021-9/30/2021  September   ,0,0.015,6.3097,0.05,6.00,0.09,0.00,0.00
CTGlobal,Storage - Bandwidth - Storage - Bandwidth - Geo-Replication - EU West - new  9/1/2021-9/30/2021  September   ,0,0,6.3097,0.05,6.00,0.00,0.00,0.00
CTGlobal,Azure Pipelines - Azure Pipelines - Microsoft-hosted CI/CD - new  9/1/2021-9/30/2021  September   ,622.76,40,6.3097,2.90,6.00,227.40,660.20,37.44
CTGlobal,SQL Database Single/Elastic Pool General Purpose - Compute Gen5 - SQL Database Single General Purpose - Compute Gen5 - 1 vCore - EU West - new  9/1/2021-9/30/2021  September   ,5.36,0.167439,6.3097,6.00,6.00,0.95,5.71,0.35
CTGlobal,Azure App Service Basic Plan - Linux - Azure App Service Basic Plan - Linux - B1 - EU North - new  9/1/2021-9/30/2021  September   ,0.06,0.018,6.3097,1.10,6.00,0.10,0.11,0.05
CTGlobal,General Block Blob - General Block Blob - LRS - new  9/1/2021-9/30/2021  September   ,0,0.00036,6.3097,0.00,6.00,0.00,0.00,0.00
CTGlobal,Azure Defender for SQL - Azure Defender for SQL - Standard - new  9/1/2021-9/30/2021  September   ,77.79,15,6.3097,0.97,6.00,85.28,82.52,4.73
CTGlobal,Azure App Service Standard Plan - Azure App Service Standard Plan - S1 - new  9/1/2021-9/30/2021  September   ,1544.61,0.1,6.3097,2880.00,6.00,0.57,1637.29,92.68
CTGlobal,General Block Blob - General Block Blob - LRS - new  9/1/2021-9/30/2021  September   ,0,0.024,6.3097,0.03,6.00,0.14,0.00,0.00
CTGlobal,Files - Files - LRS - new 9/1/2021-9/30/2021  September   ,0,0.015,6.3097,0.00,6.00,0.09,0.00,0.00
CTGlobal,Tables - Tables - LRS - new 9/1/2021-9/30/2021  September   ,0,0.00036,6.3097,0.00,6.00,0.00,0.00,0.00
CTGlobal,Blob Storage - Blob Storage - Hot GRS - EU West - new  9/1/2021-9/30/2021  September   ,0,0.108,6.3097,0.00,6.00,0.61,0.00,0.00
CTGlobal,SQL Database Single Standard - SQL Database Single Standard - S2 - new  9/1/2021-9/30/2021  September   ,949.6,2.42,6.3097,73.17,6.00,13.76,1006.61,57.01
CTGlobal,Files - Files - LRS - new 9/1/2021-9/30/2021  September   ,0,0.0015,6.3097,0.05,6.00,0.01,0.00,0.00
CTGlobal,Files - Files - GRS - new 9/1/2021-9/30/2021  September   ,0,0.03,6.3097,0.00,6.00,0.17,0.00,0.00
CTGlobal,SignalR - SignalR - new 9/1/2021-9/30/2021  September   ,777.1,1.61,6.3097,90.00,6.00,9.15,823.76,46.66
CTGlobal,Bandwidth Inter-Region - Bandwidth Inter-Region - Intra Continent - Europe - new  9/1/2021-9/30/2021  September   ,0,0.02,6.3097,0.00,6.00,0.11,0.00,0.00
CTGlobal,Bandwidth Inter-Region - Bandwidth Inter-Region - Inter Continent - Intercontinental - new  9/1/2021-9/30/2021  September   ,0,0.05,6.3097,0.02,6.00,0.00,0.00,0.00
CTGlobal,Traffic Manager - Traffic Manager - Azure Endpoint - new  9/1/2021-9/30/2021  September   ,5.17,0.36,6.3097,2.69,6.00,2.05,5.50,0.33
CTGlobal,Azure App Service Premium v2 Plan - Azure App Service Premium v2 Plan - P3 v2 - EU West - new  9/1/2021-9/30/2021  September   ,6178.45,0.8,6.3097,1440.00,6.00,4.55,6549.17,370.72
CTGlobal,Files - Files - LRS - new 9/1/2021-9/30/2021  September   ,0,0.0015,6.3097,0.03,6.00,0.01,0.00,0.00
CTGlobal,Tables - Tables - GRS - new 9/1/2021-9/30/2021  September   ,0,0.00036,6.3097,0.87,6.00,0.00,0.00,0.00
CTGlobal,Azure App Service Free Plan - Azure App Service Free Plan - F1 - new  9/1/2021-9/30/2021  September   ,0,0,6.3097,10.00,6.00,0.00,0.00,0.00
CTGlobal,Azure App Service Free Plan - Linux - Azure App Service Free Plan - Linux - F1 - new  9/1/2021-9/30/2021  September   ,0,0,6.3097,0.00,6.00,0.00,0.00,0.00
CTGlobal,Logic Apps - Logic Apps - Consumption - new 9/1/2021-9/30/2021  September   ,0,0.000025,6.3097,23.00,6.00,0.00,0.00,0.00
CTGlobal,Azure Monitor - Azure Monitor - Alerts - new 9/1/2021-9/30/2021  September   ,0,0.1,6.3097,10.00,6.00,0.00,0.00,0.00
CTGlobal,SQL Database Single Standard - SQL Database Single Standard - S0 - Secondary Active - new  9/1/2021-9/30/2021  September   ,60.44,0.4839,6.3097,23.29,6.00,2.75,64.08,3.64
CTGlobal,Tables - Tables - LRS - new 9/1/2021-9/30/2021  September   ,0,0.00036,6.3097,0.00,6.00,0.00,0.00,0.00
CTGlobal,Queues v2 - Queues v2 - LRS - EU West - new 9/1/2021-9/30/2021  September   ,0,0.004,6.3097,0.00,6.00,0.02,0.00,0.00
CTGlobal,Azure App Service Shared Plan - Azure App Service Shared Plan - new  9/1/2021-9/30/2021  September   ,50.16,0.013,6.3097,720.00,6.00,0.07,53.21,3.05
CTGlobal,Files - Files - LRS - new 9/1/2021-9/30/2021  September   ,1.45,0.06,6.3097,4.57,6.00,0.34,1.56,0.11
CTGlobal,Standard HDD Managed Disks - Standard HDD Managed Disks - S30 LRS - EU North - new  9/1/2021-9/30/2021  September   ,219.64,40.96,6.3097,1.00,6.00,232.86,232.88,13.24
CTGlobal,Logic Apps - Logic Apps - Consumption - new 9/1/2021-9/30/2021  September   ,0.12,0.12,6.3097,0.24,6.00,0.68,0.17,0.05
CTGlobal,SQL Database - LTR Backup Storage - SQL Database - LTR Backup Storage - RA-GRS - EU West - new  9/1/2021-9/30/2021  September   ,34.13,0.0595,6.3097,107.03,6.00,0.34,36.20,2.07
CTGlobal,SQL Database Single/Elastic Pool General Purpose - SQL License - SQL Database Single/Elastic Pool General Purpose - SQL License - new  9/1/2021-9/30/2021  September   ,1,0.099966,6.3097,2.00,6.00,0.57,1.14,0.14
CTGlobal,Azure Monitor - Azure Monitor - Emails - new 9/1/2021-9/30/2021  September   ,0,0.00002,6.3097,251.00,6.00,0.00,0.00,0.00
CTGlobal,Blob Storage - Blob Storage - Hot LRS - EU West - new  9/1/2021-9/30/2021  September   ,0,0.0043,6.3097,0.09,6.00,0.02,0.00,0.00
CTGlobal,Tables - Tables - RA-GRS - new 9/1/2021-9/30/2021  September   ,0,0.075,6.3097,0.01,6.00,0.43,0.00,0.00
CTGlobal,Bandwidth - Bandwidth - new 9/1/2021-9/30/2021  September   ,0,0,6.3097,0.01,6.00,0.00,0.00,0.00
CTGlobal,Log Analytics - Log Analytics - Pay-as-you-go - EU West - new  9/1/2021-9/30/2021  September   ,7002.06,2.99,6.3097,436.65,6.00,17.00,7422.25,420.19
CTGlobal,Tables - Tables - LRS - new 9/1/2021-9/30/2021  September   ,49.97,0.045,6.3097,207.21,6.00,0.26,53.01,3.04
CTGlobal,Process Automation - Process Automation - Basic - new  9/1/2021-9/30/2021  September   ,0,0.002,6.3097,76.93,6.00,0.00,0.00,0.00
CTGlobal,SQL Database Single Standard - SQL Database Single Standard - 10 DTU - new  9/1/2021-9/30/2021  September   ,97.29,0.4839,6.3097,37.50,6.00,2.75,103.16,5.87
CTGlobal,SQL Database Single/Elastic Pool General Purpose - Storage - SQL Database Single/Elastic Pool General Purpose - Storage - EU West - new  9/1/2021-9/30/2021  September   ,0.06,0.13685,6.3097,0.14,6.00,0.78,0.11,0.05
CTGlobal,Traffic Manager - Traffic Manager - Traffic View - new  9/1/2021-9/30/2021  September   ,0.63,2,6.3097,0.06,6.00,11.37,0.70,0.07
CTGlobal,Storage - Bandwidth - Storage - Bandwidth - Geo-Replication v2 - EU West - new  9/1/2021-9/30/2021  September   ,0,0.02,6.3097,0.00,6.00,0.11,0.00,0.00
CTGlobal,General Block Blob - General Block Blob - LRS - new  9/1/2021-9/30/2021  September   ,0,0.00036,6.3097,21.60,6.00,0.00,0.04,0.04
CTGlobal,Logic Apps - Logic Apps - Consumption - new 9/1/2021-9/30/2021  September   ,28.77,0.000125,6.3097,42929.00,6.00,0.00,30.51,1.74
CTGlobal,Log Analytics - Log Analytics - Pay-as-you-go - EU North - new  9/1/2021-9/30/2021  September   ,0,2.76,6.3097,0.50,6.00,0.00,0.00,0.00
CTGlobal,Log Analytics - Log Analytics - Pay-as-you-go - EU West - new  9/1/2021-9/30/2021  September   ,0,2.99,6.3097,5.00,6.00,0.00,0.00,0.00
CTGlobal,Tables - Tables - LRS - new 9/1/2021-9/30/2021  September   ,0,0.00036,6.3097,2.16,6.00,0.00,0.00,0.00
CTGlobal,Blob Storage - Blob Storage - Hot LRS - EU West - new  9/1/2021-9/30/2021  September   ,1.7,0.0196,6.3097,16.47,6.00,0.11,1.84,0.14
CTGlobal,Blob Storage - Blob Storage - Hot LRS - EU West - new  9/1/2021-9/30/2021  September   ,0,0.054,6.3097,0.03,6.00,0.31,0.01,0.01
CTGlobal,Blob Storage - Blob Storage - Hot LRS - EU West - new  9/1/2021-9/30/2021  September   ,0,0.054,6.3097,0.07,6.00,0.31,0.02,0.02
CTGlobal,Azure App Service Free Plan - Azure App Service Free Plan - F1 - new  9/1/2021-9/30/2021  September   ,0,0,6.3097,24.84,6.00,0.00,0.00,0.00
CTGlobal,Azure Monitor - Azure Monitor - Alerts - new 9/1/2021-9/30/2021  September   ,3.97,0.1,6.3097,7.45,6.00,0.57,4.23,0.26
CTGlobal,SQL Database Single Standard - SQL Database Single Standard - S0 - new  9/1/2021-9/30/2021  September   ,250.87,0.4839,6.3097,96.67,6.00,2.75,265.93,15.06
CTGlobal,Standard HDD Managed Disks - Standard HDD Managed Disks - S4 LRS - EU North - new  9/1/2021-9/30/2021  September   ,8.2,1.536,6.3097,1.00,6.00,8.73,8.73,0.53
CTGlobal,Blob Storage - Blob Storage - Hot LRS - EU West - new  9/1/2021-9/30/2021  September   ,0,0.0043,6.3097,0.02,6.00,0.02,0.00,0.00
CTGlobal,Bandwidth - Bandwidth - new 9/1/2021-9/30/2021  September   ,69.15,0.087,6.3097,148.29,6.00,0.49,73.35,4.20
CTGlobal,Bandwidth - Bandwidth - new 9/1/2021-9/30/2021  September   ,0,0.087,6.3097,5.00,6.00,0.00,0.00,0.00
CTGlobal,Traffic Manager - Traffic Manager - Azure Endpoint - new  9/1/2021-9/30/2021  September   ,0.12,0.54,6.3097,0.07,6.00,2.13,0.14,0.02
