Customer,Description,Total_Amount_Excl_VAT,Unit_Price,PCToBCExchangeRate,Quantity,Rackpeople Markup,Rackpeople Markup Unit Price,Rackpeople Markup Total Price,Rackpeople Markup Diff
Skypecall.me,,0,0.004,6.6961,0.93 (1 * 0.931072225),0.00,0.03,0.02,0.02
Skypecall.me,,24.94,0.1265,6.6961,27.73 (1 * 27.7333333333),0.00,0.85,23.49,3.54
Skypecall.me,,352.88,0.1,6.6961,496.08 (1 * 496.083422),0.00,0.67,332.18,49.88
Skypecall.me,,0,0.087,6.6961,0.01 (1 * 0.012355),0.00,0.58,0.01,0.01
Skypecall.me,,0,0,6.6961,0.67 (1 * 0.6666666666),0.00,0.00,0.00,0.00
Skypecall.me,,0,0.00036,6.6961,0.30 (1 * 0.3003),0.00,0.00,0.00,0.00
Skypecall.me,,0,0.045,6.6961,0.00 (1 * 0.001767),0.00,0.30,0.00,0.00
Skypecall.me,,0,0.00036,6.6961,0.00 (1 * 0.0007),0.00,0.00,0.00,0.00
Skypecall.me,,1095.73,0.155261,6.6961,992.00 (1 * 992),0.00,1.04,1031.33,154.75
Skypecall.me,,0,0.05,6.6961,0.00 (1 * 0.0014),0.00,0.33,0.00,0.00
Skypecall.me,,0,0.05,6.6961,0.00 (1 * 0.0012),0.00,0.33,0.00,0.00
Skypecall.me,,0,0,6.6961,0.67 (1 * 0.667968),0.00,0.00,0.00,0.00
Skypecall.me,,0,0.004,6.6961,0.00 (1 * 0.0007),0.00,0.03,0.00,0.00
Skypecall.me,,0,0.00036,6.6961,0.00 (1 * 0.0007),0.00,0.00,0.00,0.00
Skypecall.me,,704.09,0.099966,6.6961,990.00 (1 * 990),0.00,0.67,662.69,99.42
BLS Capital Management,Dynamics 365 CRM New Commerce Promotional Offer Annual - Dynamics 365 Sales Enterprise Edition - cycleCharge  3/28/2022-4/27/2022  March   ,532.5,448.43,1,1.00,25.00,560.54,560.54,134.54
BLS Capital Management,Microsoft 365 New Commerce Promotional Offer Annual - Exchange Online (Plan 2) - cycleCharge  3/28/2022-4/27/2022  March   ,669.06,40.24,1,14.00,1000.00,442.64,6196.96,5661.74
BLS Capital Management,Microsoft 365 New Commerce Promotional Offer Annual - Compliance Manager Premium Assessment Add-On - addQuantity  4/5/2022-4/27/2022  March   ,-22179.18,12586.8,1,2.00,25,-15733.50,-31467.00,-13723.66
BLS Capital Management,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Phone System - Virtual User - cycleCharge  3/28/2022-4/27/2022  March   ,0,0,1,10.00,25.00,0.00,0.00,0.00
BLS Capital Management,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Phone System - cycleCharge  3/28/2022-4/27/2022  March   ,1338.12,40.24,1,28.00,25.00,50.30,1408.40,337.96
BLS Capital Management,Microsoft 365 New Commerce Promotional Offer Annual - Compliance Manager Premium Assessment Add-On - cycleCharge  3/28/2022-4/27/2022  March   ,29893.66,12586.8,1,2.00,25,15733.50,31467.00,7552.08
BLS Capital Management,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 E3 - cycleCharge  3/28/2022-4/27/2022  March   ,7122.88,187.44,1,32.00,25.00,234.30,7497.60,1799.36
BLS Capital Management,IP Addresses - IP Addresses - Basic - new 3/1/2022-3/31/2022  March   ,21.09,0.004,6.6961,744.00 (1 * 744),25.00,0.03,24.91,8.04
BLS Capital Management,Premium SSD Managed Disks - Premium SSD Managed Disks - P6 - EU West - new  3/1/2022-3/31/2022  March   ,79.85,11.2272,6.6961,1.00 (1 * 0.999936),25.00,93.97,93.97,30.09
BLS Capital Management,Virtual Machines Av2 Series Windows - Virtual Machines Av2 Series Windows - A4 v2 - EU West - new  3/1/2022-3/31/2022  March   ,1450.29,0.274,6.6961,743.98 (1 * 743.983353),25.00,2.29,1706.26,546.03
BLS Capital Management,Standard SSD Managed Disks - Standard SSD Managed Disks - E10 LRS - EU West - new  3/1/2022-3/31/2022  March   ,68.21,9.6,6.6961,1.00 (1 * 0.999936),25.00,80.35,80.35,25.78
BLS Capital Management,IP Addresses - IP Addresses - Standard - new 3/1/2022-3/31/2022  March   ,52.89,0.005,6.6961,1488.00 (1 * 1488),25.00,0.04,62.27,19.96
BLS Capital Management,Service Bus - Service Bus - Standard - new 3/1/2022-3/31/2022  March   ,71.39,0.013441,6.6961,747.00 (1 * 747),25.00,0.11,84.04,26.93
BLS Capital Management,Storage - Bandwidth - Storage - Bandwidth - Geo-Replication v2 - EU West - new  3/1/2022-3/31/2022  March   ,3.59,0.02,6.6961,25.58 (1 * 25.584885),25.00,0.17,4.28,1.41
BLS Capital Management,Tables - Tables - RA-GRS - new 3/1/2022-3/31/2022  March   ,0,0.075,6.6961,0.01 (1 * 0.008678),25.00,0.63,0.01,0.01
BLS Capital Management,Standard Page Blob - Standard Page Blob - LRS - new  3/1/2022-3/31/2022  March   ,0,0.00036,6.6961,4.46 (1 * 4.4634),25.00,0.00,0.01,0.01
BLS Capital Management,Blob Storage - Blob Storage - Hot LRS - EU West - new  3/1/2022-3/31/2022  March   ,2.43,0.0043,6.6961,79.97 (1 * 79.9714),25.00,0.04,2.88,0.94
BLS Capital Management,Storage - Bandwidth - Storage - Bandwidth - Geo-Replication - EU West - new  3/1/2022-3/31/2022  March   ,0,0,6.6961,0.06 (1 * 0.06319),25.00,0.00,0.00,0.00
BLS Capital Management,Blob Storage - Blob Storage - Hot GRS - EU West - new  3/1/2022-3/31/2022  March   ,0,0.108,6.6961,0.00 (1 * 0.0007),25.00,0.90,0.00,0.00
BLS Capital Management,Log Analytics - Log Analytics - Pay-as-you-go - EU West - new  3/1/2022-3/31/2022  March   ,0,2.99,6.6961,0.89 (1 * 0.890164594),25.00,25.03,22.28,22.28
BLS Capital Management,Standard Page Blob - Standard Page Blob - LRS - new  3/1/2022-3/31/2022  March   ,0,0.00036,6.6961,4.46 (1 * 4.4631),25.00,0.00,0.01,0.01
BLS Capital Management,Blob Storage - Blob Storage - Hot LRS - EU West - new  3/1/2022-3/31/2022  March   ,0,0.0196,6.6961,0.19 (1 * 0.18852),25.00,0.16,0.03,0.03
BLS Capital Management,Standard Page Blob v2 - Standard Page Blob v2 - LRS - EU West - new  3/1/2022-3/31/2022  March   ,0,0.00054,6.6961,4.46 (1 * 4.463),25.00,0.00,0.02,0.02
BLS Capital Management,Queues v2 - Queues v2 - GRS - EU West - new 3/1/2022-3/31/2022  March   ,0,0.008,6.6961,0.00 (1 * 0.0003),25.00,0.07,0.00,0.00
BLS Capital Management,Standard SSD Managed Disks - Standard SSD Managed Disks - E30 LRS - EU West - new  3/1/2022-3/31/2022  March   ,546.31,76.8,6.6961,1.00 (1 * 0.999936),25.00,642.83,642.78,205.73
BLS Capital Management,Network Watcher - Network Watcher - new 3/1/2022-3/31/2022  March   ,0,0.001,6.6961,17.00 (1 * 17),25.00,0.01,0.14,0.14
BLS Capital Management,Tables - Tables - GRS - new 3/1/2022-3/31/2022  March   ,0,0.00036,6.6961,0.90 (1 * 0.899),25.00,0.00,0.00,0.00
BLS Capital Management,Bandwidth Inter-Region - Bandwidth Inter-Region - Intra Continent - Europe - new  3/1/2022-3/31/2022  March   ,0.08,0.02,6.6961,0.72 (1 * 0.715336978),25.00,0.17,0.12,0.06
BLS Capital Management,Standard SSD Managed Disks - Standard SSD Managed Disks - E4 LRS - new  3/1/2022-3/31/2022  March   ,31.96,0.002,6.6961,2252.63 (1 * 2252.6327),25.00,0.02,37.71,12.14
BLS Capital Management,Bandwidth - Bandwidth - new 3/1/2022-3/31/2022  March   ,16.06,0.087,6.6961,26.04 (1 * 26.0386002901),25.00,0.73,18.96,6.11
BLS Capital Management,Service Bus - Service Bus - Standard - new 3/1/2022-3/31/2022  March   ,0,0.8,6.6961,0.00 (1 * 0.000664),25.00,6.70,0.00,0.00
BLS Capital Management,Files - Files - LRS - new 3/1/2022-3/31/2022  March   ,0,0.015,6.6961,0.00 (1 * 0.0003),25.00,0.13,0.00,0.00
BLS Capital Management,Files - Files - LRS - new 3/1/2022-3/31/2022  March   ,0,0.0015,6.6961,0.00 (1 * 0.0003),25.00,0.01,0.00,0.00
BLS Capital Management,General Block Blob - General Block Blob - LRS - new  3/1/2022-3/31/2022  March   ,0,0.00036,6.6961,0.00 (1 * 0.0001),25.00,0.00,0.00,0.00
BLS Capital Management,Standard HDD Managed Disks - Standard HDD Managed Disks - S4 LRS - new  3/1/2022-3/31/2022  March   ,0.5,0.0005,6.6961,160.16 (1 * 160.1626),25.00,0.00,0.67,0.27
BLS Capital Management,Network Watcher - Network Watcher - new 3/1/2022-3/31/2022  March   ,0,0.5,6.6961,0.36 (1 * 0.3557011773),25.00,4.19,1.49,1.49
BLS Capital Management,Virtual Machines Dv2 Series Windows - Virtual Machines Dv2 Series Windows - D2 v2 - EU West - new  3/1/2022-3/31/2022  March   ,2815.88,0.266,6.6961,1487.95 (1 * 1487.950059),25.00,2.23,3312.85,1060.15
BLS Capital Management,Standard HDD Managed Disks - Standard HDD Managed Disks - S4 LRS - EU West - new  3/1/2022-3/31/2022  March   ,10.88,1.536,6.6961,1.00 (1 * 0.999936),25.00,12.86,12.86,4.16
BLS Capital Management,Blob Storage - Blob Storage - Hot LRS - EU West - new  3/1/2022-3/31/2022  March   ,7.95,0.054,6.6961,20.78 (1 * 20.7822),25.00,0.45,9.39,3.03
BLS Capital Management,Azure Active Directory Domain Services - Azure Active Directory Domain Services - Standard - new  3/1/2022-3/31/2022  March   ,771.3,0.15,6.6961,722.80 (1 * 722.7991666666),25.00,1.26,907.49,290.45
BLS Capital Management,Virtual Machines BS Series - Virtual Machines BS Series - B2s - EU West - new  3/1/2022-3/31/2022  March   ,254.03,0.048,6.6961,743.98 (1 * 743.983353),25.00,0.40,298.91,95.69
BLS Capital Management,Standard Page Blob v2 - Standard Page Blob v2 - RA-GRS - EU West - new  3/1/2022-3/31/2022  March   ,0.66,0.075,6.6961,1.38 (1 * 1.383096),25.00,0.63,0.87,0.34
BLS Capital Management,SQL Server Standard - SQL Server Standard - 1-4 vCPU VM - new  3/1/2022-3/31/2022  March   ,2117.21,0.4,6.6961,743.98 (1 * 743.983353),25.00,3.35,2490.89,797.12
BLS Capital Management,Backup - Backup - Standard - new 3/1/2022-3/31/2022  March   ,106.13,0.0448,6.6961,333.00 (1 * 332.9958611306),25.00,0.37,124.87,39.97
BLS Capital Management,Tables - Tables - LRS - new 3/1/2022-3/31/2022  March   ,0,0.00036,6.6961,1.36 (1 * 1.3637),25.00,0.00,0.00,0.00
BLS Capital Management,IP Addresses - IP Addresses - Basic - new 3/1/2022-3/31/2022  March   ,38.08,0.0036,6.6961,1488.00 (1 * 1488),25.00,0.03,44.84,14.38
BLS Capital Management,Bandwidth Inter-Region - Bandwidth Inter-Region - Inter Continent - Intercontinental - new  3/1/2022-3/31/2022  March   ,0,0.05,6.6961,0.15 (1 * 0.1527532245),25.00,0.42,0.06,0.06
BLS Capital Management,Tables - Tables - LRS - new 3/1/2022-3/31/2022  March   ,0,0.00036,6.6961,0.00 (1 * 0.0006),25.00,0.00,0.00,0.00
BLS Capital Management,Backup - Backup - On Premises Server - EU West - new  3/1/2022-3/31/2022  March   ,71.05,10,6.6961,1.00 (1 * 0.9999999999),25.00,83.70,83.70,26.86
BLS Capital Management,Blob Storage - Blob Storage - Hot LRS - EU West - new  3/1/2022-3/31/2022  March   ,1.09,0.054,6.6961,3.02 (1 * 3.0173),25.00,0.45,1.36,0.49
BLS Capital Management,General Block Blob - General Block Blob - LRS - new  3/1/2022-3/31/2022  March   ,0.16,0.00036,6.6961,79.97 (1 * 79.9715),25.00,0.00,0.24,0.11
BLS Capital Management,Premium SSD Managed Disks - Premium SSD Managed Disks - P10 - EU West - new  3/1/2022-3/31/2022  March   ,308.44,21.68,6.6961,2.00 (1 * 1.999872),25.00,181.46,362.91,116.16
BLS Capital Management,Standard Page Blob v2 - Standard Page Blob v2 - GRS - EU West - new  3/1/2022-3/31/2022  March   ,0,0.00054,6.6961,4.46 (1 * 4.463),25.00,0.00,0.02,0.02
BLS Capital Management,Blob Storage - Blob Storage - Hot LRS - EU West - new  3/1/2022-3/31/2022  March   ,0,0.0043,6.6961,0.07 (1 * 0.0681),25.00,0.04,0.00,0.00
BLS Capital Management,Tables - Tables - LRS - new 3/1/2022-3/31/2022  March   ,0,0.045,6.6961,0.01 (1 * 0.014386),25.00,0.38,0.01,0.01
BLS Capital Management,Queues v2 - Queues v2 - LRS - EU West - new 3/1/2022-3/31/2022  March   ,0,0.004,6.6961,0.00 (1 * 0.0003),25.00,0.03,0.00,0.00
BLS Capital Management,Files - Files - LRS - new 3/1/2022-3/31/2022  March   ,2.09,0.06,6.6961,5.00 (1 * 4.99968),25.00,0.50,2.51,0.84
BLS Capital Management,Bandwidth - Bandwidth - new 3/1/2022-3/31/2022  March   ,0,0.087,6.6961,5.00 (1 * 5),25.00,0.73,3.64,3.64
GOSH Copenhagen,Microsoft 365 Business Basic - Microsoft 365 Business Basic - renew  3/28/2022-4/27/2022  March   ,90.72,36.29,1,2.00,25.00,45.36,90.73,18.15
GOSH Copenhagen,Microsoft 365 New Commerce Promotional Offer Annual - Power BI Pro - cycleCharge  3/28/2022-4/27/2022  March   ,717,50.32,1,12.00,25.00,62.90,754.80,181.20
GOSH Copenhagen,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Premium - cycleCharge  3/28/2022-4/27/2022  March   ,5382,100.72,1,45.00,25.00,125.90,5665.50,1359.90
GOSH Copenhagen,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Standard - cycleCharge  3/28/2022-4/27/2022  March   ,672.84,62.96,1,9.00,25.00,78.70,708.30,170.01
GOSH Copenhagen,Microsoft 365 Business Premium - Microsoft 365 Business Premium - renew  3/28/2022-4/27/2022  March   ,498.6,132.96,1,3.00,25.00,166.20,498.60,99.72
GOSH Copenhagen,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Basic - cycleCharge  3/28/2022-4/27/2022  March   ,359.16,25.2,1,12.00,25.00,31.50,378.00,90.72
GOSH Copenhagen,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Phone System - cycleCharge  3/28/2022-4/27/2022  March   ,2198.34,40.24,1,46.00,25.00,50.30,2313.80,555.22
GOSH Copenhagen,Microsoft Teams Phone Standard - Microsoft Teams Phone Standard - renew  3/28/2022-4/27/2022  March   ,181.08,48.29,1,3.00,25.00,60.36,181.09,36.22
Grønbech & Sønner,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Premium - addQuantity  3/29/2022-4/27/2022  March   ,-21992.5,110.8,1,190.00,25.0,-138.50,-26315.00,-8721.00
Grønbech & Sønner,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Premium - cycleCharge  3/28/2022-4/27/2022  March   ,22724,110.8,1,190.00,25.0,138.50,26315.00,8135.80
