Customer,Description,Total_Amount_Excl_VAT,Unit_Price,PCToBCExchangeRate,Quantity,Rackpeople Markup,Rackpeople Markup Unit Price,Rackpeople Markup Total Price,Rackpeople Markup Diff
INTERN A/S,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Premium - new  2/28/2022-3/27/2022  February   ,1674.4,100.72,1,14.00,25.00,119.60,1674.40,334.88
INTERN A/S,Microsoft 365 New Commerce Promotional Offer Annual - Project Plan 3 - new  2/28/2022-3/27/2022  February   ,1255.52,151.04,1,7.00,25.00,179.36,1255.54,251.11
INTERN A/S,Microsoft 365 New Commerce Promotional Offer Annual - Office 365 F3 - new  2/28/2022-3/27/2022  February   ,215.46,20.16,1,9.00,25.00,23.94,215.44,43.09
INTERN A/S,Microsoft 365 New Commerce Promotional Offer Annual - Exchange Online (Plan 1) - new  2/28/2022-3/27/2022  February   ,23.94,20.16,1,1.00,25.00,23.94,23.94,4.79
Nordic Bioscience,Microsoft 365 New Commerce Promotional Offer Annual - Exchange Online (Plan 2) - new  2/28/2022-3/27/2022  February   ,95.58,40.24,1,2.00,25.00,47.79,95.58,19.12
Nordic Bioscience,Microsoft 365 New Commerce Promotional Offer Annual - Exchange Online (Plan 2) - cancelImmediate  3/3/2022-3/27/2022  February   ,-88.76,40.24,1,2.00,25.00,-44.38,-88.75,-17.75
Nordic Bioscience,Microsoft 365 New Commerce Promotional Offer Annual - Power BI Pro - new  2/28/2022-3/27/2022  February   ,119.5,50.32,1,2.00,9.00,52.10,104.20,8.60
Nordic Bioscience,Power; Flow; AAD; AI; Intune; MCAS; Defender IN New Commerce Promotional Offer Annual - Enterprise Mobility + Security E5 - new  2/28/2022-3/27/2022  February   ,196.66,82.8,1,2.00,9.00,85.74,171.48,14.16
Nordic Bioscience,Microsoft 365 New Commerce Promotional Offer Annual - Exchange Online (Plan 2) - new  2/28/2022-3/27/2022  February   ,95.58,40.24,1,2.00,25.00,47.79,95.58,19.12
Nordic Bioscience,Microsoft 365 New Commerce Promotional Offer Annual - Common Area Phone - new  2/28/2022-3/27/2022  February   ,621.27,40.24,1,13.00,9.00,41.67,541.72,44.73
Nordic Bioscience,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Premium - new  2/28/2022-3/27/2022  February   ,8491.6,100.72,1,71.00,9.00,104.29,7404.68,611.40
