Customer,Description,Total_Amount_Excl_VAT,Unit_Price,PCToBCExchangeRate,Quantity,Rackpeople Markup,Rackpeople Markup Unit Price,Rackpeople Markup Total Price,Rackpeople Markup Diff
Skypecall.me,,37.5,0.1265,6.9453,40.26,0.00,0.75,30.06,0.06
Skypecall.me,,0,0.022,6.9453,0.01,0.00,0.13,0.00,0.00
Skypecall.me,,531.31,0.1,6.9453,720.00,0.00,0.59,425.05,0.00
Skypecall.me,,0,0.004,6.9453,0.00,0.00,0.02,0.00,0.00
Skypecall.me,,0,0.045,6.9453,0.01,0.00,0.27,0.00,0.00
Skypecall.me,,0,0.087,6.9453,0.01,0.00,0.00,0.00,0.00
Skypecall.me,,0,0,6.9453,0.97,0.00,0.00,0.00,0.00
Skypecall.me,,0,0.05,6.9453,0.00,0.00,0.30,0.00,0.00
Skypecall.me,,107.04,15,6.9453,0.97,0.00,88.55,85.70,0.07
Skypecall.me,,0,0.00036,6.9453,0.88,0.00,0.00,0.00,0.00
Skypecall.me,,1649.76,0.155261,6.9453,1440.00,0.00,0.92,1319.88,0.07
Skypecall.me,,0,0.004,6.9453,0.17,0.00,0.02,0.00,0.00
Skypecall.me,,1062.19,0.099966,6.9453,1440.00,0.00,0.59,849.82,0.07
Skypecall.me,,70.84,9.6,6.9453,1.00,0.00,56.67,56.68,0.01
Skypecall.me,,0,0,6.9453,0.97,0.00,0.00,0.00,0.00
Skypecall.me,,0,0.004,6.9453,0.03,0.00,0.02,0.00,0.00
Skypecall.me,,0,0.05,6.9453,0.00,0.00,0.30,0.00,0.00
Skypecall.me,,95.58,0.018,6.9453,720.00,0.00,0.11,76.51,0.05
Skypecall.me,,0,0,6.9453,0.00,0.00,0.00,0.00,0.00
Skypecall.me,,0,2.76,6.9453,0.00,0.00,0.00,0.00,0.00
New Co,,0,0,1,25.00,25.00,0.00,0.00,0.00
New Co,,150.9,48.29,1,3.00,25.00,50.30,150.90,30.18
