Customer,Description,Total_Amount_Excl_VAT,Unit_Price,PCToBCExchangeRate,Quantity,Rackpeople Markup,Rackpeople Markup Unit Price,Rackpeople Markup Total Price,Rackpeople Markup Diff
SBC-Teams GoWingu,Standard Page Blob - Standard Page Blob - LRS - new  1/1/2022-1/31/2022  January   ,0,0.045,6.5521,0.00,0.0,0.29,0.00,0.00
SBC-Teams GoWingu,Virtual Network Peering - Virtual Network Peering - new  1/1/2022-1/31/2022  January   ,9.99,0.01,6.5521,152.47,0.0,0.07,9.99,0.00
SBC-Teams GoWingu,Standard SSD Managed Disks - Standard SSD Managed Disks - E4 LRS - new  1/1/2022-1/31/2022  January   ,13.18,0.002,6.5521,1005.78,0.0,0.01,13.18,0.00
SBC-Teams GoWingu,Tables - Tables - LRS - new 1/1/2022-1/31/2022  January   ,0,0.045,6.5521,0.00,0.0,0.29,0.00,0.00
SBC-Teams GoWingu,General Block Blob - General Block Blob - LRS - new  1/1/2022-1/31/2022  January   ,0.98,0.00036,6.5521,415.47,0.0,0.00,0.98,0.00
SBC-Teams GoWingu,Standard HDD Managed Disks - Standard HDD Managed Disks - Snapshots ZRS - EU West - new  1/1/2022-1/31/2022  January   ,2.45,0.05,6.5521,7.48,0.0,0.33,2.45,0.00
SBC-Teams GoWingu,VPN Gateway - VPN Gateway - Basic - new 1/1/2022-1/31/2022  January   ,186.4,0.036,6.5521,790.25,0.0,0.24,186.40,0.00
SBC-Teams GoWingu,IP Addresses - IP Addresses - Standard - new 1/1/2022-1/31/2022  January   ,362.49,0.005,6.5521,11064.85,0.0,0.03,362.49,0.00
SBC-Teams GoWingu,Files - Files - LRS - new 1/1/2022-1/31/2022  January   ,0,0.0015,6.5521,0.00,0.0,0.01,0.00,0.00
SBC-Teams GoWingu,General Block Blob - General Block Blob - LRS - new  1/1/2022-1/31/2022  January   ,0,0.00036,6.5521,0.00,0.0,0.00,0.00,0.00
SBC-Teams GoWingu,Premium SSD Managed Disks - Premium SSD Managed Disks - P20 - EU West - new  1/1/2022-1/31/2022  January   ,560.61,80.54,6.5521,1.06,0.0,527.71,560.61,0.00
SBC-Teams GoWingu,Standard SSD Managed Disks - Standard SSD Managed Disks - E4 LRS - EU West - new  1/1/2022-1/31/2022  January   ,33.33,2.4,6.5521,2.12,0.0,15.73,33.33,0.00
SBC-Teams GoWingu,Load Balancer - Load Balancer - new 1/1/2022-1/31/2022  January   ,569.7,0.01,6.5521,8694.92,0.0,0.07,569.70,0.00
SBC-Teams GoWingu,Standard Page Blob - Standard Page Blob - LRS - new  1/1/2022-1/31/2022  January   ,0,0.00036,6.5521,0.00,0.0,0.00,0.00,0.00
SBC-Teams GoWingu,Load Balancer - Load Balancer - new 1/1/2022-1/31/2022  January   ,258.96,0.025,6.5521,1580.93,0.0,0.16,258.96,0.00
SBC-Teams GoWingu,Virtual Machines BS Series - Virtual Machines BS Series - B1ms - EU West - new  1/1/2022-1/31/2022  January   ,125.3,0.024,6.5521,796.82,0.0,0.16,125.30,0.00
SBC-Teams GoWingu,Backup - Backup - Azure VM - new 1/1/2022-1/31/2022  January   ,34.73,10,6.5521,0.53,0.0,65.52,34.73,0.00
SBC-Teams GoWingu,Bandwidth - Bandwidth - new 1/1/2022-1/31/2022  January   ,86.49,0.087,6.5521,151.73,0.0,0.57,86.49,0.00
SBC-Teams GoWingu,Standard HDD Managed Disks - Standard HDD Managed Disks - S4 LRS - new  1/1/2022-1/31/2022  January   ,3.68,0.0005,6.5521,1123.30,0.0,0.00,3.68,0.00
SBC-Teams GoWingu,Virtual Machines Dv2 Series - Virtual Machines Dv2 Series - D3 v2 - EU West - new  1/1/2022-1/31/2022  January   ,1211.73,0.272,6.5521,679.92,0.0,1.78,1211.73,0.00
