Customer,Description,Total_Amount_Excl_VAT,Unit_Price,PCToBCExchangeRate,Quantity,Rackpeople Markup,Rackpeople Markup Unit Price,Rackpeople Markup Total Price,Rackpeople Markup Diff
Nordic Bioscience,Visual Studio Professional 2019 - Visual Studio Professional 2019 - new  7/27/2021-12/31/9999  July   ,3373.65,3373.65,1,1.00,9.00,3677.28,3677.28,303.63
RackPeople ApS,Files - Files - LRS - new 7/1/2021-7/31/2021  July   ,0.49,0.0015,6.23495,68.15,0.00,0.01,0.54,0.05
RackPeople ApS,Files - Files - LRS - new 7/1/2021-7/31/2021  July   ,4.05,0.015,6.23495,51.53,0.00,0.08,4.10,0.05
RackPeople ApS,SQL Database Single Basic - SQL Database Single Basic - B - new  7/1/2021-7/31/2021  July   ,79.3,0.161,6.23495,93.00,0.00,0.85,79.35,0.05
RackPeople ApS,General Block Blob - General Block Blob - LRS - new  7/1/2021-7/31/2021  July   ,0,0.024,6.23495,0.22,0.00,0.13,0.03,0.03
RackPeople ApS,General Block Blob - General Block Blob - LRS - new  7/1/2021-7/31/2021  July   ,0,0.00036,6.23495,2.30,0.00,0.00,0.00,0.00
RackPeople ApS,Functions - Functions - new 7/1/2021-7/31/2021  July   ,0,0.000002,6.23495,1746.00,0.00,0.00,0.00,0.00
RackPeople ApS,Tables - Tables - LRS - new 7/1/2021-7/31/2021  July   ,0.93,0.045,6.23495,4.14,0.00,0.24,0.99,0.06
RackPeople ApS,Files - Files - LRS - new 7/1/2021-7/31/2021  July   ,0.62,0.0015,6.23495,82.29,0.00,0.01,0.65,0.03
RackPeople ApS,Files - Files - LRS - new 7/1/2021-7/31/2021  July   ,0,0.06,6.23495,0.04,0.00,0.32,0.01,0.01
RackPeople ApS,Bandwidth - Bandwidth - new 7/1/2021-7/31/2021  July   ,0,0.087,6.23495,0.04,0.00,0.00,0.00,0.00
RackPeople ApS,Functions - Functions - new 7/1/2021-7/31/2021  July   ,0,0.000016,6.23495,28927.98,0.00,0.00,0.00,0.00
RackPeople ApS,General Block Blob - General Block Blob - LRS - new  7/1/2021-7/31/2021  July   ,0,0.00036,6.23495,0.54,0.00,0.00,0.00,0.00
RackPeople ApS,General Block Blob - General Block Blob - LRS - new  7/1/2021-7/31/2021  July   ,0.31,0.00036,6.23495,188.04,0.00,0.00,0.36,0.05
RackPeople ApS,Log Analytics - Log Analytics - Pay-as-you-go - EU North - new  7/1/2021-7/31/2021  July   ,0,2.76,6.23495,1.14,0.00,0.00,0.00,0.00
RackPeople ApS,Azure App Service Free Plan - Azure App Service Free Plan - F1 - new  7/1/2021-7/31/2021  July   ,0,0,6.23495,3.00,0.00,0.00,0.00,0.00
RackPeople ApS,Tables - Tables - LRS - new 7/1/2021-7/31/2021  July   ,0,0.00036,6.23495,1.54,0.00,0.00,0.00,0.00
RackPeople ApS,Tables - Tables - LRS - new 7/1/2021-7/31/2021  July   ,0,0.00036,6.23495,2.11,0.00,0.00,0.00,0.00
RackPeople ApS,Tables - Tables - LRS - new 7/1/2021-7/31/2021  July   ,0,0.00036,6.23495,7.31,0.00,0.00,0.01,0.01
Kiltin,Blob Storage - Blob Storage - Hot LRS - EU West - new  7/1/2021-7/31/2021  July   ,7.04,0.0043,6.23495,310.59,110.00,0.05,14.86,7.82
Kiltin,Blob Storage - Blob Storage - Hot LRS - EU West - new  7/1/2021-7/31/2021  July   ,0,0.054,6.23495,0.03,110.00,0.60,0.02,0.02
Kiltin,Tables - Tables - LRS - new 7/1/2021-7/31/2021  July   ,0,0.045,6.23495,0.00,110.00,0.50,0.00,0.00
Kiltin,Blob Storage - Blob Storage - Cool LRS - EU West - new  7/1/2021-7/31/2021  July   ,95.08,0.1,6.23495,179.48,110.00,1.11,199.75,104.67
Kiltin,Blob Storage - Blob Storage - Cool LRS - EU West - new  7/1/2021-7/31/2021  July   ,12.71,0.01,6.23495,240.94,110.00,0.11,26.81,14.10
Kiltin,Bandwidth - Bandwidth - new 7/1/2021-7/31/2021  July   ,0,0,6.23495,185.77,110.00,0.00,0.00,0.00
Kiltin,Tables - Tables - LRS - new 7/1/2021-7/31/2021  July   ,0,0.00036,6.23495,0.05,110.00,0.00,0.00,0.00
Kiltin,Tables - Tables - LRS - new 7/1/2021-7/31/2021  July   ,0,0.00036,6.23495,0.01,110.00,0.00,0.00,0.00
Kiltin,Bandwidth - Bandwidth - new 7/1/2021-7/31/2021  July   ,67.77,0.087,6.23495,147.07,110.00,0.97,142.41,74.64
Kiltin,Bandwidth - Bandwidth - new 7/1/2021-7/31/2021  July   ,0,0.087,6.23495,5.00,110.00,0.00,0.00,0.00
