Customer,Description,Total_Amount_Excl_VAT,Unit_Price,PCToBCExchangeRate,Quantity,Rackpeople Markup,Rackpeople Markup Unit Price,Rackpeople Markup Total Price,Rackpeople Markup Diff
prebenandersen.dk,Backup - Backup - Standard - New 1/1/2021-1/31/2021  January   ,108.77,0.0224,6.07675,940.29,30.00,0.15,141.43,32.66
prebenandersen.dk,Backup - Backup - Azure VM and on-premises Server - New  1/1/2021-1/31/2021  January   ,129.07,10,6.07675,2.50,30.00,67.15,167.87,38.80
prebenandersen.dk,Tables - Tables - LRS - New 1/1/2021-1/31/2021  January   ,0,0.00036,6.07675,0.45,30.00,0.00,0.00,0.00
prebenandersen.dk,Blob Storage - Blob Storage - Hot LRS - EU North - New  1/1/2021-1/31/2021  January   ,0,0.022,6.07675,0.02,30.00,0.15,0.00,0.00
prebenandersen.dk,Blob Storage - Blob Storage - Hot LRS - EU North - New  1/1/2021-1/31/2021  January   ,0,0.05,6.07675,0.06,30.00,0.34,0.02,0.02
prebenandersen.dk,Blob Storage - Blob Storage - Hot LRS - EU North - New  1/1/2021-1/31/2021  January   ,0,0.05,6.07675,0.14,30.00,0.34,0.05,0.05
prebenandersen.dk,Tables - Tables - LRS - New 1/1/2021-1/31/2021  January   ,0,0.045,6.07675,0.00,30.00,0.30,0.00,0.00
BLS Capital Management,Standard HDD Managed Disks - Standard HDD Managed Disks - S4 LRS - New  1/1/2021-1/31/2021  January   ,0.3,0.0005,6.07675,120.95,65.00,0.00,0.52,0.22
BLS Capital Management,Standard SSD Managed Disks - Standard SSD Managed Disks - E30 LRS - EU West - New  1/1/2021-1/31/2021  January   ,396.62,76.8,6.07675,1.00,65.00,654.54,654.50,257.88
BLS Capital Management,VPN Standard Gateway - VPN Standard Gateway - New 1/1/2021-1/31/2021  January   ,729.63,0.19,6.07675,743.50,65.00,1.62,1203.95,474.32
BLS Capital Management,Backup - Backup - Azure VM and on-premises Server - New  1/1/2021-1/31/2021  January   ,51.59,10,6.07675,1.00,65.00,85.23,85.23,33.64
BLS Capital Management,Virtual Machines Av2 Series Windows - Virtual Machines Av2 Series Windows - A4 v2 - EU West - New  1/1/2021-1/31/2021  January   ,1052.61,0.274,6.07675,743.78,65.00,2.34,1736.89,684.28
BLS Capital Management,Standard Page Blob v2 - Standard Page Blob v2 - RA-GRS - EU West - New  1/1/2021-1/31/2021  January   ,0.42,0.075,6.07675,1.17,65.00,0.64,0.75,0.33
BLS Capital Management,General Block Blob - General Block Blob - LRS - New  1/1/2021-1/31/2021  January   ,0.12,0.00036,6.07675,79.72,65.00,0.00,0.24,0.12
BLS Capital Management,Standard SSD Managed Disks - Standard SSD Managed Disks - E10 LRS - EU West - New  1/1/2021-1/31/2021  January   ,49.52,9.6,6.07675,1.00,65.00,81.82,81.81,32.29
BLS Capital Management,IP Addresses - IP Addresses - Basic - New 1/1/2021-1/31/2021  January   ,15.79,0.004,6.07675,767.00,65.00,0.03,26.15,10.36
BLS Capital Management,Azure Active Directory Domain Services - Azure Active Directory Domain Services - Standard - New  1/1/2021-1/31/2021  January   ,576.25,0.15,6.07675,743.79,65.00,1.28,950.86,374.61
BLS Capital Management,Bandwidth Inter-Region - Bandwidth Inter-Region - Inter Continent - Intercontinental - New  1/1/2021-1/31/2021  January   ,0,0.05,6.07675,0.21,65.00,0.00,0.00,0.00
BLS Capital Management,Standard Page Blob v2 - Standard Page Blob v2 - LRS - EU West - New  1/1/2021-1/31/2021  January   ,0,0.00054,6.07675,7.59,65.00,0.00,0.03,0.03
BLS Capital Management,Blob Storage - Blob Storage - Hot LRS - EU West - New  1/1/2021-1/31/2021  January   ,0,0.054,6.07675,0.00,65.00,0.46,0.00,0.00
BLS Capital Management,Bandwidth Inter-Region - Bandwidth Inter-Region - Intra Continent - Europe - New  1/1/2021-1/31/2021  January   ,0,0.02,6.07675,0.04,65.00,0.17,0.01,0.01
BLS Capital Management,Standard Page Blob v2 - Standard Page Blob v2 - GRS - EU West - New  1/1/2021-1/31/2021  January   ,0,0.00054,6.07675,3.79,65.00,0.00,0.02,0.02
BLS Capital Management,Standard Page Blob v2 - Standard Page Blob v2 - GRS - EU West - New  1/1/2021-1/31/2021  January   ,0,0.03225,6.07675,0.04,65.00,0.27,0.01,0.01
BLS Capital Management,Tables - Tables - LRS - New 1/1/2021-1/31/2021  January   ,0,0.00036,6.07675,0.91,65.00,0.00,0.00,0.00
BLS Capital Management,Tables - Tables - LRS - New 1/1/2021-1/31/2021  January   ,0,0.00036,6.07675,0.00,65.00,0.00,0.00,0.00
BLS Capital Management,Standard Page Blob v2 - Standard Page Blob v2 - LRS - EU West - New  1/1/2021-1/31/2021  January   ,0,0.01613,6.07675,0.04,65.00,0.14,0.00,0.00
BLS Capital Management,Standard Page Blob - Standard Page Blob - LRS - New  1/1/2021-1/31/2021  January   ,0,0.00036,6.07675,4.46,65.00,0.00,0.01,0.01
BLS Capital Management,Blob Storage - Blob Storage - Hot GRS - EU West - New  1/1/2021-1/31/2021  January   ,0,0.108,6.07675,0.00,65.00,0.92,0.00,0.00
