Customer,Description,Total_Amount_Excl_VAT,Unit_Price,PCToBCExchangeRate,Quantity,Rackpeople Markup,Rackpeople Markup Unit Price,Rackpeople Markup Total Price,Rackpeople Markup Diff
Skypecall.me,,0,0,7.0752,0.11,0.00,0.00,0.00,0.00
Skypecall.me,,0,0.00036,7.0752,0.91,0.00,0.00,0.00,0.00
Skypecall.me,,0.18,0.002,7.0752,16.64,0.00,0.01,0.20,0.06
Skypecall.me,,0,0.004,7.0752,0.10,0.00,0.02,0.00,0.00
Skypecall.me,,0,0.015,7.0752,0.00,0.00,0.09,0.00,0.00
Skypecall.me,,0,0.05,7.0752,0.01,0.00,0.30,0.00,0.00
Skypecall.me,,559.29,0.1,7.0752,744.00,0.00,0.60,447.44,0.01
Skypecall.me,,0,0.05,7.0752,0.03,0.00,0.30,0.01,0.01
Skypecall.me,,0.26,0.107,7.0752,0.43,0.00,0.64,0.28,0.07
Skypecall.me,,0,0.045,7.0752,0.01,0.00,0.27,0.00,0.00
Skypecall.me,,0,0.02,7.0752,0.02,0.00,0.12,0.00,0.00
Skypecall.me,,0,0.0015,7.0752,0.00,0.00,0.01,0.00,0.00
Skypecall.me,,0,0.087,7.0752,0.25,0.00,0.00,0.00,0.00
Skypecall.me,,112.75,15,7.0752,1.00,0.00,90.21,90.21,0.01
Skypecall.me,,0,0.05,7.0752,0.00,0.00,0.00,0.00,0.00
Skypecall.me,,0,0,7.0752,1.00,0.00,0.00,0.00,0.00
Skypecall.me,,39.53,0.1265,7.0752,41.60,0.00,0.76,31.65,0.03
Skypecall.me,,1736.69,0.155261,7.0752,1488.00,0.00,0.93,1389.39,0.04
Skypecall.me,,85.34,0.018,7.0752,631.00,0.00,0.11,68.31,0.04
Skypecall.me,,1.5,0.004,7.0752,52.17,0.00,0.02,1.26,0.06
Skypecall.me,,0,0.004,7.0752,0.37,0.00,0.02,0.01,0.01
Skypecall.me,,1118.14,0.099966,7.0752,1488.00,0.00,0.60,894.57,0.06
Skypecall.me,,0,0.022,7.0752,0.01,0.00,0.13,0.00,0.00
Skypecall.me,,0,0.004,7.0752,0.07,0.00,0.02,0.00,0.00
Skypecall.me,,0,2.76,7.0752,0.02,0.00,0.00,0.00,0.00
Skypecall.me,,0,0,7.0752,1.00,0.00,0.00,0.00,0.00
Skypecall.me,,72.08,9.6,7.0752,1.00,0.00,57.73,57.73,0.07
CTGlobal,Blob Storage - Blob Storage - Hot LRS - EU West - new  5/1/2022-5/31/2022  May   ,0,0.0043,7.0752,0.06,2.50,0.03,0.00,0.00
CTGlobal,Blob Storage - Blob Storage - Hot LRS - EU West - new  5/1/2022-5/31/2022  May   ,0,0.054,7.0752,0.00,2.50,0.33,0.00,0.00
CTGlobal,Azure App Service Free Plan - Azure App Service Free Plan - F1 - new  5/1/2022-5/31/2022  May   ,0,0,7.0752,10.00,2.50,0.00,0.00,0.00
CTGlobal,Azure Monitor - Azure Monitor - Emails - new 5/1/2022-5/31/2022  May   ,0,0.00002,7.0752,24.00,2.50,0.00,0.00,0.00
CTGlobal,Azure Pipelines - Azure Pipelines - Microsoft-hosted CI/CD - new  5/1/2022-5/31/2022  May   ,902.09,40,7.0752,3.00,2.50,246.57,739.71,18.04
CTGlobal,Azure App Service Free Plan - Azure App Service Free Plan - F1 - new  5/1/2022-5/31/2022  May   ,0,0,7.0752,22.00,2.50,0.00,0.00,0.00
CTGlobal,General Block Blob - General Block Blob - LRS - new  5/1/2022-5/31/2022  May   ,0,0.00036,7.0752,22.36,2.50,0.00,0.05,0.05
CTGlobal,SQL Database Single Standard - SQL Database Single Standard - S3 - new  5/1/2022-5/31/2022  May   ,1698.93,4.8387,7.0752,46.71,2.50,29.83,1393.17,34.03
