Customer,Description,Total_Amount_Excl_VAT,Unit_Price,PCToBCExchangeRate,Quantity,Rackpeople Markup,Rackpeople Markup Unit Price,Rackpeople Markup Total Price,Rackpeople Markup Diff
RackPeople ApS,Bandwidth - Bandwidth - new 12/1/2021-12/31/2021  December   ,0,0.087,6.64175,0.32,0.00,0.00,0.00,0.00
RackPeople ApS,Functions - Functions - new 12/1/2021-12/31/2021  December   ,0,0.000002,6.64175,54548.00,0.00,0.00,0.00,0.00
RackPeople ApS,Tables - Tables - LRS - new 12/1/2021-12/31/2021  December   ,0,0.00036,6.64175,1.29,0.00,0.00,0.00,0.00
RackPeople ApS,Azure App Service Free Plan - Azure App Service Free Plan - F1 - new  12/1/2021-12/31/2021  December   ,0,0,6.64175,6.00,0.00,0.00,0.00,0.00
RackPeople ApS,Service Bus - Service Bus - Hybrid Connections - new  12/1/2021-12/31/2021  December   ,0,1,6.64175,0.02,0.00,0.00,0.00,0.00
RackPeople ApS,Tables - Tables - LRS - new 12/1/2021-12/31/2021  December   ,1.99,0.045,6.64175,6.31,0.00,0.25,1.60,0.01
RackPeople ApS,Files - Files - LRS - new 12/1/2021-12/31/2021  December   ,5.55,0.015,6.64175,52.57,0.00,0.08,4.45,0.01
RackPeople ApS,General Block Blob - General Block Blob - LRS - new  12/1/2021-12/31/2021  December   ,0,0.024,6.64175,0.25,0.00,0.14,0.03,0.03
RackPeople ApS,Tables - Tables - LRS - new 12/1/2021-12/31/2021  December   ,0,0.00036,6.64175,23.80,0.00,0.00,0.05,0.05
RackPeople ApS,Functions - Functions - new 12/1/2021-12/31/2021  December   ,0,0.000016,6.64175,357259.17,0.00,0.00,0.00,0.00
RackPeople ApS,SQL Database Single Standard - SQL Database Single Standard - S0 - new  12/1/2021-12/31/2021  December   ,105.85,0.4839,6.64175,31.00,0.00,2.73,84.69,0.01
RackPeople ApS,Log Analytics - Log Analytics - Pay-as-you-go - EU North - new  12/1/2021-12/31/2021  December   ,0,2.76,6.64175,5.00,0.00,0.00,0.00,0.00
RackPeople ApS,Log Analytics - Log Analytics - Pay-as-you-go - EU North - new  12/1/2021-12/31/2021  December   ,103.85,2.76,6.64175,5.34,0.00,15.58,83.14,0.06
RackPeople ApS,General Block Blob - General Block Blob - LRS - new  12/1/2021-12/31/2021  December   ,0,0.00036,6.64175,2.29,0.00,0.00,0.00,0.00
RackPeople ApS,Azure App Service Premium v2 Plan - Azure App Service Premium v2 Plan - P1 v2 - EU North - new  12/1/2021-12/31/2021  December   ,1050.05,0.2,6.64175,744.00,0.00,1.13,840.05,0.01
