Customer,Description,Total_Amount_Excl_VAT,Unit_Price,PCToBCExchangeRate,Quantity,Rackpeople Markup,Rackpeople Markup Unit Price,Rackpeople Markup Total Price,Rackpeople Markup Diff
Hi3G Denmark ApS,Azure plan - Azure plan - new 11/22/2021-12/31/9999  November   ,0,0,6.4154,1.00,15.00,0.00,0.00,0.00
Hi3G Denmark ApS,Log Analytics - Log Analytics - Pay-as-you-go - EU North - new  11/1/2021-11/30/2021  November   ,0,2.76,6.4154,1.50,15.00,0.00,0.00,0.00
Hi3G Denmark ApS,General Block Blob - General Block Blob - LRS - new  11/1/2021-11/30/2021  November   ,0,0.00036,6.4154,0.06,15.00,0.00,0.00,0.00
Hi3G Denmark ApS,Tables - Tables - LRS - new 11/1/2021-11/30/2021  November   ,0,0.00036,6.4154,1.29,15.00,0.00,0.00,0.00
Hi3G Denmark ApS,Tables - Tables - LRS - new 11/1/2021-11/30/2021  November   ,0,0.00036,6.4154,3.68,15.00,0.00,0.01,0.01
Hi3G Denmark ApS,Files - Files - LRS - new 11/1/2021-11/30/2021  November   ,0.64,0.015,6.4154,6.88,15.00,0.09,0.65,0.14
Hi3G Denmark ApS,Functions - Functions - new 11/1/2021-11/30/2021  November   ,0,0.000016,6.4154,3553.93,15.00,0.00,0.00,0.00
Hi3G Denmark ApS,Bandwidth - Bandwidth - new 11/1/2021-11/30/2021  November   ,0,0.087,6.4154,0.01,15.00,0.00,0.00,0.00
Hi3G Denmark ApS,Files - Files - LRS - new 11/1/2021-11/30/2021  November   ,0,0.0015,6.4154,3.07,15.00,0.01,0.03,0.03
Hi3G Denmark ApS,Azure App Service Free Plan - Azure App Service Free Plan - F1 - new  11/1/2021-11/30/2021  November   ,0,0,6.4154,0.54,15.00,0.00,0.00,0.00
Hi3G Denmark ApS,Files - Files - LRS - new 11/1/2021-11/30/2021  November   ,0,0.06,6.4154,0.01,15.00,0.38,0.00,0.00
Hi3G Denmark ApS,Azure App Service Standard Plan - Azure App Service Standard Plan - S1 - new  11/1/2021-11/30/2021  November   ,90.69,0.1,6.4154,133.17,15.00,0.63,83.51,10.96
Hi3G Denmark ApS,Functions - Functions - new 11/1/2021-11/30/2021  November   ,0,0.000002,6.4154,9744.00,15.00,0.00,0.00,0.00
Hi3G Denmark ApS,Tables - Tables - LRS - new 11/1/2021-11/30/2021  November   ,0,0.00036,6.4154,0.25,15.00,0.00,0.00,0.00
Hi3G Denmark ApS,Tables - Tables - LRS - new 11/1/2021-11/30/2021  November   ,0,0.045,6.4154,0.01,15.00,0.28,0.00,0.00
Hi3G Denmark ApS,General Block Blob - General Block Blob - LRS - new  11/1/2021-11/30/2021  November   ,0,0.00036,6.4154,0.00,15.00,0.00,0.00,0.00
Hi3G Denmark ApS,General Block Blob - General Block Blob - LRS - new  11/1/2021-11/30/2021  November   ,0,0.00036,6.4154,27.30,15.00,0.00,0.06,0.06
Hi3G Denmark ApS,Files - Files - LRS - new 11/1/2021-11/30/2021  November   ,0.08,0.0015,6.4154,13.20,15.00,0.01,0.12,0.06
Hi3G Denmark ApS,SQL Database Single Standard - SQL Database Single Standard - S0 - new  11/1/2021-11/30/2021  November   ,24.85,0.4839,6.4154,7.54,15.00,3.03,22.89,3.01
GoWingu ApS,Azure App Service Premium v2 Plan - Azure App Service Premium v2 Plan - P1 v2 - EU North - new  11/1/2021-11/30/2021  November   ,981.55,0.2,6.4154,720.00,0.00,1.09,785.24,0.00
GoWingu ApS,Bandwidth - Bandwidth - new 11/1/2021-11/30/2021  November   ,7.45,0.087,6.4154,12.64,0.00,0.47,6.00,0.04
GoWingu ApS,Azure App Service Free Plan - Azure App Service Free Plan - F1 - new  11/1/2021-11/30/2021  November   ,0,0,6.4154,4.52,0.00,0.00,0.00,0.00
GoWingu ApS,Azure App Service Free Plan - Azure App Service Free Plan - F1 - new  11/1/2021-11/30/2021  November   ,0,0,6.4154,10.00,0.00,0.00,0.00,0.00
GoWingu ApS,General Block Blob - General Block Blob - LRS - new  11/1/2021-11/30/2021  November   ,47.15,0.024,6.4154,288.63,0.00,0.13,37.77,0.05
GoWingu ApS,Tables - Tables - LRS - new 11/1/2021-11/30/2021  November   ,0,0.00036,6.4154,0.44,0.00,0.00,0.00,0.00
GoWingu ApS,General Block Blob - General Block Blob - LRS - new  11/1/2021-11/30/2021  November   ,0,0.00036,6.4154,0.01,0.00,0.00,0.00,0.00
GoWingu ApS,SQL Database Single Standard - SQL Database Single Standard - S0 - new  11/1/2021-11/30/2021  November   ,197.75,0.4839,6.4154,59.96,0.00,2.64,158.22,0.02
GoWingu ApS,Azure Database for MySQL Single Server Basic - Compute Gen5 - Azure Database for MySQL Single Server Basic - Compute Gen5 - 1 vCore - EU North - new  11/1/2021-11/30/2021  November   ,178.59,0.0364,6.4154,720.00,0.00,0.20,142.91,0.04
GoWingu ApS,General Block Blob - General Block Blob - LRS - new  11/1/2021-11/30/2021  November   ,0,0.00036,6.4154,2.18,0.00,0.00,0.00,0.00
GoWingu ApS,SQL Database - LTR Backup Storage - SQL Database - LTR Backup Storage - RA-GRS - EU North - new  11/1/2021-11/30/2021  November   ,0.15,0.055,6.4154,0.43,0.00,0.30,0.13,0.01
GoWingu ApS,Bandwidth - Bandwidth - new 11/1/2021-11/30/2021  November   ,0,0.087,6.4154,5.00,0.00,0.00,0.00,0.00
GoWingu ApS,Azure Database for MySQL Single Server - Backup Storage - Azure Database for MySQL Single Server - Backup Storage - LRS - EU North - new  11/1/2021-11/30/2021  November   ,26.46,0.11,6.4154,35.31,0.00,0.60,21.18,0.01
GoWingu ApS,Log Analytics - Log Analytics - Pay-as-you-go - EU North - new  11/1/2021-11/30/2021  November   ,0,2.76,6.4154,0.76,0.00,0.00,0.00,0.00
GoWingu ApS,General Block Blob - General Block Blob - LRS - new  11/1/2021-11/30/2021  November   ,0,0.00036,6.4154,0.02,0.00,0.00,0.00,0.00
GoWingu ApS,Azure Database for MySQL Single Server Basic - Storage - Azure Database for MySQL Single Server Basic - Storage - EU North - new  11/1/2021-11/30/2021  November   ,7.21,0.11,6.4154,9.68,0.00,0.60,5.80,0.03
GoWingu ApS,Tables - Tables - LRS - new 11/1/2021-11/30/2021  November   ,0,0.045,6.4154,0.00,0.00,0.25,0.00,0.00
CTGlobal,Azure Monitor - Azure Monitor - Alerts - new 11/1/2021-11/30/2021  November   ,0,0.1,6.4154,10.00,6.00,0.00,0.00,0.00
CTGlobal,Storage - Bandwidth - Storage - Bandwidth - Geo-Replication - EU West - new  11/1/2021-11/30/2021  November   ,0,0,6.4154,0.05,6.00,0.00,0.00,0.00
CTGlobal,Files - Files - LRS - new 11/1/2021-11/30/2021  November   ,2,0.06,6.4154,5.00,6.00,0.35,1.73,0.13
CTGlobal,Logic Apps - Logic Apps - Consumption - new 11/1/2021-11/30/2021  November   ,0,0.000025,6.4154,8.00,6.00,0.00,0.00,0.00
CTGlobal,SQL Database Single Standard - SQL Database Single Standard - S0 - new  11/1/2021-11/30/2021  November   ,377.23,0.4839,6.4154,114.38,6.00,2.80,319.92,18.14
CTGlobal,Standard HDD Managed Disks - Standard HDD Managed Disks - S4 LRS - EU North - new  11/1/2021-11/30/2021  November   ,10.43,1.536,6.4154,1.00,6.00,8.88,8.88,0.54
CTGlobal,Azure App Service Shared Plan - Azure App Service Shared Plan - new  11/1/2021-11/30/2021  November   ,63.75,0.013,6.4154,720.00,6.00,0.08,54.10,3.10
CTGlobal,General Block Blob - General Block Blob - LRS - new  11/1/2021-11/30/2021  November   ,0,0.024,6.4154,0.03,6.00,0.14,0.00,0.00
CTGlobal,Process Automation - Process Automation - Basic - new  11/1/2021-11/30/2021  November   ,0,0.002,6.4154,84.92,6.00,0.00,0.00,0.00
CTGlobal,Blob Storage - Blob Storage - Hot LRS - EU West - new  11/1/2021-11/30/2021  November   ,3.29,0.0196,6.4154,25.07,6.00,0.11,2.84,0.21
CTGlobal,Azure App Service Free Plan - Azure App Service Free Plan - F1 - new  11/1/2021-11/30/2021  November   ,0,0,6.4154,10.00,6.00,0.00,0.00,0.00
