Customer,Description,Total_Amount_Excl_VAT,Unit_Price,PCToBCExchangeRate,Quantity,Rackpeople Markup,Rackpeople Markup Unit Price,Rackpeople Markup Total Price,Rackpeople Markup Diff
RackPeople ApS,Files - Files - LRS - new 6/1/2021-6/30/2021  June   ,0.3,0.0015,6.0864,42.32,0.00,0.01,0.33,0.03
RackPeople ApS,Tables - Tables - LRS - new 6/1/2021-6/30/2021  June   ,0.91,0.045,6.0864,4.10,0.00,0.23,0.96,0.05
RackPeople ApS,Functions - Functions - new 6/1/2021-6/30/2021  June   ,0,0.000016,6.0864,22267.20,0.00,0.00,0.00,0.00
RackPeople ApS,Tables - Tables - LRS - new 6/1/2021-6/30/2021  June   ,0,0.00036,6.0864,2.07,0.00,0.00,0.00,0.00
RackPeople ApS,Tables - Tables - LRS - new 6/1/2021-6/30/2021  June   ,0,0.00036,6.0864,7.07,0.00,0.00,0.01,0.01
RackPeople ApS,Files - Files - LRS - new 6/1/2021-6/30/2021  June   ,3.4,0.015,6.0864,44.65,0.00,0.08,3.46,0.06
RackPeople ApS,Bandwidth - Bandwidth - new 6/1/2021-6/30/2021  June   ,0,0.087,6.0864,0.07,0.00,0.00,0.00,0.00
RackPeople ApS,Functions - Functions - new 6/1/2021-6/30/2021  June   ,0,0.000002,6.0864,1943.00,0.00,0.00,0.00,0.00
RackPeople ApS,Azure App Service Free Plan - Azure App Service Free Plan - F1 - new  6/1/2021-6/30/2021  June   ,0,0,6.0864,2.90,0.00,0.00,0.00,0.00
RackPeople ApS,Log Analytics - Log Analytics - Pay-as-you-go - EU North - new  6/1/2021-6/30/2021  June   ,0,2.76,6.0864,1.46,0.00,0.00,0.00,0.00
RackPeople ApS,General Block Blob - General Block Blob - LRS - new  6/1/2021-6/30/2021  June   ,0.3,0.00036,6.0864,179.51,0.00,0.00,0.33,0.03
RackPeople ApS,SQL Database Single Basic - SQL Database Single Basic - B - new  6/1/2021-6/30/2021  June   ,74.92,0.161,6.0864,90.00,0.00,0.83,74.96,0.04
RackPeople ApS,Files - Files - LRS - new 6/1/2021-6/30/2021  June   ,0,0.06,6.0864,0.04,0.00,0.31,0.01,0.01
RackPeople ApS,Files - Files - LRS - new 6/1/2021-6/30/2021  June   ,0.54,0.0015,6.0864,71.39,0.00,0.01,0.55,0.01
RackPeople ApS,General Block Blob - General Block Blob - LRS - new  6/1/2021-6/30/2021  June   ,0,0.00036,6.0864,2.20,0.00,0.00,0.00,0.00
RackPeople ApS,General Block Blob - General Block Blob - LRS - new  6/1/2021-6/30/2021  June   ,0,0.00036,6.0864,0.51,0.00,0.00,0.00,0.00
RackPeople ApS,General Block Blob - General Block Blob - LRS - new  6/1/2021-6/30/2021  June   ,0,0.024,6.0864,0.22,0.00,0.12,0.03,0.03
RackPeople ApS,Tables - Tables - LRS - new 6/1/2021-6/30/2021  June   ,0,0.00036,6.0864,1.38,0.00,0.00,0.00,0.00
AVS Danmark,Blob Storage - Blob Storage - Varm LRS - Det nordlige Europa - new  6/1/2021-6/30/2021  June   ,2.37,0.004,6.0864,115.61,22.00,0.03,2.92,0.55
AVS Danmark,Tabeller - Tabeller - LRS - new 6/1/2021-6/30/2021  June   ,0,0.00036,6.0864,0.01,22.00,0.00,0.00,0.00
AVS Danmark,Azure Hybrid Benefit til SQL Server - Azure Hybrid Benefit til SQL Server - Standard-udgave - new  6/1/2021-6/30/2021  June   ,0,0,6.0864,719.95,22.00,0.00,0.00,0.00
AVS Danmark,IP-adresser - IP-adresser - Basic - new 6/1/2021-6/30/2021  June   ,0,0.0036,6.0864,0.07,22.00,0.02,0.00,0.00
AVS Danmark,Blob Storage - Blob Storage - Varm LRS - Det nordlige Europa - new  6/1/2021-6/30/2021  June   ,437.85,0.022,6.0864,3847.39,22.00,0.14,534.23,96.38
AVS Danmark,Azure Defender for SQL - Azure Defender for SQL - Standard - new  6/1/2021-6/30/2021  June   ,75.04,15,6.0864,0.97,22.00,94.67,91.62,16.58
AVS Danmark,Tabeller - Tabeller - LRS - new 6/1/2021-6/30/2021  June   ,0,0.045,6.0864,0.01,22.00,0.28,0.00,0.00
AVS Danmark,Bandwidth - Bandwidth - new 6/1/2021-6/30/2021  June   ,3.46,0.087,6.0864,7.76,22.00,0.55,4.26,0.80
AVS Danmark,Backup - Backup - Standard - new 6/1/2021-6/30/2021  June   ,321.97,0.0448,6.0864,1389.23,22.00,0.28,392.82,70.85
AVS Danmark,Premium SSD-administrerede diske - Premium SSD-administrerede diske - Snapshots - Det nordlige Europa - new  6/1/2021-6/30/2021  June   ,0.36,0.132,6.0864,0.54,22.00,0.83,0.45,0.09
AVS Danmark,Plan til Azure App Service Gratis - Plan til Azure App Service Gratis - F1 - new  6/1/2021-6/30/2021  June   ,0,0,6.0864,0.97,22.00,0.00,0.00,0.00
AVS Danmark,Tabeller - Tabeller - LRS - new 6/1/2021-6/30/2021  June   ,0,0.00036,6.0864,0.07,22.00,0.00,0.00,0.00
AVS Danmark,Plan til Azure App Service Standard - Plan til Azure App Service Standard - S1 - new  6/1/2021-6/30/2021  June   ,372.48,0.1,6.0864,720.00,22.00,0.63,454.43,81.95
AVS Danmark,SQL Database; enkeltstående Standard - SQL Database; enkeltstående Standard – S0 - new  6/1/2021-6/30/2021  June   ,75.04,0.4839,6.0864,30.00,22.00,3.05,91.63,16.59
AVS Danmark,Båndbredde mellem områder - Båndbredde mellem områder - På kontinenter - Europa - new  6/1/2021-6/30/2021  June   ,6.51,0.02,6.0864,63.05,22.00,0.13,7.96,1.45
AVS Danmark,Blob Storage - Blob Storage - Varm LRS - Det nordlige Europa - new  6/1/2021-6/30/2021  June   ,0,0.004,6.0864,0.07,22.00,0.03,0.00,0.00
AVS Danmark,VPN Gateway - VPN Gateway - VpnGw1 - new 6/1/2021-6/30/2021  June   ,707.72,0.19,6.0864,720.00,22.00,1.20,863.43,155.71
AVS Danmark,Virtual Machines i Dav4-serien - Virtual Machines i Dav4-serien - D4a v4 - Det nordlige Europa - new  6/1/2021-6/30/2021  June   ,967.43,0.214,6.0864,873.83,22.00,1.35,1180.27,212.84
